BlockGroupID,total_reg,party_rep,party_npp,party_dem,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_64,eth2_93,eth2_30,eth2_10,eth2_21,eth2_23,eth2_34,eth2_14,eth2_12,eth2_38,eth2_unk
201919622005,748,445,201,99,3,0,0,675,15,0,6,4,48,675,15,0,0,0,0,6,1,0,0,0,48
201919622006,362,233,85,43,1,0,0,326,7,2,0,2,25,326,7,2,1,0,0,0,0,0,0,0,25
201919623001,550,348,108,87,7,0,0,474,8,0,2,5,61,474,8,0,0,0,1,0,4,1,0,1,61
201919623002,430,270,96,59,5,0,0,383,11,0,4,2,30,383,11,0,0,0,1,2,2,0,1,0,30
201919623003,776,415,176,179,6,0,0,677,13,1,3,4,78,677,13,1,1,1,1,1,1,0,0,0,78
201919624001,611,280,186,136,9,0,0,508,40,4,1,2,56,508,40,4,0,0,0,1,1,0,0,0,56
201919624002,458,231,128,90,9,0,0,389,27,1,1,0,40,389,27,1,0,1,0,0,0,0,0,0,40
201919624003,1237,650,312,256,19,0,0,1072,51,1,9,8,96,1072,51,1,5,1,1,1,0,2,4,0,96
201919624004,525,257,153,108,7,0,0,442,28,3,2,6,44,442,28,3,2,1,0,1,2,0,0,0,44
201919625001,620,308,184,122,6,0,0,522,52,4,2,4,36,522,52,4,4,1,0,1,0,0,0,0,36
201919625002,544,262,166,109,7,0,0,467,29,2,2,5,39,467,29,2,1,1,1,0,0,0,0,0,39
201919625003,413,169,127,109,8,0,0,358,13,3,2,1,36,358,13,3,1,0,0,2,0,0,0,0,36
201919625004,864,383,261,209,11,0,0,686,90,12,1,5,70,686,90,12,4,0,1,0,1,0,0,0,70
201919626001,723,367,195,153,8,0,0,644,13,1,5,2,58,644,13,1,1,5,0,0,1,0,0,0,58
201919626002,856,504,194,138,20,0,0,766,14,4,7,9,56,766,14,4,1,5,0,1,2,1,0,0,56
201579781001,398,261,72,61,4,0,0,329,1,0,1,2,65,329,1,0,0,0,0,1,2,0,0,0,65
201579781002,368,292,43,33,0,0,0,287,1,0,0,7,73,287,1,0,0,0,0,0,5,0,0,2,73
201579782001,480,359,64,53,4,0,0,440,3,0,1,10,26,440,3,0,1,0,1,0,7,0,0,0,26
201579782002,538,415,70,52,1,0,0,466,3,0,0,2,67,466,3,0,0,0,0,0,0,0,0,0,67
201579783001,426,290,81,54,1,0,0,369,11,0,1,6,39,369,11,0,3,1,0,0,3,0,0,0,39
201579783002,483,349,71,62,1,0,0,408,8,0,3,6,58,408,8,0,0,1,0,2,6,0,0,0,58
201579783003,507,363,76,64,4,0,0,434,7,0,1,9,56,434,7,0,2,0,1,0,6,0,0,0,56
201490001011,896,620,161,108,7,0,0,761,13,0,5,5,112,761,13,0,0,2,0,1,0,1,1,2,112
201490001012,786,490,184,108,4,0,0,663,12,0,10,3,98,663,12,0,0,0,2,1,1,1,6,0,98
201490001021,1334,792,348,184,10,0,0,1141,42,3,8,6,134,1141,40,3,0,3,0,0,4,2,3,2,134
201490001022,975,568,234,163,10,0,0,857,23,0,4,9,82,857,23,0,6,2,1,0,0,0,1,0,82
201490001023,142,61,56,22,3,0,0,128,7,0,0,1,6,128,7,0,0,0,0,0,0,0,0,0,6
201490001024,2223,1191,577,431,24,0,0,1794,92,24,24,29,260,1794,92,22,9,3,4,7,9,6,3,2,260
201490002001,1361,829,308,198,26,0,0,1161,29,0,12,5,154,1161,29,0,3,3,2,0,0,1,3,0,154
201490002002,659,365,174,114,6,0,0,572,6,0,1,2,78,572,6,0,1,1,0,0,0,0,0,0,78
201490002003,693,389,187,106,11,0,0,610,12,2,4,6,59,610,12,2,4,2,0,0,1,1,1,0,59
201490002004,1123,724,207,180,12,0,0,1003,14,0,4,9,93,1003,14,0,2,2,0,0,4,2,0,0,93
201490003001,763,525,148,85,5,0,0,648,27,0,7,7,74,648,27,0,0,4,0,0,1,0,0,0,74
201490003002,1367,1110,172,80,5,0,0,1058,86,0,4,19,200,1058,86,0,5,0,1,0,6,1,0,0,200
201490003003,775,572,129,70,4,0,0,631,44,2,1,8,89,631,44,2,0,0,1,0,5,0,0,0,89
201490004001,802,554,125,118,5,0,0,701,17,0,4,1,79,701,17,0,1,1,0,3,0,0,0,0,79
201490004002,457,246,103,105,3,0,0,381,7,1,2,2,64,381,7,1,1,0,2,0,0,0,0,0,64
201490004003,789,542,122,124,1,0,0,691,7,6,4,3,78,691,7,6,0,0,1,1,3,1,1,0,78
201490004004,785,547,138,95,5,0,0,684,15,1,1,5,79,684,15,1,0,1,0,0,2,0,0,0,79
200610001001,217,66,95,55,1,0,0,134,17,41,5,1,19,134,17,40,1,1,0,3,0,0,1,0,19
200610001002,250,59,108,75,8,0,0,153,35,34,6,2,20,153,35,34,0,0,1,1,2,1,3,0,20
200610001003,163,39,69,53,2,0,0,80,22,45,2,2,12,80,22,45,0,0,1,0,2,1,0,0,12
200610002001,412,91,178,140,3,0,0,207,55,109,11,4,26,207,55,108,2,5,1,0,0,4,1,0,26
200610002002,300,100,122,75,3,0,0,187,32,54,6,4,17,187,32,54,3,1,1,0,1,3,0,0,17
200610002003,250,54,123,67,6,0,0,128,33,56,10,0,23,128,33,56,0,6,0,2,0,2,0,0,23
200610003001,379,72,157,141,9,0,0,186,47,111,3,4,28,186,46,111,0,1,1,1,2,0,0,0,28
200610003002,315,109,105,98,3,0,0,201,25,51,10,3,25,201,25,51,1,2,0,1,0,6,0,0,25
200610003003,472,188,146,131,7,0,0,318,46,42,9,17,40,318,46,42,11,4,0,1,4,3,1,0,40
200610003004,351,123,142,80,6,0,0,213,51,37,10,1,39,213,51,37,1,2,1,2,0,4,1,0,39
200610003005,656,206,228,214,8,0,0,380,65,150,10,7,44,380,62,150,1,4,1,1,1,4,0,0,44
200610004011,967,407,282,270,8,0,0,688,90,87,27,10,65,688,88,87,0,7,0,1,2,17,2,1,65
200610004012,392,128,136,123,5,0,0,259,42,49,8,4,30,259,42,47,2,2,0,1,1,4,1,0,30
200610004013,652,244,200,203,5,0,0,449,42,94,9,5,53,449,42,94,3,1,1,0,2,4,2,0,53
200610004021,670,290,221,149,10,0,0,508,38,50,5,4,65,508,38,50,3,3,0,1,0,0,0,0,65
200610004022,424,178,135,103,8,0,0,308,37,42,8,3,26,308,37,41,1,2,0,3,2,2,0,0,26
200610005001,268,74,98,92,4,0,0,178,34,38,1,0,17,178,33,37,0,1,0,0,0,0,0,0,17
200610005002,231,69,92,65,5,0,0,141,19,32,10,3,26,141,19,32,2,7,0,0,0,2,1,0,26
200610005003,418,175,141,96,6,0,0,311,43,15,4,1,44,311,43,15,0,0,0,0,1,2,0,0,44
200610005004,331,135,109,83,4,0,0,243,29,30,8,3,18,243,29,29,1,0,0,4,0,1,3,0,18
200610006011,66,11,36,19,0,0,0,28,13,7,2,4,12,28,13,7,1,1,0,1,2,0,0,0,12
200610006012,93,41,33,16,3,0,0,54,22,4,1,0,12,54,22,4,0,0,0,1,0,0,0,0,12
200610006021,206,56,91,48,11,0,0,125,32,9,4,5,31,125,32,7,2,1,0,2,0,0,1,0,31
200610006022,629,170,288,158,13,0,0,379,132,32,11,16,59,379,132,31,12,1,3,0,1,4,0,0,59
200610007001,773,485,171,111,6,0,0,672,16,6,3,19,57,672,16,6,1,0,0,0,6,0,2,4,57
200610007002,585,225,229,119,12,0,0,444,52,17,21,4,47,444,52,17,0,0,1,16,1,1,2,0,47
200610008011,373,163,127,79,4,0,0,256,50,30,3,2,32,256,48,29,1,0,0,2,0,0,1,0,32
200610008012,817,348,247,218,4,0,0,530,74,120,15,8,70,530,74,119,4,8,3,1,0,3,0,0,70
200610008021,1125,613,335,166,11,0,0,897,60,21,13,14,120,897,60,21,3,8,0,0,2,3,0,1,120
200610008022,1013,454,348,196,15,0,0,731,94,96,22,7,63,731,94,95,4,4,4,5,2,4,1,0,63
200610008023,231,152,54,21,4,0,0,188,10,2,2,7,22,188,10,2,3,1,1,0,0,0,0,0,22
201314801001,1083,800,184,90,9,0,0,853,2,4,9,5,210,853,2,4,5,3,0,6,0,0,0,0,210
201314801002,1120,705,277,129,9,0,0,933,20,1,2,4,160,933,20,1,1,0,0,0,0,1,1,2,160
201314802001,723,425,152,145,1,0,0,539,4,1,13,2,164,539,4,1,1,1,0,0,0,1,10,0,164
201314802002,1024,537,211,270,6,0,0,832,8,0,6,5,173,832,8,0,4,0,0,2,0,0,4,1,173
201314802003,749,386,214,143,6,0,0,599,6,0,3,4,137,599,6,0,0,0,0,0,0,0,3,2,137
201314802004,535,364,97,72,2,0,0,390,8,0,2,6,129,390,8,0,2,1,1,0,0,0,0,1,129
201314803001,622,365,145,109,3,0,0,522,6,0,2,5,87,522,6,0,0,0,0,1,0,0,0,0,87
201314803002,595,389,105,99,2,0,0,467,4,0,6,0,118,467,4,0,0,1,1,0,0,0,4,0,118
201314803003,438,258,107,71,2,0,0,361,2,0,6,0,69,361,2,0,0,2,2,0,0,0,2,0,69
200179606001,471,318,76,76,1,0,0,424,12,0,1,1,33,424,12,0,0,1,0,0,1,0,0,0,33
200179606002,619,445,73,99,2,0,0,526,2,0,3,4,84,526,2,0,0,2,0,1,2,0,0,2,84
200179606003,582,377,106,94,5,0,0,521,12,2,1,1,45,521,12,2,1,0,0,0,0,1,0,0,45
201814536001,461,369,67,22,3,0,0,399,8,0,5,5,44,399,8,0,5,2,0,3,0,0,0,0,44
201814536002,484,353,82,47,2,0,0,396,22,0,3,5,58,396,20,0,5,0,0,3,0,0,0,0,58
201814537001,627,442,112,66,7,0,0,524,33,0,9,6,55,524,33,0,1,1,2,3,2,0,0,0,55
201814537002,514,332,122,58,2,0,0,416,41,0,3,5,49,416,41,0,1,1,0,0,0,0,2,2,49
201814537003,415,264,88,60,3,0,0,317,49,0,0,2,47,317,49,0,2,0,0,0,0,0,0,0,47
201814537004,970,677,181,108,4,0,0,810,57,1,6,5,91,810,57,1,3,1,3,1,1,0,0,0,91
200150201011,820,599,129,85,7,0,0,705,9,1,3,13,89,705,9,1,9,0,2,1,1,0,0,2,89
200150201012,772,480,167,116,9,0,0,703,16,3,4,1,45,703,16,3,1,2,0,2,0,0,0,0,45
200150201021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200150201022,517,280,129,105,3,0,0,433,10,19,1,7,47,433,10,19,2,1,0,0,3,0,0,0,47
200150201023,484,245,147,86,6,0,0,415,18,0,8,0,43,415,18,0,0,5,0,1,0,0,2,0,43
200150201024,599,375,128,87,9,0,0,531,6,0,5,1,56,531,6,0,0,3,0,1,0,1,0,1,56
200150202041,582,313,155,109,5,0,0,526,12,1,2,2,39,526,12,1,1,1,1,0,0,0,0,0,39
200150202042,939,577,219,133,10,0,0,836,16,3,4,7,73,836,16,3,0,1,2,1,1,0,0,2,73
200150202043,749,437,202,103,7,0,0,669,7,0,6,10,57,669,7,0,0,1,1,3,0,0,1,1,57
200150202051,757,462,154,132,9,0,0,670,19,3,9,3,53,670,19,3,0,2,0,3,0,1,3,0,53
200150202052,1175,631,317,211,16,0,0,1013,34,2,8,6,112,1013,34,2,1,3,1,3,2,1,0,0,112
200150202053,578,236,229,106,7,0,0,472,19,42,4,3,38,472,19,42,1,1,0,3,1,0,0,1,38
200150202061,1226,634,372,214,6,0,0,1023,47,1,16,23,116,1023,47,1,10,5,1,4,3,5,0,3,116
200150202062,811,472,200,130,9,0,0,663,38,2,13,6,89,663,38,2,4,3,0,3,1,3,0,0,89
200150202063,710,296,274,136,4,0,0,596,29,2,18,4,61,596,29,2,3,8,6,1,0,0,3,0,61
200150202071,946,514,260,159,13,0,0,790,39,1,21,9,86,790,39,1,3,11,3,5,4,0,2,0,86
200150202072,921,451,290,166,14,0,0,738,36,3,20,19,105,738,36,3,9,1,8,5,6,3,3,0,105
200150202073,622,291,213,110,8,0,0,513,44,1,7,9,48,513,42,1,4,0,2,0,0,3,2,2,48
200150202081,989,542,271,167,9,0,0,779,45,2,35,14,114,779,45,2,8,12,7,10,0,5,1,0,114
200150202082,929,461,293,171,4,0,0,748,31,5,38,13,94,748,31,5,7,9,13,12,4,2,1,0,94
200150202091,478,270,128,72,8,0,0,425,8,0,3,1,41,425,8,0,0,3,0,0,1,0,0,0,41
200150202092,839,464,241,118,16,0,0,729,16,3,8,8,75,729,16,3,7,5,1,2,0,0,0,0,75
200150202101,835,388,288,141,18,0,0,677,45,4,25,12,72,677,45,4,7,12,3,5,1,0,1,0,72
200150202102,628,313,198,110,7,0,0,521,18,0,13,11,65,521,18,0,0,3,4,2,5,0,1,0,65
200150202103,496,288,144,56,8,0,0,412,18,0,5,5,56,412,18,0,1,3,0,2,2,0,0,2,56
200150203001,1030,591,239,194,6,0,0,900,28,1,2,9,90,900,28,1,2,1,0,0,4,1,0,0,90
200150203002,727,297,246,177,7,0,0,638,21,5,4,4,55,638,21,5,1,0,0,3,1,1,0,0,55
200150203003,675,409,139,121,6,0,0,587,14,2,15,7,50,587,14,2,1,10,2,2,0,1,0,0,50
200150204001,697,348,207,133,9,0,0,597,18,3,11,5,63,597,18,3,0,3,0,3,0,1,0,3,63
200150204002,638,284,208,135,11,0,0,562,25,1,2,6,42,562,25,1,2,0,0,1,2,0,1,0,42
200150205001,934,449,246,221,18,0,0,848,19,0,9,4,54,848,19,0,2,7,0,2,0,0,0,1,54
200150205002,705,358,186,153,8,0,0,620,10,4,10,5,56,620,10,4,0,3,0,5,3,2,0,1,56
200150205003,831,375,255,192,9,0,0,710,47,9,5,4,56,710,45,9,2,3,0,1,1,1,0,0,56
200150205004,459,185,126,139,9,0,0,405,20,1,2,5,26,405,20,1,2,1,0,1,1,0,0,0,26
200150206011,1148,692,277,159,20,0,0,977,30,0,9,13,119,977,30,0,6,2,6,1,3,0,0,0,119
200150206012,948,513,257,168,10,0,0,829,22,0,8,3,86,829,22,0,2,2,3,1,1,0,0,0,86
200150206013,966,658,194,100,14,0,0,840,20,3,4,10,89,840,20,3,4,2,2,0,2,0,0,0,89
200150206021,1293,843,251,191,8,0,0,1165,16,2,5,4,101,1165,16,2,0,3,1,0,3,1,0,0,101
200150206022,863,576,184,94,9,0,0,767,25,2,2,4,63,767,25,2,2,0,0,1,1,1,0,0,63
200150207001,736,363,223,143,7,0,0,651,16,2,2,2,63,651,16,2,1,1,0,0,0,1,0,1,63
200150207002,938,526,216,189,7,0,0,839,21,0,2,8,68,839,21,0,4,1,0,0,1,0,0,2,68
200150207003,785,381,248,150,6,0,0,702,20,0,6,5,52,702,20,0,2,2,0,0,0,2,1,0,52
200150208001,607,271,203,126,7,0,0,536,20,0,5,4,42,536,20,0,0,0,1,3,2,1,0,0,42
200150208002,950,436,328,170,16,0,0,845,31,0,3,3,68,845,31,0,1,1,0,2,1,0,0,0,68
200150209011,877,510,245,109,13,0,0,773,17,1,3,12,71,773,17,1,5,0,1,1,1,1,0,0,71
200150209012,1033,574,290,157,12,0,0,911,22,1,5,2,92,911,22,1,1,3,1,0,1,1,0,0,92
200150209013,1165,744,263,149,9,0,0,1015,18,3,12,7,110,1015,18,3,4,3,6,2,0,0,1,3,110
200150209021,957,485,303,157,12,0,0,850,22,0,6,5,74,850,22,0,4,4,1,0,0,0,0,1,74
200150209022,572,292,178,97,5,0,0,501,14,0,2,8,47,501,14,0,2,1,0,1,0,0,0,0,47
200150209023,962,489,304,153,16,0,0,853,24,1,5,4,75,853,24,1,2,0,1,1,0,0,3,1,75
200150209031,834,494,226,104,10,0,0,728,21,0,1,8,76,728,21,0,2,0,1,0,4,0,0,1,76
200150209032,781,378,264,133,6,0,0,680,13,0,5,6,77,680,13,0,1,1,2,2,1,0,0,0,77
200150209033,723,440,185,95,3,0,0,657,9,0,6,6,45,657,9,0,0,0,2,1,0,1,0,0,45
202070966001,553,359,102,86,6,0,0,501,0,0,1,0,51,501,0,0,0,0,0,1,0,0,0,0,51
202070966002,488,319,115,49,5,0,0,443,9,0,2,1,33,443,9,0,1,0,1,1,0,0,0,0,33
202070967001,397,263,70,61,3,0,0,364,1,0,2,3,27,364,1,0,1,2,0,0,0,0,0,1,27
202070967002,589,409,105,70,5,0,0,538,12,0,2,0,37,538,12,0,0,0,0,2,0,0,0,0,37
200450001001,844,142,224,467,11,0,0,689,43,13,12,11,76,689,42,13,5,6,0,2,0,3,1,1,76
200450001002,458,119,130,206,3,0,0,373,19,14,7,2,43,373,19,14,0,0,0,6,2,0,0,0,43
200450001003,650,96,173,376,5,0,0,526,34,39,6,3,42,526,32,39,2,2,2,1,0,1,0,0,42
200450002011,442,51,104,281,6,0,0,352,15,23,5,8,39,352,15,23,0,1,0,3,4,1,0,1,39
200450002012,771,148,287,324,12,0,0,581,62,31,15,3,79,581,62,31,0,1,5,2,0,1,2,0,79
200450002021,1499,144,339,996,20,0,0,1203,63,33,24,24,152,1203,63,33,8,5,7,7,7,3,2,0,152
200450002022,460,37,107,312,4,0,0,358,17,14,7,7,57,358,16,14,0,2,0,3,1,1,1,0,57
200450002023,953,111,189,641,12,0,0,796,30,10,14,19,84,796,30,10,9,4,1,4,3,1,2,2,84
200450002024,618,104,202,298,14,0,0,493,43,20,3,6,53,493,41,20,2,1,0,1,1,1,0,0,53
200450003011,501,74,155,256,16,0,0,398,22,3,10,7,61,398,22,3,5,2,1,3,1,3,0,0,61
200450003012,460,55,162,238,5,0,0,359,23,6,5,13,54,359,23,6,3,1,1,1,6,1,1,0,54
200450003013,737,106,258,366,7,0,0,568,44,9,13,16,87,568,43,9,1,2,3,2,7,4,1,0,87
200450003021,488,80,129,269,10,0,0,395,17,3,9,8,56,395,17,3,1,3,1,2,2,2,1,1,56
200450003022,373,57,88,225,3,0,0,298,16,2,4,7,46,298,15,2,3,3,0,0,2,1,0,0,46
200450003023,266,22,81,160,3,0,0,210,18,3,4,4,27,210,18,3,2,0,2,1,0,1,0,0,27
200450004001,664,167,263,229,5,0,0,495,30,14,16,11,98,495,30,14,5,6,2,1,1,4,1,1,98
200450004002,419,49,204,160,6,0,0,305,24,13,15,14,48,305,24,13,8,2,3,6,1,2,1,2,48
200450005011,1108,196,312,582,18,0,0,850,68,52,15,19,104,850,68,52,5,5,3,0,6,4,2,1,104
200450005012,933,121,255,545,12,0,0,717,62,48,10,15,81,717,62,48,3,3,0,3,6,1,3,0,81
200450005021,681,86,239,348,8,0,0,514,46,11,13,13,84,514,46,11,5,4,2,5,2,0,1,0,84
200450005022,1279,263,337,662,17,0,0,992,48,8,30,24,177,992,48,8,3,12,6,3,7,4,4,0,177
200450005023,1078,148,205,717,8,0,0,879,32,8,13,16,130,879,30,8,5,4,1,4,5,2,0,0,130
200450006021,1365,466,339,541,19,0,0,1075,63,15,43,19,150,1075,62,14,8,11,2,24,3,2,3,0,150
200450006022,1417,425,387,593,12,0,0,1125,39,23,55,28,147,1125,39,23,16,27,7,14,2,6,0,0,147
200450006023,1764,586,443,725,10,0,0,1382,75,9,63,44,191,1382,75,9,31,27,2,20,3,8,3,2,191
200450006031,2433,726,625,1058,24,0,0,1954,87,39,67,48,238,1954,86,39,18,16,11,27,12,6,5,0,238
200450006032,1425,365,367,675,18,0,0,1167,50,40,18,23,127,1167,50,40,6,7,2,5,5,2,0,0,127
200450006033,3151,807,937,1377,30,0,0,2526,122,27,66,69,341,2526,122,26,29,28,11,14,14,8,5,2,341
200450006041,1216,359,319,525,13,0,0,967,44,21,34,24,126,967,44,21,9,11,5,5,11,7,4,0,126
200450006042,772,184,196,381,11,0,0,625,35,16,6,11,79,625,35,15,5,2,0,2,1,1,1,0,79
200450006043,1811,412,465,914,20,0,0,1456,71,26,48,22,188,1456,71,25,8,10,9,18,7,2,8,0,188
200450007011,1339,428,290,613,8,0,0,1064,41,5,42,34,153,1064,41,5,19,28,3,6,6,3,1,4,153
200450007012,1748,480,460,796,12,0,0,1386,85,15,36,40,186,1386,84,15,13,21,4,4,6,4,2,2,186
200450007031,1532,287,458,764,23,0,0,1228,64,25,27,24,164,1228,64,25,8,10,2,8,3,2,4,0,164
200450007032,692,160,171,356,5,0,0,556,31,7,13,10,75,556,30,7,4,7,4,0,3,0,2,0,75
200450007041,1212,222,317,660,13,0,0,957,45,27,24,20,139,957,45,27,11,14,1,6,3,0,1,2,139
200450007042,847,127,236,464,20,0,0,647,55,14,20,12,99,647,55,13,3,6,0,11,4,1,1,1,99
200450007971,799,153,220,418,8,0,0,627,44,16,19,6,87,627,44,16,4,10,4,3,2,2,0,0,87
200450007972,955,277,231,434,13,0,0,787,27,11,23,18,89,787,26,9,4,10,5,4,4,1,3,3,89
200450007973,1892,692,411,781,8,0,0,1528,64,12,65,32,191,1528,64,11,17,16,5,29,6,10,0,3,191
200450008011,813,172,234,396,11,0,0,632,52,10,17,17,85,632,52,10,8,4,3,5,4,0,4,2,85
200450008012,701,190,189,308,14,0,0,534,31,7,18,22,89,534,31,7,15,2,5,9,1,1,1,0,89
200450008013,1138,245,365,513,15,0,0,900,62,22,18,19,117,900,61,22,7,6,8,0,6,2,1,0,117
200450008014,975,205,294,461,15,0,0,702,65,26,48,20,114,702,65,26,12,21,7,10,3,4,4,0,114
200450008021,1631,424,444,753,10,0,0,1251,91,40,38,30,181,1251,90,40,14,13,6,8,3,4,5,1,181
200450008022,685,112,269,292,12,0,0,504,46,22,15,13,85,504,46,21,4,5,6,2,2,0,1,0,85
200450008023,1328,303,367,642,16,0,0,1032,66,34,20,27,149,1032,66,33,9,8,7,2,9,1,1,1,149
200450009021,273,60,98,111,4,0,0,227,22,3,2,0,19,227,22,3,0,0,1,0,0,0,1,0,19
200450009022,615,158,145,305,7,0,0,516,26,8,2,8,55,516,26,8,5,2,0,0,0,0,0,0,55
200450009023,214,33,84,92,5,0,0,154,11,3,8,9,29,154,11,3,4,4,1,3,0,0,0,0,29
200450009031,1042,171,273,583,15,0,0,832,42,12,22,16,118,832,40,12,4,10,5,4,1,2,1,0,118
200450009041,569,73,215,273,8,0,0,420,36,39,6,10,58,420,36,39,4,4,1,1,1,0,0,0,58
200450009042,983,170,323,470,20,0,0,759,63,25,31,18,87,759,63,25,11,12,3,5,5,3,5,0,87
200450009043,528,56,197,265,10,0,0,366,48,48,6,12,48,366,48,48,3,2,3,0,0,1,0,2,48
200450010011,1157,177,245,725,10,0,0,981,37,9,19,17,94,981,36,9,3,6,1,4,5,7,1,0,94
200450010012,702,143,180,368,11,0,0,562,38,5,12,15,70,562,38,5,2,7,2,0,2,1,1,0,70
200450010021,1083,209,319,544,11,0,0,839,82,32,16,22,92,839,81,32,9,4,2,1,5,4,1,0,92
200450010022,982,225,294,454,9,0,0,732,44,19,42,13,132,732,41,19,5,7,20,2,3,4,2,0,132
200450010023,1608,372,462,758,16,0,0,1262,70,49,24,51,152,1262,70,49,22,8,1,9,9,2,1,2,152
200450012011,1570,722,350,482,16,0,0,1372,23,3,8,22,142,1372,21,3,9,4,0,2,7,0,2,3,142
200450012021,1567,681,406,464,16,0,0,1359,36,1,16,11,144,1359,36,1,6,4,4,7,1,1,0,0,144
200450012022,1413,565,467,367,14,0,0,1241,30,4,10,8,120,1241,30,4,0,4,1,2,1,2,1,2,120
200450012023,1161,415,407,318,21,0,0,984,45,1,7,16,108,984,45,1,5,2,0,2,4,0,0,1,108
200450012024,776,350,222,196,8,0,0,663,25,1,5,1,81,663,25,1,0,2,0,2,1,1,0,0,81
200450012031,1301,617,321,349,14,0,0,1154,25,4,2,9,107,1154,25,4,1,0,0,1,1,0,1,0,107
200450012032,1599,738,414,431,16,0,0,1395,38,2,6,17,141,1395,38,2,2,2,1,2,8,0,0,2,141
200450012033,649,252,205,181,11,0,0,568,16,2,3,3,57,568,16,2,0,1,0,0,0,0,2,0,57
200450012034,1071,413,296,350,12,0,0,920,24,4,3,3,117,920,23,4,1,0,0,1,1,1,0,0,117
200450014001,1583,686,364,517,16,0,0,1378,25,8,23,7,142,1378,24,8,2,10,3,6,2,0,1,0,142
200450014002,1208,511,298,392,7,0,0,1025,28,3,6,23,123,1025,28,3,4,0,2,4,5,0,0,0,123
200450014003,1117,491,298,312,16,0,0,1011,13,6,7,12,68,1011,13,6,7,1,2,2,0,1,1,0,68
200450015001,1041,388,233,412,8,0,0,875,37,13,10,9,97,875,37,13,6,4,1,1,0,4,0,2,97
200450015002,744,341,192,204,7,0,0,643,13,3,5,6,74,643,13,3,2,0,1,2,0,0,0,2,74
200910500001,569,162,153,248,6,0,0,446,58,1,11,17,36,446,58,1,6,4,6,0,5,0,0,2,36
200910500002,513,141,107,260,5,0,0,390,39,0,16,9,59,390,37,0,2,8,1,3,0,0,2,0,59
200910500003,503,153,117,224,9,0,0,395,32,0,13,10,53,395,28,0,3,1,4,1,3,3,4,2,53
200910500004,620,202,150,262,6,0,0,516,30,0,5,10,59,516,30,0,2,1,0,2,6,0,0,1,59
200910500005,515,175,122,215,3,0,0,414,38,0,3,8,52,414,38,0,3,1,1,0,1,0,1,1,52
200910500006,1123,466,208,440,9,0,0,930,34,1,29,17,112,930,32,1,3,8,5,9,7,5,1,0,112
200910501001,667,115,223,310,19,0,0,479,66,47,13,14,48,479,66,47,5,3,1,3,5,4,1,1,48
200910501002,903,294,211,387,11,0,0,688,98,5,8,12,92,688,98,5,4,4,1,0,3,3,0,0,92
200910501003,841,239,183,414,5,0,0,703,50,6,4,8,70,703,50,6,3,0,0,1,3,2,1,1,70
200910501004,563,182,119,252,10,0,0,452,27,0,15,5,64,452,27,0,3,5,1,2,1,3,4,0,64
200910502001,677,203,178,291,5,0,0,582,24,0,3,11,57,582,24,0,2,2,1,0,1,0,0,5,57
200910502002,733,200,215,306,12,0,0,599,51,3,2,5,73,599,51,3,2,1,1,0,1,0,0,0,73
200910502003,839,253,228,349,9,0,0,676,66,5,3,10,79,676,66,5,7,1,0,0,2,1,0,0,79
200910502004,420,99,118,199,4,0,0,316,44,24,3,5,28,316,43,24,0,1,0,0,1,2,0,1,28
200910503011,742,215,201,315,11,0,0,628,31,4,6,11,62,628,31,4,4,1,1,1,0,3,0,0,62
200910503012,528,129,159,228,12,0,0,403,52,8,14,8,43,403,52,8,3,2,6,3,1,0,2,0,43
200910503013,336,72,101,158,5,0,0,261,28,12,3,5,27,261,27,12,1,2,0,1,0,0,0,1,27
200910503014,818,182,279,341,16,0,0,595,71,43,12,12,85,595,71,41,6,2,0,3,2,4,3,0,85
200910503021,818,242,185,385,6,0,0,617,66,9,18,10,98,617,65,9,4,3,3,8,1,0,0,1,98
200910503022,591,195,143,246,7,0,0,476,24,6,9,12,64,476,24,6,4,2,1,1,2,1,3,0,64
200910504001,763,237,212,302,12,0,0,579,73,9,14,10,78,579,73,9,7,4,1,7,2,2,0,1,78
200910504002,613,134,180,291,8,0,0,444,53,43,14,10,49,444,53,42,1,7,2,2,3,2,0,1,49
200910504003,1144,372,306,449,17,0,0,931,79,2,14,12,106,931,79,2,3,5,5,1,5,1,1,0,106
200910504004,668,185,167,302,14,0,0,482,74,47,9,7,49,482,74,47,5,0,0,5,0,1,1,0,49
200910505001,494,171,142,178,3,0,0,399,40,4,4,1,46,399,40,4,0,0,0,0,0,2,2,0,46
200910505002,513,164,146,195,8,0,0,396,28,23,7,10,49,396,27,23,2,1,5,0,2,1,0,0,49
200910505003,785,295,188,293,9,0,0,621,55,0,9,18,82,621,55,0,8,2,0,1,5,5,0,0,82
200910506001,872,329,200,332,11,0,0,725,26,1,12,14,94,725,26,1,4,6,1,0,4,3,0,0,94
200910506002,752,307,163,278,4,0,0,631,27,4,6,4,80,631,27,4,1,1,0,2,2,1,2,0,80
200910506003,559,183,166,202,8,0,0,427,46,4,10,11,61,427,46,4,5,0,10,0,2,0,0,2,61
200910506004,522,185,122,209,6,0,0,442,25,2,6,2,45,442,25,2,2,1,1,2,0,0,1,0,45
