BlockGroupID,total_reg,party_npp,party_dem,party_rep,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_12,eth2_64,eth2_10,eth2_85,eth2_83,eth2_14,eth2_66,eth2_26,eth2_21,eth2_30,eth2_23,eth2_93,eth2_34,eth2_unk
150030095091,25,13,12,0,0,0,12,5,3,0,0,5,12,0,5,0,0,0,0,0,0,0,0,0,3,0,5
150030095092,128,53,59,16,0,0,77,21,8,8,2,12,77,3,20,1,0,2,1,1,2,1,0,0,7,0,12
150030095101,24,2,22,0,0,0,11,8,4,0,1,0,11,0,8,0,1,0,0,0,0,0,0,0,4,0,0
150030095102,22,0,20,2,0,0,11,1,3,0,0,7,11,0,1,0,0,0,0,0,0,0,0,0,3,0,7
150030095111,64,4,60,0,0,0,31,12,8,2,2,9,31,0,11,2,1,1,0,1,0,0,0,0,8,0,9
150030095112,82,5,70,7,0,0,50,9,13,2,1,7,50,0,8,1,0,0,0,1,0,1,1,0,12,0,7
150030095121,121,49,59,13,0,0,69,22,7,4,4,15,69,1,19,2,2,2,1,3,0,0,0,0,6,0,15
150030095122,155,90,57,8,0,0,87,27,9,12,2,18,87,0,26,7,2,0,1,1,0,0,0,3,9,0,18
150030095123,59,16,38,5,0,0,33,10,9,1,0,6,33,0,10,0,0,0,0,0,0,0,0,1,8,0,6
150030096081,774,410,303,61,0,0,246,141,4,105,97,181,246,49,136,23,41,46,5,5,15,7,2,2,3,0,181
150030096082,483,267,176,40,0,0,136,76,1,70,74,126,136,45,72,13,28,33,1,4,4,0,5,1,1,3,126
150030096083,644,347,250,47,0,0,178,100,0,78,119,169,178,20,92,34,38,62,8,8,6,5,10,2,0,3,169
150030096084,657,352,230,75,0,0,186,98,3,85,96,189,186,34,86,20,21,69,6,12,11,7,0,3,3,0,189
150030096091,930,474,362,94,0,0,328,157,12,107,130,196,328,55,135,27,56,56,10,22,4,3,12,4,12,1,196
150030096092,609,300,198,111,0,0,220,117,5,75,79,113,220,30,99,23,38,27,7,18,7,1,2,5,5,1,113
150030096093,686,359,232,95,0,0,298,124,9,60,59,136,298,32,111,12,23,32,3,13,10,0,1,0,9,3,136
150030096101,646,344,262,40,0,0,206,114,1,84,83,158,206,45,105,23,26,45,7,9,5,3,3,1,1,3,158
150030096102,1036,515,402,119,0,0,383,172,3,106,132,240,383,56,155,23,52,65,6,17,9,0,8,8,3,2,240
150030096103,485,195,216,74,0,0,132,123,1,59,80,90,132,27,120,12,46,25,2,3,11,2,4,2,1,1,90
150030096104,452,225,173,54,0,0,136,84,4,38,69,121,136,15,73,12,19,44,2,11,0,1,5,5,4,0,121
150030096105,540,260,222,58,0,0,186,96,3,58,56,141,186,20,90,17,16,31,0,6,12,1,2,2,2,1,141
150030097041,853,403,365,85,0,0,283,174,1,136,101,158,283,85,150,25,51,37,6,24,16,1,3,2,1,1,158
150030097042,901,495,313,93,0,0,318,125,4,108,137,209,318,49,104,34,31,84,7,21,6,0,7,4,4,2,209
150030097051,515,281,159,75,0,0,177,86,2,90,61,99,177,38,77,29,36,19,4,9,12,2,1,3,2,0,99
150030097052,401,222,161,18,0,0,138,67,1,51,46,98,138,29,62,16,14,24,0,5,2,0,1,2,1,0,98
150030097053,705,384,277,44,0,0,225,120,4,98,83,175,225,45,106,32,27,46,7,14,5,6,8,2,4,1,175
150030097061,541,299,190,52,0,0,165,62,0,65,78,171,165,28,55,12,12,58,1,7,19,2,3,1,0,3,171
150030097062,452,230,182,40,0,0,169,73,2,63,61,84,169,34,67,14,29,27,1,6,5,1,1,2,2,4,84
150030097063,773,437,257,79,0,0,223,111,1,83,167,188,223,37,100,22,26,126,4,11,13,1,5,2,1,5,188
150030097071,838,392,410,36,0,0,261,144,2,105,122,204,261,41,135,39,39,71,9,9,7,6,6,1,2,1,204
150030097072,431,205,205,21,0,0,176,63,5,49,39,99,176,18,61,26,6,25,1,2,2,0,3,2,5,2,99
150030097073,732,354,329,49,0,0,227,147,1,82,108,167,227,48,135,21,38,51,1,12,7,2,8,3,1,2,167
150030097074,738,377,290,71,0,0,247,146,4,70,85,186,247,41,136,20,28,53,1,10,6,1,0,1,4,2,186
150030098011,402,204,125,73,0,0,230,46,2,36,26,62,230,26,41,4,9,13,2,5,0,4,2,0,1,2,62
150030098012,974,457,447,70,0,0,544,123,17,78,69,143,544,38,114,20,19,32,6,9,7,5,8,1,15,6,143
150030098031,442,236,185,21,0,0,161,66,2,51,45,117,161,21,59,18,14,25,2,7,6,1,3,3,2,1,117
150030098032,445,245,148,52,0,0,265,42,1,35,28,74,265,17,39,11,2,22,2,3,4,0,2,1,1,1,74
150030098033,445,203,195,47,0,0,156,84,1,37,63,104,156,19,78,8,27,34,6,6,2,1,1,0,1,0,104
150030098041,360,187,137,36,0,0,122,71,3,43,37,84,122,16,66,15,15,18,3,5,4,2,1,3,3,1,84
150030098042,673,315,278,80,0,0,235,140,7,62,79,150,235,29,130,17,27,46,1,10,12,1,2,0,7,2,150
150030098043,567,248,237,82,0,0,213,100,2,61,64,127,213,41,91,13,16,46,2,9,2,0,1,2,2,0,127
150030099021,398,215,137,46,0,0,226,41,0,55,26,50,226,29,32,21,11,11,2,9,1,0,2,1,0,0,50
150030099022,625,271,271,83,0,0,222,145,1,45,102,110,222,32,141,5,88,12,0,4,5,1,1,1,1,1,110
150030099023,686,300,295,91,0,0,202,178,0,80,104,122,202,48,167,17,73,25,9,11,5,1,1,0,0,2,122
150030099024,464,262,141,61,0,0,206,55,0,81,31,91,206,44,48,26,14,14,3,7,0,2,1,0,0,0,91
150030099051,584,272,238,74,0,0,170,122,1,107,83,101,170,71,112,10,59,17,4,10,10,4,0,6,1,1,101
150030099052,790,388,332,70,0,0,347,150,2,90,62,139,347,53,141,21,42,11,0,9,4,7,2,4,2,3,139
150030099053,896,436,359,101,0,0,379,139,0,134,85,159,379,96,132,15,66,13,4,7,12,1,5,3,0,0,159
150030099061,622,343,216,63,0,0,405,54,2,49,29,83,405,29,51,10,16,6,1,3,4,1,2,3,2,2,83
150030099062,428,218,162,48,0,0,304,34,0,26,16,48,304,12,33,9,7,5,0,1,0,1,2,2,0,0,48
150030099063,5,5,0,0,0,0,1,1,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
150030100001,755,396,281,78,0,0,438,80,0,94,38,105,438,62,73,23,15,16,5,7,1,1,3,2,0,3,105
150030100002,175,68,88,19,0,0,81,28,4,33,11,18,81,27,26,3,10,1,0,2,1,0,0,0,4,0,18
150030100003,149,66,68,15,0,0,94,19,14,5,2,15,94,2,19,1,0,1,0,0,1,1,0,0,13,0,15
150030101011,904,482,329,93,0,0,595,61,0,69,24,155,595,31,59,23,8,10,0,2,3,2,2,5,0,2,155
150030101012,602,315,181,106,0,0,382,42,2,52,27,97,382,32,34,16,10,9,0,8,0,1,0,1,2,4,97
150030101021,869,479,282,108,0,0,540,68,0,68,55,138,540,40,61,13,17,15,3,7,7,0,6,4,0,3,138
150030101022,399,200,149,50,0,0,274,30,0,25,15,55,274,12,29,9,3,6,0,1,0,1,2,3,0,3,55
150030101031,282,1,17,264,0,0,197,13,0,12,20,40,197,3,13,7,5,12,0,0,0,0,0,1,0,1,40
150030101032,1321,2,30,1289,0,0,347,210,2,150,254,358,347,53,200,54,79,151,5,10,17,8,1,9,2,3,358
150030102021,544,50,37,457,0,0,249,18,1,76,75,125,249,16,18,38,4,68,3,0,3,0,0,6,1,1,125
150030102022,556,257,154,145,0,0,207,39,1,72,86,151,207,30,35,22,9,69,3,4,13,1,3,2,1,0,151
150030102023,1963,236,254,1473,0,0,907,111,0,227,205,513,907,59,109,113,20,156,11,2,17,10,5,14,0,5,513
150030102024,711,196,175,340,0,0,441,45,0,42,55,128,441,15,41,15,9,37,4,4,5,0,5,2,0,2,128
150030102031,641,214,206,221,0,0,367,41,3,59,47,124,367,18,35,30,5,31,2,6,2,4,5,1,3,3,124
150030102041,422,172,132,118,0,0,188,36,0,47,45,106,188,17,33,18,2,29,3,3,6,1,7,2,0,2,106
150030102042,1039,409,325,305,0,0,396,104,4,130,157,248,396,34,96,48,19,118,8,8,15,4,12,5,4,1,248
150030102051,972,443,307,222,0,0,529,78,4,109,77,175,529,64,71,26,23,43,4,7,7,5,6,3,4,4,175
150030103031,1009,518,359,132,0,0,417,99,0,213,89,191,417,125,87,72,20,61,3,12,7,2,5,1,0,2,191
150030103032,1303,634,478,191,0,0,515,118,4,369,105,192,515,233,106,103,17,67,15,12,4,4,4,3,4,2,192
150030103033,540,198,205,137,0,0,208,84,1,106,56,85,208,48,75,36,24,29,4,9,7,0,0,5,1,0,85
150030103051,1267,600,438,229,0,0,372,164,1,470,79,181,372,341,144,106,30,40,10,20,6,3,5,2,1,2,181
150030103052,572,294,189,89,0,0,193,73,1,155,44,106,193,105,64,33,28,13,4,9,10,1,2,1,1,1,106
150030103053,1327,675,468,184,0,0,624,135,1,287,63,217,624,147,113,103,20,40,10,22,4,12,0,6,1,2,217
150030103081,1107,565,406,136,0,0,285,102,1,553,54,112,285,421,98,96,38,12,11,4,14,8,2,1,1,1,112
150030103082,1218,603,426,189,0,0,279,84,1,682,63,109,279,519,70,117,20,34,20,14,12,11,1,3,1,4,109
150030103083,9,4,1,4,0,0,7,0,0,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
150030103091,704,350,242,112,0,0,337,42,4,199,32,90,337,112,29,60,13,10,9,13,6,2,4,6,4,3,90
150030103092,1382,657,477,248,0,0,578,134,2,447,61,160,578,300,99,107,15,32,9,35,12,11,4,6,2,3,160
150030103093,725,363,198,164,0,0,271,48,0,300,44,62,271,218,41,55,27,15,15,7,5,0,0,3,0,0,62
150030103101,1184,594,384,206,0,0,380,108,4,433,98,161,380,292,91,98,39,44,26,17,4,5,7,2,4,2,161
150030103102,386,201,137,48,0,0,140,35,0,124,19,68,140,86,32,25,6,12,5,3,3,5,0,0,0,0,68
150030105031,72,55,16,1,0,0,36,10,0,13,1,12,36,6,9,5,1,0,0,1,1,0,0,0,0,0,12
150030105032,1035,499,414,122,0,0,331,138,1,321,86,158,331,204,115,90,33,37,13,23,3,6,12,2,1,1,158
150030105051,679,324,194,161,0,0,242,45,0,275,32,85,242,185,35,59,17,9,12,10,7,8,1,4,0,1,85
150030105052,1182,520,439,223,0,0,308,115,1,511,63,184,308,381,93,111,23,36,2,22,7,5,2,1,1,0,184
150030105053,628,302,215,111,0,0,264,36,0,232,28,68,264,161,27,47,8,14,12,9,1,4,1,2,0,4,68
150030105071,1671,811,755,105,0,0,661,204,9,412,113,272,661,258,188,88,34,66,17,16,15,20,2,8,9,5,272
150030105072,341,180,144,17,0,0,107,44,2,67,47,74,107,43,43,15,9,34,2,1,2,3,2,0,1,0,74
150030105073,612,312,180,120,0,0,232,49,0,211,46,74,232,138,44,59,12,30,10,5,3,1,1,0,0,1,74
150030105074,876,444,259,173,0,0,248,97,1,355,63,112,248,246,81,86,18,37,7,16,2,7,4,4,1,0,112
150030105081,565,284,213,68,0,0,302,48,1,116,22,76,302,62,46,35,4,10,11,2,0,2,1,3,1,4,76
150030105082,959,487,368,104,0,0,503,72,7,218,36,123,503,125,69,61,12,18,19,3,1,4,1,2,7,4,123
150030105091,426,208,178,40,0,0,127,85,0,64,59,91,127,33,71,19,17,32,2,14,2,1,6,3,0,1,91
150030105092,702,341,284,77,0,0,190,91,0,266,53,102,190,185,75,61,29,19,9,16,7,3,1,0,0,2,102
150030105101,1277,695,469,113,0,0,501,129,2,386,74,185,501,259,115,91,21,44,9,14,10,8,2,5,1,4,185
150030105102,883,426,324,133,0,0,259,105,0,297,80,142,259,207,91,58,27,39,13,14,5,4,6,3,0,4,142
150030106011,777,363,271,143,0,0,228,111,3,235,84,116,228,155,95,61,27,49,4,16,7,5,3,3,3,0,116
150030106012,861,391,362,108,0,0,262,103,2,295,66,133,262,193,90,75,27,30,13,13,12,1,1,1,2,1,133
150030106013,534,253,212,69,0,0,124,65,1,250,26,68,124,181,58,45,12,7,12,7,5,4,1,0,1,3,68
150030106021,1212,609,447,156,0,0,319,98,3,601,60,131,319,477,86,86,30,24,21,12,6,4,2,2,3,2,131
150030106022,1413,731,452,230,0,0,427,104,0,668,89,125,427,543,87,96,39,44,5,17,11,6,6,3,0,0,125
150030106023,1059,549,328,182,0,0,317,109,1,378,84,170,317,259,94,76,26,54,16,15,7,13,0,4,1,3,170
150030107011,939,483,331,125,0,0,447,57,1,304,33,97,447,222,55,56,10,16,12,2,3,3,2,7,1,0,97
150030107012,789,299,251,239,0,0,511,70,3,98,35,72,511,60,62,24,9,15,10,8,0,1,0,0,2,5,72
150030107013,802,359,237,206,0,0,403,53,1,218,36,91,403,159,48,37,18,13,5,5,8,1,1,2,1,2,91
150030107021,875,448,280,147,0,0,253,50,1,435,49,87,253,322,37,87,13,24,7,13,6,6,6,2,1,0,87
150030107022,654,277,268,109,0,0,144,77,0,297,36,100,144,227,61,56,11,14,3,16,4,5,9,2,0,0,100
150030107023,960,395,390,175,0,0,282,68,0,445,68,97,282,361,52,70,38,24,4,16,2,5,2,1,0,0,97
150030109011,622,257,192,173,0,0,378,34,1,94,25,90,378,57,33,30,4,12,3,1,0,0,4,2,1,2,90
150030109012,1485,623,453,409,0,0,916,112,0,207,50,200,916,121,92,55,10,26,8,20,6,6,2,7,0,9,200
150030109031,1541,738,552,251,0,0,746,156,8,323,91,217,746,188,134,95,23,50,7,22,12,14,4,5,8,2,217
150030109032,276,128,123,25,0,0,147,41,1,29,21,37,147,19,39,7,1,12,0,2,1,0,5,0,1,0,37
150030109033,621,319,215,87,0,0,248,79,2,149,30,113,248,78,73,50,4,20,9,6,4,3,3,0,2,0,113
150030109041,548,264,200,84,0,0,240,63,1,94,45,105,240,66,53,17,11,31,5,10,1,1,1,3,1,2,105
150030109042,666,279,252,135,0,0,398,60,0,90,32,86,398,51,44,23,7,12,6,16,0,5,5,3,0,5,86
150030109043,555,279,146,130,0,0,379,24,1,53,21,77,379,24,19,23,5,8,2,5,1,1,3,0,1,1,77
150030109044,577,252,256,69,0,0,279,81,8,87,38,84,279,37,73,35,9,18,2,8,0,4,6,7,8,0,84
150030109051,613,281,273,59,0,0,305,52,1,139,23,93,305,89,48,36,6,11,4,4,1,0,0,4,1,4,93
150030109052,1020,471,416,133,0,0,471,112,3,220,65,149,471,148,98,44,20,33,9,14,0,11,5,6,3,1,149
150030110001,1566,655,570,341,0,0,714,87,5,514,59,187,714,363,77,111,9,18,18,10,4,11,7,2,5,15,187
150030110002,1169,524,424,221,0,0,555,107,3,281,67,156,555,153,90,104,14,38,8,17,1,5,10,7,3,2,156
150030111031,1908,886,660,362,0,0,713,159,2,722,107,205,713,530,141,141,48,40,18,18,5,7,3,10,2,2,205
150030111032,810,422,247,141,0,0,388,74,0,196,41,111,388,137,65,38,11,24,10,9,8,1,0,2,0,4,111
150030111041,926,496,256,174,0,0,501,77,0,177,37,134,501,99,57,70,6,26,3,20,0,1,3,2,0,0,134
150030111042,821,416,257,148,0,0,432,73,0,176,32,108,432,119,60,31,8,16,8,13,1,10,2,2,0,2,108
150030111043,860,388,274,198,0,0,330,110,0,257,61,102,330,190,94,48,4,39,0,16,0,6,8,11,0,2,102
150030111044,896,468,251,177,0,0,414,61,0,231,66,124,414,163,45,48,17,38,12,16,3,2,5,1,0,4,124
150030111051,585,256,204,125,0,0,367,51,1,72,16,78,367,43,43,17,1,5,4,8,0,5,2,2,1,2,78
150030111052,1088,586,343,159,0,0,709,68,2,143,39,127,709,83,56,27,13,9,13,12,1,3,7,8,2,4,127
150030111053,682,371,266,45,0,0,417,78,3,59,29,96,417,35,75,10,7,9,8,3,3,1,5,2,3,3,96
150030111061,951,427,321,203,0,0,404,120,3,264,43,117,404,160,95,75,16,21,17,25,2,2,3,1,3,0,117
150030111062,840,371,297,172,0,0,499,63,17,150,29,82,499,93,55,45,9,5,4,8,2,3,7,1,17,0,82
150030111063,920,427,268,225,0,0,353,65,1,393,23,85,353,254,45,102,9,9,11,20,5,3,0,10,1,4,85
150030111064,512,234,173,105,0,0,224,62,0,143,21,62,224,76,53,52,2,14,8,9,3,3,3,0,0,0,62
150030111065,844,402,288,154,0,0,362,90,2,242,40,108,362,181,70,41,14,16,6,20,0,7,5,3,2,1,108
150030112011,755,327,311,117,0,0,461,62,5,106,31,90,461,65,54,31,3,23,5,8,1,2,2,2,5,1,90
150030112012,635,283,197,155,0,0,441,29,0,64,29,72,441,35,26,23,2,14,6,3,0,0,1,0,0,2,72
150030112013,492,231,176,85,0,0,320,38,0,41,28,65,320,18,27,17,1,14,1,11,3,0,7,2,0,2,65
150030112014,516,248,174,94,0,0,363,40,1,36,18,58,363,20,31,13,0,5,1,9,1,1,10,0,1,2,58
150030112015,664,237,210,217,0,0,488,26,0,67,18,65,488,32,23,16,0,8,9,3,2,3,3,5,0,1,65
150030112021,392,189,144,59,0,0,257,23,1,41,15,55,257,15,21,21,0,5,1,2,0,1,4,1,1,4,55
150030112022,595,273,228,94,0,0,432,25,0,32,21,85,432,13,24,15,3,2,1,1,1,0,2,2,0,4,85
150030113001,623,307,273,43,0,0,255,78,2,127,49,112,255,93,77,20,4,41,3,1,3,1,1,6,2,0,112
150030113002,1093,558,434,101,0,0,306,221,1,192,140,233,306,105,204,47,60,66,14,17,7,0,7,8,0,1,233
150030113003,1457,704,599,154,0,0,481,274,3,189,187,323,481,82,255,58,62,100,14,19,15,2,10,9,3,5,323
150030114011,94,44,45,5,0,0,51,22,12,3,3,3,51,1,21,0,2,1,0,1,0,0,0,2,11,0,3
150030114012,139,68,70,1,0,0,74,36,6,2,5,16,74,1,36,1,2,0,0,0,0,0,0,0,6,0,16
150030115001,1091,622,354,115,0,0,305,170,5,208,160,243,305,106,161,66,76,70,4,9,17,6,5,4,5,2,243
150030115002,1064,526,417,121,0,0,305,221,12,222,111,193,305,123,214,49,56,37,11,7,14,14,13,7,12,4,193
150030115003,1301,847,365,89,0,0,339,219,7,236,220,280,339,125,206,60,97,101,10,13,21,7,8,4,6,1,280
150030115004,1315,751,497,67,0,0,472,241,18,225,119,240,472,116,239,64,65,38,19,2,8,6,8,3,16,5,240
150030115005,245,100,130,15,0,0,127,36,3,24,16,39,127,16,34,0,7,5,3,2,1,3,4,0,3,0,39
150030116001,620,115,150,355,0,0,326,27,0,170,23,74,326,77,25,73,7,11,8,2,1,3,1,6,0,3,74
150030116002,929,189,213,527,0,0,310,45,0,425,37,112,310,214,40,165,3,26,21,5,3,7,3,3,0,1,112
150039400031,1585,0,1368,217,0,0,681,125,1,192,218,368,681,69,111,92,30,163,10,14,9,2,11,5,1,2,368
150039400041,1548,6,1340,202,0,0,456,163,6,193,299,431,456,90,137,69,30,244,6,26,10,6,14,6,5,2,431
150039400051,1446,856,434,156,0,0,386,142,14,156,284,464,386,66,127,38,45,224,11,15,29,5,5,4,14,6,464
150039400061,1511,885,510,116,0,0,413,189,2,197,299,411,413,77,162,56,36,238,10,27,37,2,19,2,2,2,411
150039400071,783,386,344,53,0,0,249,79,9,80,138,228,249,27,71,28,35,87,5,8,9,1,4,5,9,3,228
150039800001,8,3,1,4,0,0,4,0,0,3,0,1,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1
150039802001,16,10,5,1,0,0,10,1,0,4,0,1,10,3,1,1,0,0,0,0,0,0,0,0,0,0,1
150039803001,33,27,2,4,0,0,18,4,0,0,2,9,18,0,4,0,1,1,0,0,0,0,0,0,0,0,9
150039806001,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
150039807001,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150039808001,6,4,2,0,0,0,4,0,0,2,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
150039810001,33,18,13,2,0,0,20,5,0,4,1,3,20,3,5,0,0,0,1,0,0,0,0,0,0,0,3
150039811001,41,17,13,11,0,0,17,4,0,14,5,1,17,11,4,3,0,3,0,0,0,0,0,0,0,2,1
150039812001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039813001,44,26,14,4,0,0,20,5,0,6,4,9,20,1,5,3,1,2,2,0,0,0,0,0,0,0,9
150039814001,29,22,7,0,0,0,9,7,0,7,1,5,9,6,7,1,0,0,0,0,0,0,0,0,0,0,5
150039817001,96,42,42,12,0,0,53,23,4,0,2,14,53,0,23,0,0,1,0,0,0,0,1,0,4,0,14
150039818011,92,18,54,20,0,0,57,21,3,1,1,9,57,1,21,0,1,0,0,0,0,0,0,0,2,0,9
150039818021,46,5,35,6,0,0,31,9,1,0,0,5,31,0,9,0,0,0,0,0,0,0,0,0,1,0,5
150039818031,70,23,41,6,0,0,32,27,1,2,2,6,32,1,27,1,0,0,0,0,0,0,1,0,1,0,6
150039819001,81,45,22,14,0,0,58,4,2,2,2,13,58,0,4,0,1,0,1,0,0,0,1,1,2,0,13
150039820001,157,94,56,7,0,0,90,21,0,13,11,22,90,3,20,1,6,0,5,1,1,2,2,1,0,2,22
150039821001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039822001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150090301001,1040,583,415,42,0,0,592,52,1,96,80,219,592,28,44,33,6,51,13,8,16,2,2,2,1,7,219
150090301002,406,179,198,29,0,0,148,36,0,59,44,119,148,10,30,17,6,21,11,6,17,1,0,2,0,0,119
150090302011,1338,754,540,44,0,0,889,95,3,53,58,240,889,23,85,17,11,22,5,10,0,1,9,5,3,5,240
150090302012,614,354,222,38,0,0,379,60,1,17,36,121,379,3,53,7,5,11,1,7,0,0,4,6,1,8,121
150090302031,1814,990,712,112,0,0,1066,225,7,137,79,300,1066,86,176,23,22,24,6,49,1,5,10,10,7,5,300
150090302032,1088,649,383,56,0,0,617,112,9,92,65,193,617,48,98,26,25,28,3,14,6,2,2,6,9,2,193
150090302041,807,446,320,41,0,0,451,118,1,77,49,111,451,42,111,20,19,14,8,7,1,2,5,3,1,7,111
150090302042,1449,846,519,84,0,0,998,98,0,64,57,232,998,46,88,7,22,17,0,10,3,4,4,3,0,3,232
150090302043,425,237,166,22,0,0,270,53,1,27,11,63,270,13,49,7,3,6,0,4,3,1,0,2,1,1,63
150090303041,1434,800,493,141,0,0,796,144,1,221,54,218,796,172,106,34,11,18,2,38,3,2,7,8,1,6,218
150090303042,840,577,232,31,0,0,328,98,0,108,128,178,328,51,84,38,18,96,7,14,4,0,5,4,0,4,178
150090303051,668,402,196,70,0,0,447,35,0,81,30,75,447,47,29,24,12,10,1,6,2,1,2,4,0,6,75
150090303052,1047,527,409,111,0,0,607,102,0,154,46,138,607,128,81,18,10,18,2,21,2,0,5,3,0,10,138
150090303053,1054,577,386,91,0,0,620,82,0,137,53,162,620,69,66,45,10,21,16,16,0,1,5,3,0,2,162
150090303054,1500,822,512,166,0,0,904,121,5,227,49,194,904,159,105,40,16,15,7,16,5,6,4,10,5,5,194
150090303061,1753,745,641,367,0,0,1267,113,1,82,62,228,1267,42,105,12,25,15,5,8,3,7,8,12,1,6,228
150090303071,421,166,113,142,0,0,317,17,1,39,4,43,317,19,15,11,2,0,0,2,0,2,1,7,1,1,43
150090303072,589,248,164,177,0,0,452,18,3,35,29,52,452,14,16,13,6,0,5,2,0,1,3,2,3,9,52
150090304031,883,482,343,58,0,0,620,57,7,42,10,147,620,28,48,5,0,3,2,9,1,1,0,4,7,4,147
150090304032,1477,796,561,120,0,0,701,235,3,195,106,237,701,136,189,38,45,42,4,46,1,8,5,6,3,6,237
150090304041,775,335,345,95,0,0,340,143,1,81,70,140,340,61,129,10,42,15,0,14,4,2,0,4,1,2,140
150090304042,1201,581,532,88,0,0,529,217,3,149,96,207,529,106,179,26,41,37,5,38,5,2,5,4,3,3,207
150090304043,1690,869,662,159,0,0,832,258,2,196,143,259,832,112,220,44,82,46,6,38,17,5,7,11,2,4,259
150090304051,1452,717,568,167,0,0,691,233,5,174,102,247,691,137,200,18,60,29,7,33,2,3,2,7,5,7,247
150090304061,1211,558,567,86,0,0,518,231,1,198,96,167,518,152,202,24,61,27,4,29,9,2,5,6,1,1,167
150090304062,1048,533,404,111,0,0,438,154,0,217,89,150,438,177,137,22,46,20,6,17,6,1,8,2,0,9,150
150090304063,2576,1457,901,218,0,0,1217,343,4,486,148,378,1217,393,296,51,59,61,10,47,12,3,12,16,4,5,378
150090305011,1281,673,502,106,0,0,651,221,1,123,91,194,651,77,208,24,46,29,4,13,9,3,8,3,1,7,194
150090305012,399,235,133,31,0,0,233,23,0,46,11,86,233,27,21,12,1,3,0,2,5,0,1,1,0,5,86
150090307051,863,444,336,83,0,0,407,157,1,86,93,119,407,51,148,17,79,10,2,9,10,3,3,0,1,0,119
150090307052,1342,699,554,89,0,0,483,314,2,130,185,228,483,49,307,32,152,18,8,7,31,5,6,1,2,2,228
150090307061,1560,903,532,125,0,0,957,189,5,87,114,208,957,45,185,20,67,17,13,4,1,2,8,4,5,2,208
150090307081,1918,1057,717,144,0,0,1207,242,2,112,93,262,1207,46,236,38,37,22,10,6,7,2,8,6,2,13,262
150090307082,473,252,175,46,0,0,313,43,2,26,26,63,313,12,42,1,4,11,6,1,1,2,4,3,2,2,63
150090307091,911,500,338,73,0,0,650,73,1,43,33,111,650,22,68,9,5,11,3,5,1,4,5,4,1,9,111
150090307092,808,486,246,76,0,0,582,59,1,21,22,123,582,8,52,5,6,1,1,7,0,4,2,2,1,6,123
150090307093,774,444,282,48,0,0,564,52,0,40,21,97,564,18,48,12,4,5,1,4,0,4,1,5,0,3,97
150090307101,1110,464,359,287,0,0,770,77,2,92,31,138,770,52,74,18,13,2,9,3,1,2,10,5,2,3,138
150090307102,684,279,218,187,0,0,495,58,1,23,23,84,495,10,58,3,5,4,3,0,2,3,7,2,1,2,84
150090307111,671,401,247,23,0,0,445,63,1,35,40,87,445,19,59,10,6,9,0,4,4,2,4,0,1,5,87
150090307112,842,429,343,70,0,0,433,164,2,78,53,112,433,46,162,9,38,4,7,2,7,2,1,5,2,1,112
150090307121,1384,821,442,121,0,0,859,148,3,101,75,198,859,45,143,28,41,12,7,5,12,2,5,7,3,6,198
150090307131,577,314,209,54,0,0,407,55,2,19,30,64,407,13,51,4,10,4,1,4,0,0,4,1,2,3,64
150090307132,1629,868,603,158,0,0,960,260,2,92,88,227,960,33,250,24,41,16,1,10,11,8,10,12,2,7,227
150090308001,2051,1244,679,128,0,0,703,291,5,314,291,447,703,178,258,68,84,181,19,33,24,7,13,11,5,4,447
150090308002,579,292,208,79,0,0,212,73,1,229,27,37,212,192,65,16,7,11,11,8,1,5,3,2,1,2,37
150090308003,2153,1284,729,140,0,0,718,394,4,509,234,294,718,405,373,61,158,55,16,21,16,7,4,1,4,6,294
150090309011,437,231,184,22,0,0,117,83,0,114,37,86,117,87,79,8,19,14,5,4,4,2,2,6,0,0,86
150090309012,483,141,333,9,0,0,227,58,1,68,44,85,227,47,49,9,19,23,3,9,6,2,1,0,1,1,85
150090309013,1104,627,431,46,0,0,448,177,4,215,91,169,448,154,167,25,47,31,14,10,16,4,6,1,4,4,169
150090309021,1478,739,673,66,0,0,456,269,3,396,143,211,456,295,249,49,76,47,18,20,18,11,12,3,3,2,211
150090309022,406,232,161,13,0,0,166,75,1,35,60,69,166,20,70,6,46,7,2,5,5,1,2,1,1,2,69
