BlockGroupID,total_reg,party_dem,party_rep,party_npp,party_rin,party_lib,party_con,party_grn,party_lbl,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk,eth2_euro,eth2_93,eth2_64,eth2_23,eth2_30,eth2_10,eth2_34,eth2_14,eth2_21,eth2_unk
100030137003,567,239,153,160,9,4,1,0,0,1,0,486,19,11,13,4,34,486,11,19,3,0,9,3,0,1,34
100030138001,1627,742,444,411,20,3,1,3,1,2,0,1221,124,69,22,35,156,1221,69,122,6,9,8,10,2,5,156
100030138002,634,347,140,134,8,2,0,0,0,3,0,397,32,146,16,12,31,397,146,32,10,6,5,3,0,1,31
100030138003,987,511,187,267,12,1,1,1,3,4,0,604,51,127,60,42,103,604,127,51,43,31,9,5,1,0,103
100030139011,1153,724,150,258,14,1,2,0,0,4,0,473,112,339,18,130,81,473,338,111,10,116,2,1,1,3,81
100030139012,525,223,127,166,6,1,0,1,0,1,0,399,49,14,11,12,40,399,14,48,5,1,3,1,1,2,40
100030139013,669,364,129,156,10,1,2,1,2,4,0,379,46,156,20,21,47,379,156,46,15,18,2,0,1,2,47
100030139031,1356,759,272,299,16,3,1,1,2,3,0,828,89,259,42,60,78,828,259,89,20,50,10,5,5,3,78
100030139032,799,456,145,184,10,0,2,0,0,2,0,445,42,198,16,42,56,445,198,42,8,26,0,9,4,1,56
100030139033,1569,916,280,337,22,4,2,0,3,5,0,722,87,524,57,76,103,722,524,85,25,54,13,7,2,13,103
100030139051,673,430,83,143,12,2,1,1,0,1,0,286,33,241,36,26,51,286,240,33,18,19,9,4,1,4,51
100030139052,840,518,123,177,9,1,0,1,4,7,0,389,61,261,35,32,62,389,259,61,16,21,8,1,4,5,62
100030139053,580,326,102,138,7,3,0,2,0,2,0,334,39,124,30,9,44,334,124,39,29,3,1,2,0,0,44
100030139061,959,569,150,221,8,7,0,1,0,3,0,421,78,329,52,30,49,421,328,77,25,18,15,4,6,3,49
100030139062,976,565,169,220,8,3,3,1,2,5,0,440,57,248,101,57,73,440,248,57,67,35,23,9,4,3,73
100030139063,1109,629,195,262,15,4,0,0,0,4,0,431,33,208,284,77,76,431,208,28,216,64,23,3,12,26,76
100030140001,596,314,140,129,9,1,1,0,0,2,0,417,58,68,5,9,39,417,68,57,2,3,3,3,0,0,39
100030140002,706,408,121,165,5,3,0,1,1,2,0,349,89,190,10,13,55,349,190,89,3,6,2,1,3,0,55
100030140003,866,583,90,180,7,0,0,0,1,5,0,351,84,318,14,24,75,351,318,84,3,17,3,3,5,1,75
100030140004,1286,681,249,324,17,5,0,2,4,4,0,813,116,218,20,27,92,813,218,114,12,15,6,3,2,0,92
100030141001,886,446,191,227,12,2,1,0,1,6,0,660,64,68,14,31,49,660,68,63,2,21,3,5,2,6,49
100030141002,987,465,253,235,21,2,0,0,3,8,0,725,83,61,15,32,71,725,61,83,6,11,2,7,1,5,71
100030141003,1449,921,211,285,15,2,3,2,1,9,0,554,204,574,17,26,74,554,571,202,7,17,8,5,1,0,74
100030142001,1313,588,344,355,11,9,1,2,0,3,0,1018,56,42,44,16,137,1018,42,55,18,2,15,9,5,2,137
100030143011,1148,493,335,301,12,3,1,1,0,2,0,928,41,14,21,35,109,928,14,41,4,6,12,10,3,0,109
100030143021,666,289,188,174,12,3,0,0,0,0,0,524,15,14,22,18,73,524,14,15,2,5,14,4,4,1,73
100030143022,906,417,232,234,12,5,0,3,1,2,0,702,25,42,29,27,81,702,42,25,9,14,9,5,5,4,81
100030143023,372,180,92,92,4,2,0,0,0,2,0,287,10,21,4,4,46,287,21,10,1,0,2,0,0,1,46
100030144021,310,177,47,77,6,1,1,1,0,0,0,225,8,2,11,17,47,225,2,7,2,10,9,3,0,0,47
100030144022,1362,730,250,347,17,6,1,7,1,3,0,1044,61,76,40,19,122,1044,76,60,16,7,8,5,4,5,122
100030144031,1076,584,213,251,11,6,1,3,0,7,0,811,44,51,30,26,114,811,51,44,10,14,12,7,2,1,114
100030144032,570,295,122,143,6,1,0,2,0,1,0,434,14,4,12,28,78,434,4,13,2,14,6,12,3,1,78
100030144033,727,441,98,173,6,3,1,1,0,4,0,386,81,172,19,10,59,386,169,81,6,7,11,1,2,0,59
100030144041,1959,944,490,466,30,9,2,5,0,13,0,1485,47,85,69,53,220,1485,82,45,28,20,30,11,5,3,220
100030144042,793,406,181,186,10,5,0,4,0,1,0,598,32,40,20,23,80,598,40,32,2,8,15,7,1,2,80
100030145011,532,265,93,147,10,2,3,5,0,7,0,370,35,25,24,15,63,370,25,35,10,5,11,7,1,2,63
100030145021,603,341,82,160,11,2,2,2,1,2,0,420,30,44,16,21,72,420,44,29,5,10,8,3,1,2,72
100030145022,251,130,47,65,4,1,0,2,1,1,0,184,9,4,16,11,27,184,4,9,3,2,8,5,1,1,27
100030147021,1428,716,337,335,23,9,0,1,1,6,0,1007,91,135,36,45,114,1007,135,91,14,20,15,10,1,3,114
100030147031,939,517,195,197,18,4,0,4,0,4,0,627,104,93,18,26,71,627,93,104,4,14,9,4,3,1,71
100030147032,556,260,140,140,7,1,2,2,0,4,0,366,59,81,3,8,39,366,81,59,1,2,1,2,1,0,39
100030147033,992,558,176,234,15,2,1,1,0,5,0,595,137,144,30,20,66,595,144,134,16,17,8,0,5,0,66
100030147034,604,299,120,163,14,1,0,1,1,5,0,419,77,43,14,10,41,419,43,77,1,10,5,0,7,0,41
100030147051,747,350,171,206,12,2,0,0,2,4,0,490,112,75,7,11,52,490,75,112,1,8,3,2,3,0,52
100030147052,1233,610,290,306,18,4,1,0,1,3,0,812,109,136,32,44,100,812,136,107,9,37,12,1,1,3,100
100030147053,2052,1146,404,461,27,6,1,2,0,5,0,1114,149,438,85,119,147,1114,437,145,43,87,24,8,7,7,147
100030147061,833,459,178,181,6,4,1,3,1,0,0,475,40,166,52,27,73,475,165,40,35,17,14,1,0,2,73
100030147062,1140,744,150,220,13,0,0,2,5,6,0,355,109,545,26,48,57,355,544,109,5,40,10,0,1,3,57
100030148031,1065,471,283,295,9,2,2,1,0,2,0,793,43,54,30,35,110,793,54,43,10,11,14,10,4,1,110
100030148032,1451,664,359,392,21,1,2,1,4,7,0,1042,81,54,95,37,142,1042,54,79,31,22,44,4,8,9,142
100030148033,570,260,160,140,7,0,2,1,0,0,0,429,23,13,31,18,56,429,13,23,8,13,21,3,2,0,56
100030148081,1547,860,298,359,14,5,2,2,4,3,0,923,117,268,70,44,125,923,268,117,44,27,9,9,4,8,125
100030148082,1086,559,257,243,19,4,1,0,1,2,0,653,56,228,25,28,96,653,228,56,13,15,5,4,1,4,96
100030148083,1500,990,189,280,16,3,3,0,1,18,0,567,151,648,29,32,73,567,645,151,8,16,13,7,2,5,73
100030148084,1029,686,140,181,17,1,1,0,1,2,0,382,46,482,26,30,63,382,482,46,10,13,4,3,7,3,63
100030148091,1508,839,304,336,14,8,1,1,2,3,0,797,93,454,28,39,97,797,454,91,12,11,7,9,7,1,97
100030148092,1947,867,531,502,28,5,7,2,2,3,0,1435,92,234,35,25,126,1435,234,90,7,10,7,6,4,12,126
100030148093,1013,531,245,222,11,3,0,0,0,1,0,603,55,248,36,11,60,603,248,53,14,5,6,3,6,0,60
100030148094,1087,748,120,201,11,2,0,1,1,3,0,418,67,487,24,21,70,418,487,67,11,13,7,2,4,0,70
100030148095,763,463,116,168,4,5,1,0,3,3,0,308,41,274,64,20,56,308,274,41,42,16,20,1,1,1,56
100030148101,1971,860,622,443,30,3,1,2,0,10,0,1438,72,148,72,66,175,1438,148,72,23,32,25,4,7,10,175
100030148102,1820,938,434,423,15,0,2,3,0,5,0,1138,88,410,31,36,117,1138,408,86,10,10,7,10,6,3,117
100030148103,1533,968,222,310,16,7,2,1,1,6,0,598,145,661,31,28,70,598,656,142,17,11,3,4,1,4,70
100030148111,2078,878,616,538,34,3,1,1,1,6,0,1492,65,119,149,56,197,1492,119,65,99,38,34,2,5,7,197
100030148112,926,509,163,233,13,3,0,2,1,2,0,463,73,210,67,40,73,463,208,72,46,18,10,8,5,4,73
100030148113,1682,863,422,360,18,7,3,0,6,3,0,965,80,268,154,66,149,965,266,80,97,47,31,2,10,7,149
100030148121,1239,650,291,270,18,3,1,1,0,5,0,680,96,313,30,35,85,680,312,89,15,19,6,9,2,2,85
100030148122,777,371,208,185,6,4,0,1,0,2,0,489,19,87,85,29,68,489,87,18,69,20,13,1,2,0,68
100030148123,1568,781,373,388,16,5,2,0,1,2,0,913,50,328,85,45,147,913,326,49,31,17,32,10,9,5,147
100030148131,1496,664,399,394,25,4,1,4,0,5,0,916,58,125,173,86,138,916,125,58,95,52,54,17,17,0,138
100030148132,1331,780,227,289,21,5,0,1,2,6,0,731,106,326,35,42,91,731,326,103,12,24,10,4,5,5,91
100030148133,479,230,121,118,8,1,1,0,0,0,0,322,39,51,12,7,48,322,48,39,3,3,6,0,0,2,48
100030148141,1968,971,428,528,24,2,3,1,1,10,0,1200,108,230,137,93,200,1200,230,105,78,68,28,3,14,9,200
100030148142,1137,601,246,269,13,0,1,2,0,5,0,649,84,252,20,37,95,649,252,84,7,19,8,7,3,0,95
100030149031,213,117,25,60,6,2,1,1,0,1,0,106,94,2,2,1,8,106,2,94,0,0,1,1,1,0,8
100030149032,105,48,24,31,1,0,0,0,1,0,0,53,42,2,0,1,7,53,2,42,0,0,0,1,0,0,7
100030149033,758,449,110,175,12,2,1,3,1,5,0,406,94,177,14,17,50,406,176,93,4,9,8,3,0,2,50
100030149034,1136,875,90,152,12,0,0,2,1,4,0,150,115,805,18,24,24,150,804,115,6,19,3,1,2,2,24
100030149035,974,725,72,155,3,1,1,2,0,15,0,198,120,605,8,18,25,198,603,120,3,14,2,0,1,2,25
100030149036,1094,756,142,176,9,0,1,0,1,9,0,354,105,532,22,25,56,354,531,105,11,11,9,4,0,1,56
100030149041,1553,872,353,300,14,3,4,2,2,3,0,811,112,440,66,29,95,811,436,109,40,17,7,2,6,5,95
100030149042,1955,1202,354,368,21,3,1,1,1,4,0,836,185,755,36,31,112,836,751,184,16,23,7,4,3,2,112
100030149061,1116,673,190,222,20,2,2,1,1,5,0,505,118,393,17,24,59,505,391,115,5,12,5,6,2,4,59
100030149062,712,494,60,146,3,2,0,2,0,5,0,128,47,382,96,34,25,128,378,47,76,23,11,0,4,3,25
100030149063,1593,1150,136,277,17,1,4,2,2,4,0,394,116,947,28,48,60,394,946,114,11,35,2,7,3,6,60
100030149071,1417,860,199,341,11,0,1,0,1,4,0,606,102,550,45,38,76,606,550,102,26,19,8,9,3,5,76
100030149072,1214,816,146,226,18,2,2,2,0,2,0,406,87,626,16,31,48,406,626,86,1,13,8,1,2,2,48
100030149073,819,603,77,123,8,2,0,0,1,5,0,186,59,501,12,33,28,186,498,59,3,20,1,3,3,4,28
100030149081,704,539,71,83,4,0,0,1,0,6,0,167,61,431,7,17,21,167,431,61,1,11,3,4,2,0,21
100030149082,698,492,59,131,8,1,1,0,1,5,0,164,59,414,16,15,30,164,413,59,7,11,4,1,2,2,30
100030149091,1305,956,117,204,12,5,1,1,2,7,0,256,144,832,14,23,36,256,831,144,5,15,2,5,4,2,36
100030149092,1268,862,161,216,19,4,1,1,1,3,0,426,103,658,11,20,50,426,657,103,4,10,5,0,1,1,50
100030149093,678,340,153,166,15,1,0,1,0,2,0,425,76,106,25,6,40,425,105,76,19,2,2,1,3,1,40
100030149094,699,511,68,107,7,1,1,2,0,2,0,125,80,430,11,18,35,125,430,80,7,12,3,4,0,0,35
100030150001,509,222,134,142,7,2,0,0,0,2,0,363,57,23,7,8,51,363,23,57,4,4,1,2,0,2,51
100030150002,744,397,161,169,9,1,1,2,1,3,0,538,77,52,8,1,68,538,51,76,1,0,2,0,4,1,68
100030150003,1057,619,194,222,12,3,2,1,3,1,0,602,129,238,8,26,54,602,237,128,2,16,5,4,0,0,54
100030150004,572,345,98,122,5,0,1,0,0,1,0,295,59,159,13,10,36,295,159,58,10,6,1,3,2,0,36
100030150005,914,620,119,160,9,0,0,1,1,4,0,275,134,439,12,25,29,275,439,133,4,21,3,1,2,0,29
100030151001,2078,1156,439,433,30,4,4,3,2,7,0,1340,238,315,23,26,136,1340,314,235,10,10,6,9,3,1,136
100030151002,604,343,112,130,13,2,0,1,0,3,0,396,40,107,2,12,47,396,106,40,2,3,0,2,0,0,47
100030152001,1034,678,127,205,12,2,1,1,0,8,0,457,230,292,10,12,33,457,291,230,1,7,5,2,4,0,33
100030152002,637,354,120,149,6,4,1,0,2,1,0,372,160,58,11,3,33,372,58,159,4,2,3,1,1,2,33
100030152003,640,327,127,172,7,1,1,0,2,3,0,386,104,87,4,14,45,386,86,104,1,9,2,2,0,0,45
100030152004,592,318,104,150,6,5,3,1,1,4,0,339,147,57,3,3,43,339,57,147,0,2,0,0,2,1,43
100030152005,665,396,100,156,5,1,1,1,1,4,0,347,117,154,7,2,38,347,154,116,3,2,2,0,2,0,38
100030154001,935,734,63,122,2,3,1,0,2,8,0,72,106,729,12,4,12,72,729,105,7,1,1,0,2,0,12
100030154002,1274,1083,50,120,5,1,2,1,1,11,0,60,90,1082,16,20,6,60,1080,89,8,15,3,1,1,2,6
100030155021,1426,1111,100,182,12,3,1,0,3,14,0,230,130,1000,12,25,29,230,1000,127,6,20,2,0,3,0,29
100030155022,571,361,76,115,9,1,2,1,0,6,0,240,92,203,3,5,28,240,203,91,2,1,0,1,0,0,28
100030156001,478,312,69,88,6,0,0,0,0,3,0,224,97,117,4,7,29,224,117,97,1,2,1,0,0,0,29
100030156002,1282,1004,101,167,5,1,1,0,0,3,0,194,256,784,8,8,32,194,782,256,2,5,2,0,2,0,32
100030158021,551,338,95,108,3,2,0,1,0,4,0,253,116,141,1,5,35,253,141,116,0,0,1,3,0,0,35
100030158022,922,541,164,193,12,1,2,1,0,8,0,504,288,80,4,11,35,504,80,284,3,3,1,4,0,0,35
100030159001,853,489,134,208,14,3,0,1,0,4,0,480,111,184,5,14,59,480,184,110,2,6,2,5,1,0,59
100030159002,646,379,114,140,7,1,1,0,2,2,0,355,102,144,3,8,34,355,143,102,2,4,0,0,0,0,34
100030159003,1016,682,122,197,7,4,0,1,1,2,0,417,120,400,14,9,56,417,399,120,3,1,6,2,1,4,56
100030160001,1426,1049,140,212,12,2,0,1,1,9,0,317,142,898,13,8,48,317,898,141,6,5,1,1,0,0,48
100030160002,534,371,67,87,3,0,0,2,0,4,0,160,65,277,5,7,20,160,277,65,1,4,3,2,0,0,20
100030161001,976,632,148,176,14,1,0,1,1,3,0,473,46,383,7,15,52,473,383,46,3,5,1,2,0,1,52
100030161002,690,371,164,143,7,1,0,1,1,2,0,568,21,16,3,8,74,568,16,19,0,1,1,4,0,1,74
100030162001,506,254,107,135,6,2,0,0,0,2,0,412,9,32,5,10,38,412,32,6,0,1,4,6,1,0,38
100030162002,816,490,136,174,9,3,2,0,0,2,0,456,59,222,9,11,59,456,222,58,0,2,3,6,1,1,59
100030162003,636,343,100,174,8,3,2,2,1,3,0,442,70,81,6,12,25,442,81,70,3,5,2,3,1,0,25
100030163011,1172,712,194,249,10,2,0,2,0,3,0,503,136,378,48,32,75,503,373,136,31,18,12,1,1,3,75
100030163012,1207,574,310,302,13,3,0,1,0,4,0,930,115,50,12,10,90,930,50,115,5,1,3,2,1,2,90
100030163013,1226,778,198,222,18,2,2,0,3,3,0,704,56,251,57,27,131,704,248,55,46,15,10,2,1,0,131
100030163014,1226,658,274,268,15,1,0,0,2,8,0,770,78,242,26,23,87,770,241,77,14,15,4,3,1,4,87
100030163061,1028,599,194,210,12,3,2,2,1,5,0,462,121,334,13,27,71,462,333,121,3,12,3,3,3,2,71
100030163062,1328,1005,103,203,8,0,1,3,1,4,0,267,138,795,48,35,45,267,794,138,27,30,7,3,3,7,45
100030163063,810,449,177,167,12,3,1,0,0,1,0,441,68,226,11,19,45,441,226,68,7,13,1,2,0,3,45
100030163071,2251,1391,392,427,25,5,2,1,2,6,0,989,178,850,72,72,90,989,850,177,18,48,18,8,5,26,90
100030163081,2002,1468,170,333,16,5,0,2,4,4,0,400,167,1223,96,41,75,400,1222,167,67,20,16,4,4,6,75
100030163082,875,659,57,143,12,0,1,2,1,0,0,147,70,581,36,21,20,147,581,68,29,12,2,5,3,1,20
100030163091,1945,1305,292,317,14,6,1,0,1,9,0,713,139,927,30,31,105,713,927,136,9,18,8,4,5,0,105
100030163092,1118,733,143,226,10,2,0,0,0,4,0,377,106,509,24,20,82,377,507,105,11,6,5,3,2,2,82
100030164011,1125,511,308,289,10,2,1,2,0,2,0,720,35,213,77,22,58,720,211,35,55,10,12,3,1,7,58
100030164012,1994,1200,338,420,18,8,2,1,1,6,0,875,117,634,174,56,138,875,632,117,117,32,29,1,3,20,138
100030164013,990,495,288,194,9,2,0,0,1,1,0,593,50,212,52,18,65,593,212,50,22,9,17,7,3,9,65
100030164014,1077,640,227,190,10,1,3,0,1,5,0,435,55,445,44,45,53,435,445,55,23,31,16,4,1,3,53
100030164041,1148,570,293,258,18,3,1,2,0,3,0,754,66,181,21,37,89,754,180,65,5,21,10,3,1,4,89
100030164042,715,322,159,204,14,8,1,2,1,4,0,516,26,98,9,6,60,516,98,26,6,1,0,3,1,0,60
100030164043,644,286,159,175,13,2,1,2,2,4,0,526,36,17,6,11,48,526,17,36,3,2,3,3,0,0,48
100030166081,1456,584,498,336,25,2,3,1,1,6,0,1111,39,134,18,36,118,1111,134,35,12,19,2,6,1,0,118
100030166082,3362,1530,977,794,45,9,2,0,3,2,0,2536,140,249,91,80,266,2536,248,139,57,44,19,13,6,2,266
100030166091,1597,501,648,415,18,8,2,1,0,4,0,1310,59,27,17,39,145,1310,27,51,10,13,2,12,2,2,145
100030166092,1188,447,418,305,11,1,1,1,1,3,0,895,38,101,22,31,101,895,101,38,18,11,3,7,1,0,101
100030166093,1987,683,771,489,33,8,0,1,0,2,0,1551,91,80,28,17,220,1551,79,91,12,10,7,2,0,1,220
100030166101,764,352,197,191,13,2,0,1,0,8,0,604,25,65,3,7,60,604,65,24,0,2,3,1,0,0,60
100030166102,571,351,97,111,7,4,0,0,0,1,0,201,48,267,18,12,25,201,266,48,12,9,1,0,0,3,25
100030166103,988,447,306,225,6,1,1,1,1,0,0,772,47,25,13,19,112,772,23,47,3,8,6,1,2,1,112
100030166104,2071,1086,472,464,32,5,2,2,1,7,0,1101,147,607,40,30,146,1101,607,146,13,14,9,3,2,7,146
100030166111,1815,879,492,406,23,6,2,1,1,5,0,1383,92,123,43,28,146,1383,123,90,18,17,12,2,2,1,146
100030166112,818,306,266,229,9,1,1,1,1,4,0,637,15,48,18,23,77,637,47,15,5,3,12,11,0,0,77
100030166113,2781,1432,663,642,25,10,3,0,1,5,0,1761,162,350,182,88,238,1761,344,160,102,52,37,9,12,20,238
100030166121,1148,599,288,241,13,3,1,0,1,2,0,666,42,249,74,26,91,666,249,41,54,18,6,2,5,2,91
100030166122,1454,587,525,314,17,4,5,0,1,1,0,1052,46,108,53,28,167,1052,105,45,29,8,13,13,4,3,167
100030166123,2942,1309,877,686,47,11,5,2,0,5,0,2134,126,253,81,58,290,2134,251,124,27,30,30,19,2,15,290
100030166131,1000,436,269,276,15,0,1,0,1,2,0,723,90,80,30,14,63,723,80,90,17,6,12,3,1,0,63
100030166132,939,575,147,198,11,2,1,1,1,3,0,425,77,345,20,13,59,425,344,75,6,6,4,3,7,3,59
100030166133,1148,773,139,221,6,4,0,0,1,4,0,372,97,581,12,27,59,372,581,95,3,17,2,1,1,3,59
100030166134,1104,670,194,221,13,3,0,0,1,2,0,387,70,460,91,38,58,387,460,70,55,28,16,3,1,19,58
100030166141,1546,709,439,358,22,11,2,0,2,3,0,1094,78,145,59,39,131,1094,145,78,13,15,25,11,4,10,131
100030166142,2592,1495,481,558,41,4,2,4,2,5,0,1268,158,817,92,70,187,1268,815,152,55,30,14,16,3,11,187
100030166143,674,297,192,164,14,4,0,0,0,3,0,534,17,49,8,5,61,534,49,17,1,3,5,0,0,1,61
100030168051,1437,490,509,397,21,5,4,2,3,6,0,1229,40,50,4,15,99,1229,50,40,3,1,0,7,0,0,99
100030168061,1741,915,404,387,18,5,3,2,2,5,0,1088,64,343,54,45,147,1088,341,63,30,28,8,4,4,6,147
100030168062,1315,678,352,264,9,2,1,1,2,6,0,819,50,211,65,30,140,819,210,50,31,12,16,7,5,7,140
100030168063,1562,848,325,361,15,3,3,0,0,7,0,862,81,471,16,25,107,862,469,80,3,7,5,9,3,5,107
100030168071,1531,656,496,361,8,5,1,1,0,3,0,1084,79,201,25,18,124,1084,201,79,13,2,4,3,3,5,124
100030168081,1207,643,300,245,11,0,3,1,0,4,0,656,51,355,21,20,104,656,352,51,7,9,9,7,0,3,104
100030168082,530,240,154,120,10,5,0,0,0,1,0,362,30,71,5,5,57,362,70,30,1,2,4,2,0,0,57
100030168083,804,368,214,201,7,5,2,1,2,4,0,542,38,107,16,22,79,542,107,38,10,10,2,2,1,1,79
100030168084,1733,912,414,377,22,1,5,0,0,2,0,926,85,488,46,23,165,926,487,80,24,13,7,3,7,5,165
100030168085,899,417,260,207,5,4,0,0,2,4,0,641,45,107,17,20,69,641,107,42,7,7,6,4,0,0,69
100030169011,883,325,327,212,15,4,0,0,0,0,0,744,23,17,6,4,89,744,17,21,0,1,3,0,1,1,89
100030169012,910,304,334,251,14,4,1,0,0,2,0,834,19,2,0,6,49,834,2,19,0,1,0,5,0,0,49
100030169041,1170,403,466,281,12,0,1,0,0,7,0,1045,22,12,7,11,73,1045,12,22,3,1,3,2,1,0,73
100039801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100039901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050501011,1227,343,556,293,26,1,1,1,0,6,0,953,82,69,4,10,109,953,69,81,2,3,1,1,1,0,109
100050501012,522,149,238,119,11,2,1,0,0,2,0,446,22,17,1,0,36,446,17,22,0,0,1,0,0,0,36
100050501013,1248,356,584,281,15,2,0,2,1,7,0,1029,60,26,2,24,107,1029,26,60,0,8,0,6,1,0,107
100050501031,455,128,215,105,4,1,0,1,1,0,0,369,14,34,2,7,29,369,34,14,0,4,0,3,0,0,29
100050501032,539,225,185,113,10,1,2,0,0,3,0,387,23,43,14,18,54,387,43,23,10,9,2,1,0,0,54
100050501033,1593,557,604,400,20,2,4,1,0,5,0,1261,71,71,17,17,156,1261,71,71,5,3,6,6,1,3,156
100050501034,1153,368,499,260,20,2,1,0,0,3,0,967,43,37,12,15,79,967,37,43,0,1,5,3,1,2,79
100050501041,1105,376,455,246,20,1,2,2,1,2,0,887,45,47,6,11,109,887,47,45,1,1,4,7,0,1,109
100050501042,1477,553,505,388,22,2,1,2,2,2,0,1052,139,151,15,12,108,1052,151,135,4,3,7,4,0,1,108
100050501043,506,218,125,148,9,3,3,0,0,0,0,310,104,50,5,5,32,310,50,102,1,2,3,2,1,0,32
100050501051,958,451,272,210,20,0,1,0,2,2,0,537,68,304,2,1,46,537,304,68,1,0,1,1,0,0,46
100050501052,1331,472,500,324,20,3,0,1,4,7,0,984,146,79,5,18,99,984,79,146,0,8,4,0,0,1,99
100050501053,748,423,145,168,9,1,0,0,1,1,0,273,64,361,4,10,36,273,361,64,1,2,3,3,0,0,36
100050501054,839,339,292,181,16,6,2,1,2,0,0,553,73,143,6,10,54,553,143,73,1,0,4,8,0,0,54
100050502001,642,244,243,142,10,2,0,0,0,1,0,402,55,120,6,8,51,402,120,55,1,3,4,1,1,0,51
100050502002,365,126,148,87,3,1,0,0,0,0,0,260,17,64,1,1,22,260,64,17,0,1,1,0,0,0,22
100050502003,1455,636,466,308,29,3,1,1,1,10,0,885,64,358,10,17,121,885,358,64,5,10,2,3,1,0,121
100050503021,1099,499,350,224,17,2,0,2,1,4,0,642,172,204,7,20,54,642,204,172,2,10,1,3,1,3,54
100050503022,993,211,566,187,16,1,5,1,0,6,0,836,39,54,4,12,48,836,54,37,0,2,1,2,1,2,48
100050503023,1357,326,710,296,15,4,2,0,0,4,0,1131,74,37,6,8,101,1131,36,74,4,0,2,3,0,0,101
100050503031,765,171,416,165,8,3,1,0,0,1,0,669,13,18,3,10,52,669,18,13,2,0,1,6,0,0,52
100050503032,1266,479,463,288,21,3,4,2,1,5,0,812,79,274,13,8,80,812,274,79,4,1,4,3,3,1,80
100050503041,1230,366,572,266,20,3,0,0,0,3,0,949,41,128,6,15,91,949,128,41,0,9,2,6,2,2,91
100050503042,1126,358,526,223,17,0,2,0,0,0,0,908,40,34,11,22,111,908,34,40,3,4,5,6,0,1,111
100050503043,1046,438,341,234,18,3,1,3,1,7,0,621,83,249,6,9,78,621,249,82,4,4,0,1,0,1,78
100050504011,1437,435,705,262,20,6,1,2,1,5,0,1119,43,178,15,13,69,1119,178,43,4,0,4,1,1,6,69
100050504012,1227,281,650,259,21,6,1,3,2,4,0,1096,30,10,3,6,82,1096,10,29,0,2,0,1,0,0,82
100050504031,664,286,228,134,7,3,2,0,0,4,0,430,53,135,6,2,38,430,135,51,5,0,1,1,0,0,38
100050504032,1515,557,638,287,20,6,1,2,1,3,0,1103,105,188,14,5,100,1103,187,104,8,2,2,0,2,2,100
100050504051,1521,543,636,308,27,2,2,0,1,2,0,1145,88,151,21,18,98,1145,151,88,10,11,8,3,0,3,98
100050504052,1290,496,461,295,25,6,4,1,0,2,0,941,71,163,12,10,93,941,162,71,4,9,1,0,1,4,93
100050504061,981,339,382,224,19,4,7,0,1,5,0,736,68,88,15,12,62,736,88,67,6,5,3,4,0,4,62
100050504062,917,491,220,188,14,0,1,1,0,2,0,479,43,299,18,12,66,479,298,43,14,8,2,1,1,1,66
100050504063,496,269,109,115,0,1,0,0,1,1,0,207,69,185,5,3,27,207,185,69,4,0,0,1,0,0,27
100050504064,979,484,291,191,8,0,2,0,0,3,0,518,45,348,7,3,58,518,348,44,2,1,0,0,2,2,58
100050504071,1300,459,508,308,17,4,2,1,0,1,0,913,54,187,32,9,105,913,187,51,20,1,4,2,2,5,105
100050504072,740,468,132,126,10,0,0,0,0,4,0,202,34,476,4,4,20,202,476,34,1,2,1,1,0,1,20
100050504073,1766,713,668,349,24,7,0,2,0,3,0,1031,93,484,23,16,119,1031,484,91,13,5,3,6,3,3,119
100050504081,1228,515,441,253,14,0,1,1,0,3,0,746,72,323,13,2,72,746,322,72,5,1,4,1,0,4,72
100050504082,974,320,422,219,10,1,2,0,0,0,0,789,34,62,5,7,77,789,62,34,2,1,1,2,1,1,77
100050504083,768,363,211,177,10,2,1,1,1,2,0,419,64,229,3,7,46,419,229,64,1,1,1,4,0,0,46
100050505011,907,294,410,178,14,5,2,0,1,3,0,765,47,32,14,16,33,765,32,47,4,8,4,3,1,2,33
100050505012,689,236,291,148,10,2,1,0,0,1,0,511,60,61,1,8,48,511,61,60,0,1,1,3,0,0,48
100050505013,1104,387,457,235,12,6,2,1,1,3,0,821,105,84,9,7,78,821,84,105,4,0,2,3,2,1,78
100050505031,630,280,208,130,8,2,0,1,0,1,0,448,76,63,2,2,39,448,63,75,1,1,0,0,1,0,39
100050505032,716,316,217,170,6,4,1,0,1,1,0,369,206,99,3,6,33,369,99,206,2,2,0,1,1,0,33
100050505033,465,252,99,106,7,0,0,0,0,1,0,269,109,35,2,9,41,269,35,109,0,3,2,3,0,0,41
100050505051,1040,346,459,216,14,1,1,1,0,2,0,772,78,69,5,20,96,772,68,77,2,7,1,2,0,0,96
100050505061,836,391,249,176,16,2,0,0,2,0,0,478,164,123,8,4,59,478,123,163,1,2,3,2,0,3,59
100050505062,1775,507,868,361,28,4,3,1,0,3,0,1456,94,81,8,21,115,1456,81,94,2,6,4,8,2,0,115
