GEOID20,total_reg,party_rep,party_dem,party_npp,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
55009020505,4245,2093,846,1306,0,0,3323,78,4,34,51,755
55009020506,2297,1229,462,606,0,0,1801,39,2,23,22,410
55009020600,3968,2248,736,984,0,0,2891,63,1,14,57,942
55009020702,5413,3119,962,1332,0,0,4196,99,15,101,87,915
55009020703,5883,3146,1242,1495,0,0,4554,129,9,115,87,989
55009020704,5735,2434,1213,2088,0,0,4209,348,13,125,74,966
55009020800,2006,760,464,782,0,0,1551,71,6,20,27,331
55009020900,2458,1081,589,788,0,0,1918,82,2,38,44,374
55009021000,2418,1222,479,717,0,0,1933,53,5,23,35,369
55009021200,4221,1946,924,1351,0,0,3219,125,11,54,68,744
55009021301,2504,1200,478,826,0,0,1997,43,3,36,34,391
55009021302,5250,2662,1004,1584,0,0,4167,80,7,72,56,868
55009021303,2661,903,407,1351,0,0,2039,97,12,32,32,449
55009021304,1784,815,320,649,0,0,1395,48,3,22,17,299
55009021400,5713,3503,968,1242,0,0,4496,81,9,47,51,1029
55009021500,2318,1509,353,456,0,0,1828,30,0,7,41,412
55009021600,4543,2446,828,1269,0,0,3696,72,2,15,40,718
55009940002,4129,2017,836,1276,0,0,3204,113,5,61,63,683
55009940003,3012,1237,612,1163,0,0,2277,114,11,32,72,506
55009940004,2224,834,483,907,0,0,1702,76,9,32,43,362
55009940005,5384,2791,925,1668,0,0,4148,145,5,68,123,895
55009940006,3346,2075,613,658,0,0,2590,50,0,37,45,624
55009940007,2826,1658,471,697,0,0,2278,37,2,31,25,453
55009940008,3892,2145,672,1075,0,0,3099,70,1,36,35,651
55009980000,0,0,0,0,0,0,0,0,0,0,0,0
55107960100,2516,1182,496,838,0,0,2051,22,0,15,21,407
55107960200,1553,741,231,581,0,0,1287,12,0,5,35,214
55107960300,1679,787,326,566,0,0,1418,21,2,9,21,208
55107960400,1743,856,290,597,0,0,1440,17,2,4,34,246
