GEOID20,total_reg,party_npp,party_rep,party_dem,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
05093011200,866,367,305,194,0,0,0,0,0,749,17,59,4,1,36
05093011300,862,392,192,278,0,0,0,0,0,585,17,213,1,1,45
05093011400,1011,458,303,250,0,0,0,0,0,852,24,77,7,4,47
05117460100,1757,495,629,632,0,1,0,0,0,1503,17,116,7,11,103
05117460200,1362,417,448,497,0,0,0,0,0,1100,10,103,10,9,130
05117460300,962,308,291,363,0,0,0,0,0,734,9,118,4,7,90
05049550101,1641,567,543,530,1,0,0,0,0,1481,19,4,10,10,117
05049550102,1148,461,329,358,0,0,0,0,0,1061,8,2,2,6,69
05049550201,1791,546,439,805,0,1,0,0,0,1645,23,4,7,10,102
05049550202,1663,527,539,596,1,0,0,0,0,1521,15,0,9,3,115
05059020101,2466,998,930,537,0,1,0,0,0,2238,38,6,10,15,159
05059020102,1750,757,634,358,1,0,0,0,0,1563,26,54,5,7,95
05059020200,1599,650,308,639,0,2,0,0,0,873,25,615,11,10,65
05059020300,898,377,238,283,0,0,0,0,0,687,28,135,2,1,45
05059020400,2404,1029,649,726,0,0,0,0,0,1863,77,336,8,16,104
05059020500,2176,768,820,588,0,0,0,0,0,2015,35,7,10,5,104
05059020600,2124,837,746,541,0,0,0,0,0,1951,20,10,7,9,127
05059020701,1234,535,428,271,0,0,0,0,0,1125,31,4,6,6,62
05059020702,2284,1009,759,516,0,0,0,0,0,2032,48,10,14,13,167
05055480100,1287,447,542,298,0,0,0,0,0,1199,11,1,1,4,71
05055480200,2164,729,938,496,1,0,0,0,0,1978,27,6,9,10,134
05055480300,1724,556,724,443,1,0,0,0,0,1608,13,3,7,1,92
05055480401,1973,645,821,506,1,0,0,0,0,1837,25,13,9,2,87
05055480402,1102,386,386,327,3,0,0,0,0,975,24,7,3,8,85
05055480501,1253,504,461,287,1,0,0,0,0,1113,30,15,7,2,86
05055480502,942,467,255,220,0,0,0,0,0,806,50,14,2,4,66
05055480601,1476,454,690,331,1,0,0,0,0,1369,10,2,5,4,86
05055480602,2345,821,1032,488,3,0,1,0,0,2153,37,7,14,19,115
05055480700,569,304,141,123,1,0,0,0,0,496,24,5,2,5,37
05055480801,3106,1042,1283,778,3,0,0,0,0,2852,40,20,7,17,170
05055480802,2461,820,977,663,1,0,0,0,0,2254,46,8,21,10,122
