GEOID20,total_reg,party_rep,party_dem,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
19153011113,1393,358,580,437,15,3,0,0,1082,57,22,44,27,161
19153011114,2411,546,1093,736,25,11,0,0,1845,132,47,56,78,253
19153011201,3735,964,1858,885,25,3,0,0,2997,115,26,84,102,411
19153011203,3093,1233,1127,718,12,3,0,0,2473,53,2,160,72,333
19153011205,1550,415,666,447,21,1,0,0,1080,122,27,81,58,182
19153011206,2742,955,1141,627,18,1,0,0,2199,79,10,54,92,308
19153011301,2558,921,655,957,21,4,0,0,2067,51,2,37,36,365
19153011302,2088,761,574,734,18,1,0,0,1679,66,4,37,35,267
19153011303,5420,1662,1732,1965,52,9,0,0,4350,154,20,85,128,683
19153011304,3594,1420,1177,981,15,1,0,0,2839,73,7,138,116,421
19153011305,1201,314,481,393,12,1,0,0,884,49,13,43,48,164
19153011405,2111,834,582,669,25,1,0,0,1657,41,1,88,50,274
19153011406,4616,1571,1658,1342,38,7,0,0,3622,130,87,101,130,546
19153011500,5544,2196,1418,1874,47,9,0,0,4770,62,6,36,68,602
19153011600,32,6,14,9,3,0,0,0,25,2,0,0,1,4
19153011702,2578,785,1057,717,19,0,0,0,2059,58,16,47,95,303
19153011703,4380,1508,1596,1248,23,5,0,0,3400,97,11,242,134,496
19153011704,2017,775,708,515,17,2,0,0,1613,47,2,78,51,226
19051080100,2635,1176,779,669,8,3,0,0,2345,27,0,13,6,244
19051080200,2232,944,654,619,11,4,0,0,2027,39,1,10,14,141
19055950100,2419,970,433,1004,10,2,0,0,1944,21,0,7,11,436
19055950200,2061,867,411,775,7,1,0,0,1720,15,0,15,6,305
19055950300,3446,1310,883,1231,16,6,0,0,2934,46,5,27,5,429
19055950400,3840,1573,842,1410,11,4,0,0,3224,19,4,22,17,554
19001960100,1834,748,387,688,10,1,0,0,1630,29,0,13,5,157
19001960200,1170,546,220,396,6,2,0,0,1024,11,0,7,14,114
19001960300,2147,924,414,800,6,3,0,0,1928,25,0,7,15,172
19029190100,1759,862,320,570,2,5,0,0,1567,11,0,12,1,168
19029190200,1586,911,246,419,9,1,0,0,1428,16,2,3,9,128
19029190300,1059,584,152,315,6,2,0,0,929,11,1,5,4,109
19029190400,2832,1449,557,809,15,2,0,0,2519,31,0,20,9,253
19029190500,1885,881,347,640,12,5,0,0,1670,24,1,6,8,176
19009070100,1358,674,305,371,7,1,0,0,1213,3,0,9,7,126
19009070200,1556,746,368,438,4,0,0,0,1343,25,0,6,8,174
19009070300,1172,547,310,311,2,2,0,0,1043,8,0,5,5,111
19045000100,1530,267,605,643,10,5,0,0,1251,43,63,7,14,152
19045000200,1062,229,379,450,4,0,0,0,886,50,15,6,4,101
19045000300,2739,547,1073,1100,10,9,0,0,2290,93,42,17,23,274
19045000400,2514,740,861,894,15,4,0,0,2146,46,20,23,27,252
19045000500,3188,859,1193,1109,21,6,0,0,2652,78,33,45,31,349
19045000600,2354,611,835,894,11,3,0,0,1977,44,11,25,22,275
19045000700,2449,670,856,909,11,3,0,0,2119,48,8,26,20,228
19045000800,3676,1073,1191,1385,18,9,0,0,3234,55,8,12,27,340
19045000900,4714,1676,1325,1686,14,13,0,0,4120,65,13,20,28,468
19045001000,2681,1015,631,1009,18,8,0,0,2259,24,2,13,28,355
19045001100,1621,509,376,724,9,3,0,0,1410,18,2,4,7,180
19045001200,2881,1117,690,1067,6,1,0,0,2513,27,1,24,9,307
19123950100,2113,1140,337,622,13,1,0,0,1877,15,2,14,11,194
19123950200,2336,1436,273,612,14,1,0,0,2073,19,0,5,11,228
19123950300,2366,1356,352,644,12,2,0,0,2085,24,0,9,24,224
19123950400,1997,908,493,571,20,5,0,0,1735,48,5,14,20,175
19123950500,2066,982,464,606,12,2,0,0,1791,26,6,35,8,200
19123950600,1700,630,413,636,20,1,0,0,1404,65,32,29,19,151
19123950700,1579,652,332,575,19,1,0,0,1350,44,1,10,13,161
19101090100,1928,889,496,530,8,5,0,0,1608,29,3,20,28,240
19101090200,2152,910,610,623,8,1,0,0,1881,28,4,17,12,210
19101090301,1446,285,767,381,8,5,0,0,1182,45,5,38,22,154
19101090302,1833,603,687,520,17,6,0,0,1534,41,14,46,21,177
19101090400,3342,794,1793,719,22,14,0,0,2670,93,19,85,60,415
19053960100,1380,662,284,426,4,4,0,0,1303,11,0,6,5,55
19053960200,2073,776,687,593,14,3,0,0,1807,61,20,13,9,163
19053960300,1305,571,320,408,6,0,0,0,1202,18,0,5,7,73
19137960100,1483,902,202,372,5,2,0,0,1323,11,0,17,4,128
19137960200,1695,883,348,452,12,0,0,0,1509,29,0,13,6,138
19137960300,1849,824,374,632,14,5,0,0,1609,61,2,16,4,157
19137960400,1883,1057,280,537,7,2,0,0,1665,22,2,12,12,170
19155021200,2293,720,701,828,28,16,0,0,1882,108,7,17,34,245
19155021400,2594,1249,656,666,21,2,0,0,2226,34,1,13,13,307
19155021501,1659,851,343,454,7,4,0,0,1476,15,0,3,6,159
19155021502,1977,815,457,695,5,5,0,0,1749,31,1,15,4,177
19155021602,2048,1170,297,569,10,2,0,0,1819,23,0,5,16,185
19155021603,2037,1113,405,496,17,6,0,0,1766,37,0,12,8,214
19155021701,1499,753,245,494,6,1,0,0,1304,33,1,6,6,149
19155021702,1477,770,261,434,10,2,0,0,1327,20,0,3,9,118
19155030100,3850,1376,1219,1207,41,7,0,0,3298,122,6,35,23,366
19155030200,2019,640,672,668,29,10,0,0,1658,103,4,19,26,209
19155030300,1993,654,646,660,17,16,0,0,1652,107,1,9,19,205
19155030401,2226,591,781,813,32,9,0,0,1828,141,9,25,21,202
19155030402,1538,451,535,532,12,8,0,0,1269,97,7,12,13,140
19155030501,1203,350,408,425,13,7,0,0,1003,68,4,10,12,106
19155030502,1317,423,406,469,14,5,0,0,1034,131,5,5,11,131
19155030601,1222,357,433,407,20,5,0,0,1023,91,2,6,9,91
19155030602,1318,347,468,478,20,5,0,0,1009,159,2,5,17,126
19155030700,1191,275,402,488,18,8,0,0,936,130,9,1,13,102
19155030800,1941,590,639,691,14,7,0,0,1586,162,12,24,10,147
19155030900,738,194,280,250,11,3,0,0,597,48,3,6,10,74
19155031000,1350,398,487,444,16,5,0,0,1112,64,3,7,33,131
19155031100,1644,572,472,573,23,4,0,0,1375,62,10,3,13,181
19155031200,2222,910,656,632,16,8,0,0,1923,65,2,17,13,202
19155031300,1662,488,597,548,19,10,0,0,1274,214,3,12,18,141
19155031400,1981,660,610,677,28,6,0,0,1621,127,8,26,21,178
19155031601,3861,1777,1012,1047,18,7,0,0,3331,75,0,15,28,412
19155031602,2025,944,529,535,13,4,0,0,1755,37,0,8,9,216
19155031700,3238,1299,896,1004,26,13,0,0,2605,127,77,25,34,370
19155031800,2370,1057,654,628,26,5,0,0,2044,64,2,8,35,217
19155031900,2909,1343,761,784,18,3,0,0,2493,69,2,22,10,313
19115450100,1948,744,475,725,2,2,0,0,1655,94,3,14,5,177
19115450200,2343,838,698,791,14,2,0,0,1605,465,7,43,10,213
19115450300,2579,1131,560,872,13,3,0,0,2173,111,15,9,6,265
19011960100,2185,746,568,849,18,4,0,0,1869,25,0,9,12,270
19011960200,2201,941,410,842,7,1,0,0,1915,23,0,11,8,244
19011960300,3315,1159,854,1263,28,11,0,0,2893,46,5,9,12,350
19011960400,2282,806,613,847,10,6,0,0,1949,29,7,16,10,271
19011960500,4001,1370,1001,1595,32,3,0,0,3442,38,0,25,40,456
19011960600,1813,672,385,748,7,1,0,0,1500,22,0,31,12,248
19011960700,1687,547,429,702,7,2,0,0,1412,17,2,15,9,232
19179960100,1945,694,499,732,16,4,0,0,1703,23,5,15,6,193
19179960200,1231,270,493,458,9,1,0,0,950,137,21,14,7,102
19179960300,2785,880,1039,842,18,6,0,0,2353,107,11,34,31,249
19179960400,2098,650,775,655,15,3,0,0,1661,185,18,19,25,190
19179960500,978,220,409,338,7,4,0,0,711,142,29,9,9,78
19179960600,1670,406,718,536,4,6,0,0,1339,148,6,25,15,137
19179960700,2346,915,703,710,17,1,0,0,2090,37,0,18,9,192
19179960800,2229,708,891,622,6,2,0,0,1858,135,6,35,14,181
19179960900,1501,351,615,521,9,5,0,0,1186,168,5,12,6,124
19179961000,1708,468,671,564,2,3,0,0,1434,116,5,14,14,125
19179961100,1922,598,595,715,8,6,0,0,1716,35,0,6,8,157
19133960100,1515,643,404,460,7,1,0,0,1317,15,1,2,6,174
19133960200,1362,586,325,443,6,2,0,0,1189,25,0,4,10,134
19133960300,1878,741,505,611,16,5,0,0,1698,20,1,13,17,129
19133960400,1113,494,298,314,5,2,0,0,990,6,0,2,4,111
19159950100,1155,705,205,239,6,0,0,0,1016,9,0,5,12,113
19159950200,1958,1229,371,351,3,4,0,0,1755,12,0,7,30,154
