GEOID20,total_reg,party_rep,party_dem,party_npp,party_lib,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
40143007634,2440,1377,639,406,18,0,0,2002,86,37,41,38,236
40143007636,2703,1859,467,360,17,0,0,2239,89,15,64,55,241
40143007638,3140,2091,614,417,18,0,0,2595,74,17,128,71,255
40143007639,3304,1755,881,629,39,0,0,2755,123,70,69,64,223
40143007641,1232,405,470,340,17,0,0,764,92,196,49,14,117
40143007642,768,292,294,169,13,0,0,502,63,86,29,16,72
40143007643,457,160,218,76,3,0,0,280,25,103,9,2,38
40143007644,1516,468,685,351,12,0,0,897,109,350,21,28,111
40143007645,1827,860,575,377,15,0,0,1324,93,65,109,60,176
40143007646,1443,603,555,275,10,0,0,1008,86,140,60,31,118
40143007647,1708,840,525,320,23,0,0,1420,84,31,33,41,99
40143007648,1290,560,464,256,10,0,0,990,68,87,19,38,88
40143007649,1541,896,415,220,10,0,0,1287,42,12,29,34,137
40143007650,1110,474,419,197,20,0,0,832,78,71,24,8,97
40143007651,1717,1167,334,205,11,0,0,1484,48,5,15,20,145
40143007652,2269,1519,407,329,14,0,0,1891,53,8,85,51,181
40143007653,1497,1082,225,186,4,0,0,1266,24,1,49,31,126
40143007654,2556,1844,377,323,12,0,0,2157,35,6,80,49,229
40143007655,2311,1443,435,410,23,0,0,1899,139,6,44,26,197
40143007656,1670,1111,278,267,14,0,0,1408,54,5,31,37,135
40143007703,1900,1314,342,234,10,0,0,1666,53,21,12,14,134
40143007704,1985,1047,502,423,13,0,0,1612,73,26,84,27,163
40143007705,1356,800,318,229,9,0,0,1157,41,24,9,13,112
40143007706,1765,1040,407,306,12,0,0,1520,55,19,23,21,127
40143007707,1612,912,405,285,10,0,0,1398,64,11,12,13,114
40143007801,1339,754,312,263,10,0,0,1158,57,13,11,10,90
40143007803,2560,1629,510,398,23,0,0,2165,95,10,34,43,213
40143007804,1769,1175,356,220,18,0,0,1559,51,32,8,11,108
40143007900,3154,285,2350,508,11,0,0,1890,79,983,24,26,152
40143008001,142,20,80,41,1,0,0,53,11,63,2,8,5
40143008002,855,57,698,96,4,0,0,112,25,701,1,2,14
40143008200,636,219,264,149,4,0,0,421,117,50,4,5,39
40143008300,515,178,244,90,3,0,0,395,43,47,9,3,18
40143008400,1837,721,762,332,22,0,0,1488,118,59,40,16,116
40143008501,1106,435,425,232,14,0,0,833,102,49,25,23,74
40143008502,2490,1087,937,442,24,0,0,1939,204,88,35,32,192
40143008600,1747,697,668,366,16,0,0,1330,78,116,22,88,113
40143008700,2011,986,734,280,11,0,0,1689,57,53,17,22,173
40143008800,653,259,254,136,4,0,0,549,35,22,3,3,41
40143008900,1067,383,444,229,11,0,0,745,154,83,18,7,60
40143009006,2101,716,911,454,20,0,0,1299,385,182,77,35,123
40143009008,804,207,342,244,11,0,0,506,86,117,13,6,76
40143009010,1329,453,578,291,7,0,0,779,206,175,68,21,80
40143009011,610,186,262,159,3,0,0,399,80,60,18,11,42
40143009012,637,191,294,150,2,0,0,331,197,49,14,7,39
40143009013,1114,480,404,220,10,0,0,822,120,72,20,11,69
40143009014,752,306,280,155,11,0,0,519,116,40,29,13,35
40143009015,1837,1082,456,287,12,0,0,1451,103,25,56,29,173
40143009016,2009,1294,386,324,5,0,0,1643,80,21,53,33,179
40143009017,771,302,286,177,6,0,0,461,99,36,85,20,70
40143009018,1317,812,280,219,6,0,0,1019,47,22,84,41,104
40143009019,1904,1058,490,336,20,0,0,1503,113,34,75,29,150
40143009020,1037,608,249,174,6,0,0,833,76,7,21,17,83
40143009021,1095,641,263,187,4,0,0,907,60,19,16,12,81
40143009101,514,104,310,96,4,0,0,204,36,239,5,2,28
40143009104,962,307,473,179,3,0,0,487,53,357,11,8,46
40143009200,1908,1030,578,283,17,0,0,1652,55,22,19,12,148
40143009300,1745,844,523,357,21,0,0,1533,48,4,8,13,139
40143009401,3283,1976,842,444,21,0,0,2977,61,14,13,21,197
40143009403,1935,1171,501,244,19,0,0,1746,56,3,18,11,101
40143009404,1404,917,300,174,13,0,0,1258,26,5,10,12,93
40143009500,2814,1720,623,437,34,0,0,2548,44,19,12,19,172
40143011300,756,260,325,162,9,0,0,505,82,115,3,5,46
40143011400,2637,114,2130,387,6,0,0,1022,64,1443,14,20,74
40039950800,1247,493,490,251,13,0,0,746,299,101,10,13,78
40039960401,1936,1148,561,213,14,0,0,1576,167,5,16,13,159
40039960402,1775,858,580,325,12,0,0,1348,229,14,26,26,132
40039960600,2416,1275,584,530,27,0,0,1914,188,26,29,30,229
40039960701,3701,2277,893,496,35,0,0,3095,203,10,35,41,317
40039960702,1314,907,251,147,9,0,0,1120,72,4,8,19,91
40039961000,1968,1319,448,192,9,0,0,1716,66,4,9,20,153
40101000100,3751,1351,1779,598,23,0,0,2761,111,602,42,18,217
40101000200,520,97,328,89,6,0,0,230,12,252,4,4,18
40101000300,1246,240,745,251,10,0,0,574,45,547,14,4,62
40101000400,729,162,432,131,4,0,0,415,23,237,3,5,46
40101000600,1493,579,671,233,10,0,0,1159,47,153,9,17,108
40101000700,1551,469,655,409,18,0,0,1217,131,64,18,8,113
40101000801,4688,2194,1880,580,34,0,0,3948,107,257,34,32,310
40101000802,1343,611,567,156,9,0,0,1161,35,30,22,12,83
40101000901,1820,910,688,213,9,0,0,1599,41,20,35,10,115
40101000902,1846,631,812,383,20,0,0,1542,112,22,9,17,144
40101001000,583,219,277,84,3,0,0,399,14,134,7,9,20
40101001100,1292,607,523,157,5,0,0,1031,19,153,11,8,70
40101001200,893,400,393,96,4,0,0,709,18,97,6,5,58
40101001301,1397,636,600,153,8,0,0,1229,29,35,5,13,86
40101001302,856,404,338,109,5,0,0,768,22,8,8,3,47
40101001401,2523,1291,898,320,14,0,0,2249,70,26,11,13,154
40101001402,1785,913,670,195,7,0,0,1593,27,7,7,11,140
40101001501,1820,775,857,175,13,0,0,1612,17,16,10,8,157
40101001502,986,460,392,121,13,0,0,876,15,4,9,7,75
40101001600,2453,1272,853,322,6,0,0,2135,40,113,16,15,134
40087400103,3221,2131,676,391,23,0,0,2856,120,3,8,11,223
40087400104,5540,3662,1122,719,37,0,0,4984,164,18,24,33,317
40087400105,3247,2115,614,491,27,0,0,2836,137,11,13,26,224
40087400106,2765,1809,523,409,24,0,0,2429,93,6,17,35,185
40087400201,2147,1320,528,284,15,0,0,1897,67,1,8,16,158
40087400203,2472,1605,531,325,11,0,0,2156,104,5,11,17,179
40087400204,3201,2058,764,356,23,0,0,2803,118,9,22,16,233
40087400300,2771,1448,874,433,16,0,0,2413,189,23,5,13,128
40087400400,762,487,184,87,4,0,0,693,11,3,3,5,47
40095094698,1709,887,553,257,12,0,0,1513,84,6,7,7,92
40095094700,1936,810,815,304,7,0,0,1463,324,27,19,8,95
40095094803,1338,803,345,186,4,0,0,1193,28,4,6,10,97
40095094804,573,319,168,86,0,0,0,501,15,4,1,6,46
40095094805,1407,717,468,215,7,0,0,1273,28,5,8,13,80
40095094806,1086,663,259,158,6,0,0,975,22,1,9,9,70
40033871100,2195,1208,752,225,10,0,0,1860,74,7,18,20,216
40033871200,981,551,344,81,5,0,0,826,49,24,7,7,68
40041375601,1809,1106,445,249,9,0,0,1603,29,0,10,10,157
40041375602,1668,1018,396,240,14,0,0,1497,28,3,6,10,124
40041375701,2677,1766,546,352,13,0,0,2380,51,2,23,21,200
40041375702,2284,1386,538,346,14,0,0,2035,69,3,7,17,153
40041375803,1593,988,381,214,10,0,0,1449,15,5,5,11,108
40041375804,615,427,119,67,2,0,0,561,4,1,4,1,44
40041375805,1337,766,362,203,6,0,0,1193,23,2,6,19,94
40041375806,747,446,180,114,7,0,0,676,9,0,6,7,49
40041375901,1732,998,513,215,6,0,0,1560,24,2,25,10,111
40041375902,408,247,120,38,3,0,0,373,5,1,8,5,16
40041376000,2596,1301,960,315,20,0,0,2279,67,7,49,14,180
40041376100,2204,1118,783,294,9,0,0,1925,38,5,30,26,180
40041976200,2537,1415,803,310,9,0,0,2249,52,5,37,9,185
40105172100,993,522,303,162,6,0,0,911,7,1,2,1,71
40105172200,780,446,248,79,7,0,0,733,4,1,3,4,35
40105172300,164,109,32,23,0,0,0,135,5,4,3,0,17
40105172400,2907,1650,871,369,17,0,0,2610,49,64,15,13,156
40099790600,635,310,252,70,3,0,0,571,16,2,4,2,40
40099790701,2042,962,862,206,12,0,0,1838,45,25,20,12,102
40099790702,810,406,294,105,5,0,0,726,19,8,5,3,49
40099790801,2146,856,998,272,20,0,0,1886,93,16,8,11,132
40099790802,1627,794,634,188,11,0,0,1450,49,5,13,5,105
40051000100,384,151,123,106,4,0,0,336,13,3,2,7,23
40051000400,1388,664,457,256,11,0,0,1174,56,34,4,12,108
40051000501,1564,825,502,224,13,0,0,1387,41,23,14,14,85
40051000502,1878,1039,525,297,17,0,0,1633,77,23,14,12,119
40051000600,2034,1212,560,257,5,0,0,1811,62,5,15,6,135
40051000701,1703,974,478,243,8,0,0,1564,33,3,14,7,82
40051000702,1688,989,462,230,7,0,0,1499,44,4,6,3,132
40051000801,1229,841,196,187,5,0,0,1078,26,4,9,12,100
40051000802,2286,1462,527,287,10,0,0,2066,42,3,10,17,148
40051000901,1785,1116,482,175,12,0,0,1604,42,9,9,5,116
40051000902,4444,3118,686,605,35,0,0,3958,126,4,26,23,307
40051000904,1970,1378,360,218,14,0,0,1752,59,3,10,9,137
40051000905,2598,1851,445,279,23,0,0,2363,56,0,11,12,156
40051000906,1170,779,185,195,11,0,0,1045,34,3,9,0,79
40051001000,2756,1293,926,513,24,0,0,2194,113,247,22,34,146
40129960000,2021,1264,592,159,6,0,0,1763,53,13,9,19,164
40023966900,1654,777,691,184,2,0,0,1460,29,40,14,4,107
40023967000,1507,786,545,172,4,0,0,1347,34,43,9,9,65
40023967100,2022,801,903,304,14,0,0,1617,51,208,16,18,112
40023967200,930,263,499,167,1,0,0,593,23,253,10,4,47
40023967300,1762,810,766,177,9,0,0,1575,39,26,8,9,105
40063484600,1436,565,589,269,13,0,0,1223,23,33,8,21,128
40063484700,1189,551,517,118,3,0,0,1094,18,0,4,10,63
40063484800,940,325,481,130,4,0,0,808,20,30,0,15,67
40063484900,1408,587,645,173,3,0,0,1212,62,17,9,13,95
40063485000,1402,652,572,169,9,0,0,1275,28,1,5,11,82
40067371600,737,348,308,80,1,0,0,667,16,5,2,2,45
40067371700,739,308,321,106,4,0,0,619,72,5,1,2,40
40067371800,1546,870,442,224,10,0,0,1382,84,11,9,5,55
40021977600,2159,947,906,288,18,0,0,1921,36,5,19,30,148
40021977701,1407,702,535,154,16,0,0,1276,24,11,2,17,77
40021977702,1928,725,923,268,12,0,0,1729,52,5,17,20,105
40021977801,1128,399,549,174,6,0,0,975,45,2,8,20,78
40021977802,1757,643,834,269,11,0,0,1488,76,10,15,38,130
40021977901,1514,512,723,265,14,0,0,1306,55,9,17,27,100
40021977902,1421,402,679,311,29,0,0,1181,53,22,12,30,123
40021978000,2583,928,1190,437,28,0,0,2196,111,22,16,35,203
40021978100,2843,970,1405,441,27,0,0,2413,103,7,25,50,245
40021978201,1305,508,622,168,7,0,0,1173,28,2,7,12,83
40021978202,1733,749,693,278,13,0,0,1536,25,6,13,16,137
40021978301,1743,646,797,292,8,0,0,1549,51,5,4,31,103
40021978302,1441,540,722,165,14,0,0,1280,27,11,8,21,94
40027200100,145,39,62,38,6,0,0,120,7,2,1,1,14
40027200200,861,240,410,205,6,0,0,713,53,24,8,6,57
40027200300,1577,477,704,374,22,0,0,1265,138,26,12,24,112
40027200400,1051,292,495,250,14,0,0,868,71,11,11,12,78
40027200500,2276,544,1193,517,22,0,0,1848,110,17,53,30,218
40027200602,1831,490,911,403,27,0,0,1536,64,22,29,28,152
40027200603,1194,331,518,322,23,0,0,919,81,76,29,10,79
40027200604,1427,384,645,374,24,0,0,1138,84,47,18,24,116
40027200700,29,13,11,5,0,0,0,25,0,1,0,0,3
40027200800,4593,1744,1826,957,66,0,0,3765,179,127,91,71,360
40027200900,2812,963,1263,559,27,0,0,2358,138,26,41,55,194
40027201000,3393,1044,1607,704,38,0,0,2827,150,57,63,46,250
40027201102,1512,487,773,242,10,0,0,1253,47,15,24,29,144
40027201103,2109,713,960,420,16,0,0,1792,93,10,38,22,154
40027201104,1316,618,475,214,9,0,0,1122,20,36,15,27,96
40027201201,496,114,242,133,7,0,0,390,23,12,9,8,54
40027201202,335,128,138,69,0,0,0,262,29,3,6,7,28
40027201204,967,237,420,289,21,0,0,736,77,31,22,11,90
40027201205,1976,776,739,441,20,0,0,1551,116,38,42,29,200
40027201302,1492,391,643,428,30,0,0,1081,110,67,48,54,132
40027201303,1778,518,783,450,27,0,0,1417,99,58,31,29,144
40027201403,3874,1674,1424,731,45,0,0,3231,167,46,47,61,322
40027201404,2169,963,744,436,26,0,0,1819,101,27,24,41,157
40027201405,3982,1682,1466,804,30,0,0,3284,171,77,98,90,262
40027201505,3988,1945,1370,649,24,0,0,3405,126,24,99,91,243
40027201508,1618,659,657,295,7,0,0,1337,75,22,21,36,127
40027201509,2992,1445,975,552,20,0,0,2438,135,39,73,53,254
40027201511,1737,777,610,338,12,0,0,1363,50,23,72,62,167
40027201512,2345,1030,921,376,18,0,0,1930,75,36,59,83,162
40027201513,1847,1052,526,260,9,0,0,1553,49,6,83,38,118
40027201514,3418,1690,1142,568,18,0,0,2755,123,26,161,91,262
40027201602,1242,613,335,277,17,0,0,1004,107,4,10,15,102
40027201603,1399,642,395,340,22,0,0,1146,112,22,16,15,88
40027201604,1643,789,488,343,23,0,0,1281,151,32,24,15,140
40027201607,4097,2423,1030,598,46,0,0,3286,220,51,234,48,258
40027201609,3026,1778,771,459,18,0,0,2313,98,33,334,52,196
40027201610,2693,1657,621,397,18,0,0,2071,120,42,228,35,197
40027201611,1257,702,327,220,8,0,0,1034,73,13,41,12,84
40027201612,2828,1505,839,466,18,0,0,2330,177,33,71,36,181
40027201700,3113,1990,651,457,15,0,0,2550,189,28,125,30,191
40027201801,2907,1788,738,367,14,0,0,2187,142,21,324,47,186
40027201802,2254,1342,599,296,17,0,0,1884,104,16,76,31,143
40027201902,2245,1103,739,386,17,0,0,1717,220,36,94,28,150
40027201903,1396,613,511,259,13,0,0,942,172,54,125,28,75
40027201904,2601,1264,845,478,14,0,0,1817,236,87,231,44,186
40027202002,2127,1126,595,389,17,0,0,1745,150,24,35,16,157
40027202004,1789,934,509,320,26,0,0,1475,116,24,27,13,134
40027202005,2846,1346,839,625,36,0,0,2193,262,79,81,38,193
40027202006,1479,674,480,311,14,0,0,1094,156,70,33,18,108
40027202007,1995,1009,543,417,26,0,0,1556,168,71,52,18,130
40027202008,2574,1400,714,439,21,0,0,2125,138,63,68,28,152
40027202102,1706,844,503,338,21,0,0,1419,102,29,25,17,114
40027202104,1198,598,359,228,13,0,0,993,72,9,25,7,92
40027202105,2153,1085,616,433,19,0,0,1755,155,31,27,37,148
40027202106,3336,1796,928,579,33,0,0,2718,218,64,75,38,223
40027202107,1682,915,484,270,13,0,0,1376,94,38,43,22,109
40027202201,2696,1555,712,406,23,0,0,2240,122,80,62,23,169
40027202203,2567,1318,721,502,26,0,0,2086,135,82,43,31,190
40027202205,3998,2047,1148,755,48,0,0,3180,262,93,139,55,269
40027202207,334,219,59,55,1,0,0,280,13,3,17,1,20
40027202208,1395,695,425,262,13,0,0,1114,97,18,47,14,105
40027202301,4076,2572,824,652,28,0,0,3520,177,17,67,33,262
40027202302,3690,2282,698,678,32,0,0,3224,126,15,14,31,280
40027202403,3918,2089,1188,607,34,0,0,3447,100,11,25,42,293
40027202404,2750,1659,635,437,19,0,0,2427,97,7,12,16,191
40027202405,1999,1156,447,385,11,0,0,1763,61,5,6,6,158
40027202406,1773,988,470,303,12,0,0,1531,52,8,12,25,145
40027202407,1651,912,402,314,23,0,0,1444,54,3,9,6,135
40027202501,2231,1171,629,411,20,0,0,1988,55,5,14,15,154
40027202502,1333,717,382,221,13,0,0,1188,39,3,8,18,77
40027202600,1178,612,340,214,12,0,0,990,76,3,6,12,91
40061279100,1056,421,549,81,5,0,0,963,21,12,7,6,47
40061279200,2353,1072,1082,189,10,0,0,2159,42,2,15,5,130
40061279300,1279,621,534,120,4,0,0,1135,27,20,10,3,84
40061279400,1623,838,657,122,6,0,0,1499,9,2,15,3,95
40149964900,1813,1115,458,233,7,0,0,1562,84,3,4,16,144
40149965000,1115,577,409,123,6,0,0,942,57,1,5,7,103
40149965100,1880,972,633,263,12,0,0,1688,55,4,8,11,114
40149965400,618,397,150,66,5,0,0,555,18,1,2,3,39
40079040102,2438,1210,737,471,20,0,0,2131,53,57,18,7,172
40079040198,759,356,248,151,4,0,0,680,19,0,3,4,53
40079040299,1988,923,768,291,6,0,0,1793,29,41,10,13,102
40079040301,3222,1661,1076,468,17,0,0,2875,106,20,26,13,182
40079040302,1917,1060,619,234,4,0,0,1715,41,7,17,8,129
40079040303,1697,838,595,257,7,0,0,1339,38,161,14,15,130
40079040401,2840,1372,1028,423,17,0,0,2486,94,14,38,11,197
40079040402,1534,640,620,265,9,0,0,1350,74,15,3,8,84
40079040500,3084,1632,1096,338,18,0,0,2795,85,6,25,13,160
40079040601,1630,819,592,209,10,0,0,1432,88,6,9,7,88
40079040602,2083,1103,727,243,10,0,0,1857,59,6,12,16,133
40079040700,1955,965,738,245,7,0,0,1762,34,16,13,9,121
40043959100,942,683,171,86,2,0,0,807,19,5,6,16,89
40043959200,806,577,160,67,2,0,0,737,21,2,2,3,41
40043959300,853,581,218,54,0,0,0,756,16,4,8,0,69
40013795600,1189,569,470,146,4,0,0,1072,23,8,6,5,75
40013795700,1895,907,771,212,5,0,0,1710,35,26,8,11,105
40013795900,633,307,238,88,0,0,0,582,8,4,3,1,35
40013796002,2446,1268,839,323,16,0,0,2177,83,11,8,13,154
40013796003,2229,1210,747,260,12,0,0,2056,43,1,14,6,109
40013796004,1009,517,337,151,4,0,0,911,20,1,4,9,64
40013796101,2529,1328,876,303,22,0,0,2249,70,8,27,14,161
40013796102,2218,1208,714,284,12,0,0,1916,72,15,28,22,165
40013796200,1966,855,723,371,17,0,0,1693,62,22,12,23,154
40013796300,659,279,242,133,5,0,0,578,24,4,3,6,44
40013796400,629,224,241,161,3,0,0,543,32,6,4,3,41
40013796500,1020,493,361,164,2,0,0,911,33,2,4,8,62
40013796600,2662,1313,915,418,16,0,0,2377,66,36,11,10,162
40091779601,431,224,151,54,2,0,0,377,5,20,1,2,26
40091779602,704,297,323,79,5,0,0,627,16,12,5,2,42
40091779700,3600,1255,1917,409,19,0,0,3136,53,131,25,27,228
40091779900,860,361,413,83,3,0,0,773,15,13,6,10,43
40091780100,702,275,352,72,3,0,0,432,13,198,3,4,52
40091780200,3203,1279,1523,393,8,0,0,2567,41,304,14,25,252
40091780301,897,414,391,89,3,0,0,737,12,78,4,6,60
40091780302,650,323,233,91,3,0,0,520,15,60,0,2,53
40037020101,925,538,247,132,8,0,0,795,45,14,6,4,61
40037020102,215,112,67,33,3,0,0,191,8,2,2,3,9
40037020103,1328,850,297,172,9,0,0,1176,52,3,5,13,79
40037020602,2244,1244,591,388,21,0,0,1972,74,27,17,8,146
40037020603,1586,935,399,235,17,0,0,1386,65,9,4,20,102
40037020604,1630,1019,362,240,9,0,0,1418,48,14,12,11,127
40037020702,1772,1163,357,241,11,0,0,1624,25,4,11,13,95
40037020704,755,443,217,93,2,0,0,691,13,4,7,0,40
40037020705,1326,863,267,184,12,0,0,1191,23,2,7,6,97
40037020706,3024,1976,593,434,21,0,0,2701,49,10,22,30,212
40037020707,1126,706,241,172,7,0,0,1017,28,4,4,7,66
40037020800,1478,886,355,229,8,0,0,1330,24,8,8,6,102
40037020900,1515,920,412,175,8,0,0,1339,40,26,13,11,86
40037021000,2363,1308,709,332,14,0,0,1999,54,120,17,16,157
40037021101,1708,1090,424,186,8,0,0,1550,24,33,14,6,81
40037021102,1784,1066,427,282,9,0,0,1580,31,21,8,13,131
40037021201,1037,691,235,107,4,0,0,945,25,2,5,7,53
40037021202,1980,1080,602,286,12,0,0,1655,41,140,6,18,120
40037021300,1037,519,316,191,11,0,0,900,43,17,2,3,72
40037021401,1524,1019,350,152,3,0,0,1337,31,1,9,28,118
40037021402,2055,1062,635,344,14,0,0,1807,54,24,13,25,132
40037021500,2815,1873,513,418,11,0,0,2478,94,6,14,26,197
40037021600,1282,753,325,182,22,0,0,1122,33,5,8,11,103
40089098200,1152,669,380,101,2,0,0,1050,10,12,2,4,74
40089098300,718,330,334,49,5,0,0,646,8,17,5,2,40
40089098400,2181,1168,833,172,8,0,0,1923,33,73,22,8,122
40089098501,1258,719,387,143,9,0,0,1108,34,17,5,3,91
40089098502,773,405,284,76,8,0,0,682,13,17,2,4,55
40089098600,3166,1414,1404,338,10,0,0,2692,91,118,30,13,222
40089098700,1506,541,803,156,6,0,0,913,48,467,14,4,60
40089098800,2821,1297,1248,269,7,0,0,2244,72,346,22,24,113
40089098900,1282,659,518,102,3,0,0,1127,19,67,6,1,62
40145030101,2318,1143,850,314,11,0,0,2079,46,32,13,21,127
40145030102,2059,921,866,257,15,0,0,1660,49,200,16,15,119
40145030201,1334,779,377,165,13,0,0,1204,26,1,10,9,84
40145030202,1349,698,479,165,7,0,0,1221,26,8,14,12,68
40145030300,912,547,284,78,3,0,0,811,22,16,7,3,53
40145030402,2643,1761,546,323,13,0,0,2326,66,6,27,31,187
40145030403,675,325,214,129,7,0,0,591,27,3,0,4,50
40145030406,2645,1524,695,409,17,0,0,2121,150,68,58,44,204
40145030407,1750,950,451,336,13,0,0,1365,137,67,34,31,116
40145030408,1211,659,323,220,9,0,0,968,70,22,49,15,87
40145030502,1460,882,370,195,13,0,0,1284,41,10,11,14,100
40145030505,2547,1615,542,368,22,0,0,2156,102,16,39,36,198
40145030506,811,509,172,124,6,0,0,718,32,0,3,6,52
40145030507,885,453,220,203,9,0,0,711,80,6,6,12,70
40145030508,1375,909,264,197,5,0,0,1210,47,8,7,23,80
40145030509,3018,1987,583,429,19,0,0,2608,96,18,25,26,245
40145030510,1599,1005,329,247,18,0,0,1404,59,0,23,11,102
40145030511,1530,1057,283,182,8,0,0,1347,50,2,18,15,98
40145030512,2467,1747,431,283,6,0,0,2192,63,6,27,28,151
40145030601,3038,2092,574,358,14,0,0,2711,69,29,21,24,184
40145030603,1870,1175,438,241,16,0,0,1615,68,25,15,14,133
40145030604,1177,649,336,185,7,0,0,1016,32,27,1,10,91
40145030605,651,417,138,88,8,0,0,563,20,4,4,17,43
40145030798,1789,999,599,182,9,0,0,1520,30,123,3,6,107
40145030800,1980,1343,404,222,11,0,0,1761,56,11,12,11,129
40115574100,2142,1009,742,384,7,0,0,1914,27,1,12,28,160
40115574200,1241,523,466,245,7,0,0,1071,88,0,7,7,68
40115574300,1272,522,460,282,8,0,0,1132,30,3,8,6,93
40115574400,1110,437,403,259,11,0,0,949,59,1,7,6,88
40115574500,887,357,297,224,9,0,0,781,26,3,7,10,60
40115574600,2293,1024,861,390,18,0,0,2018,46,8,37,19,165
40115574700,2833,1391,1045,384,13,0,0,2553,54,2,32,13,179
40115574800,2015,1048,637,322,8,0,0,1818,25,3,18,13,138
40115574900,1802,1042,460,285,15,0,0,1611,33,1,16,14,127
40035373100,1554,796,554,200,4,0,0,1384,15,11,13,6,125
40035373200,1490,796,564,125,5,0,0,1336,11,5,5,21,112
40035373300,1575,685,688,189,13,0,0,1388,35,32,7,12,101
40035373400,1690,712,765,201,12,0,0,1436,38,71,18,11,116
40035373500,1164,685,380,96,3,0,0,1055,11,1,16,8,73
40083600101,1205,677,366,150,12,0,0,979,33,84,8,7,94
40083600200,1124,540,344,231,9,0,0,905,47,85,5,15,67
40083600300,1944,1223,409,286,26,0,0,1654,67,55,22,15,131
40083600401,3158,2018,579,528,33,0,0,2710,150,21,13,21,243
40083600402,1648,1093,289,255,11,0,0,1407,67,25,11,6,132
40083600501,2091,1341,431,300,19,0,0,1831,46,29,10,24,151
40083600502,3117,2013,628,462,14,0,0,2682,128,21,18,25,243
40083600600,2321,958,900,444,19,0,0,1473,68,616,17,19,128
40083600700,2601,1858,480,236,27,0,0,2368,57,23,8,7,138
40083600801,2910,1909,559,427,15,0,0,2496,137,23,22,38,194
40083600802,2774,1975,416,371,12,0,0,2410,94,25,18,32,195
40083600903,1206,781,258,154,13,0,0,1075,44,4,6,8,69
40083601000,1178,514,431,221,12,0,0,794,52,245,5,10,72
