FULLCODE,total_reg,party_npp,party_dem,party_rep,party_lib,party_grn,party_ain,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
25023510503,2418,1067,1159,157,12,0,3,19,0,1052,349,650,53,43,271
25023510504,1507,649,747,90,6,2,0,13,0,466,322,489,49,24,157
25023510505,1943,851,962,91,10,3,2,24,0,636,399,617,44,56,191
25023510600,2224,1142,877,171,7,1,3,21,0,1323,257,282,76,59,227
25023510700,3798,1608,1940,187,11,2,2,45,0,1458,611,1175,72,59,423
25023510800,3037,1235,1653,111,13,3,1,21,0,633,702,1292,54,54,302
25023510900,1481,627,753,77,5,1,1,17,0,435,382,441,18,26,179
25023511000,1685,754,846,59,7,0,0,17,0,445,435,556,17,35,197
25023511100,3673,1795,1573,240,13,1,2,41,0,1786,558,803,74,61,391
25023511200,3066,1365,1463,189,19,3,2,25,0,1236,626,781,31,36,356
25023511301,3211,1425,1565,171,8,2,3,32,0,1037,688,1007,36,46,397
25023511302,2328,1108,1011,167,7,2,2,28,0,1126,390,510,28,27,247
25023511400,1761,712,939,73,6,1,4,26,0,427,495,593,17,17,212
25023511500,2256,914,1234,81,10,3,1,12,0,452,697,726,25,40,316
25023511601,2010,841,1036,105,7,3,3,14,0,486,477,753,26,21,247
25023511602,2271,1026,1029,166,10,1,2,36,0,1118,403,452,37,22,239
25023511701,3328,1598,1412,269,11,1,5,29,0,1804,465,582,86,58,333
25023511702,1779,894,688,163,8,0,1,22,0,1025,213,234,57,29,221
25023520100,4563,2995,1050,464,24,3,3,17,0,3752,168,40,65,88,450
25023520201,2760,1834,613,282,13,4,0,10,0,2334,97,7,43,69,210
25023520202,4373,2800,1048,502,9,4,0,8,0,3627,184,45,80,64,373
25023521101,3365,2232,689,391,20,4,1,23,0,2864,135,17,36,50,263
25023521102,2307,1501,502,268,10,2,3,19,0,1967,96,11,27,30,176
25023521201,1979,1266,469,209,12,1,2,19,0,1624,95,21,20,32,187
25023521202,2887,1927,622,292,13,0,0,30,0,2464,100,5,18,36,264
25023522101,3384,2238,629,476,15,3,2,18,0,2892,139,15,27,39,272
25023522102,4436,2943,751,685,19,0,4,30,0,3904,119,6,31,49,327
25023523100,2164,1432,409,292,9,0,0,18,0,1778,103,10,29,31,213
25023523201,2089,1345,432,281,13,2,0,13,0,1746,104,16,9,35,179
25023523203,3296,2237,558,453,17,2,0,26,0,2848,142,4,34,47,221
25023523204,2857,1801,590,424,12,0,1,26,0,2455,103,16,11,39,233
25023524101,2337,1530,451,326,6,2,3,18,0,1871,146,25,22,49,224
25023524102,3095,2039,553,453,13,0,4,28,0,2586,141,13,24,53,278
25023525101,5042,3188,1165,598,28,5,8,43,0,4004,322,73,64,88,491
25023525104,5343,3435,1191,627,24,2,10,49,0,4378,274,62,58,101,470
25023525204,2882,1826,596,409,18,1,1,30,0,2365,180,30,27,34,246
25023526100,5722,3854,993,782,29,5,1,52,0,4993,180,9,28,60,452
25023530100,2803,1706,659,396,11,1,1,26,0,2321,142,20,32,33,255
25023530200,2218,1406,548,218,11,0,2,30,0,1792,151,14,25,30,206
25023530300,2834,1802,673,303,19,3,2,27,0,2422,137,8,16,31,220
25023530400,4492,2942,916,561,16,1,3,48,0,3814,188,7,45,67,371
25023530500,3778,2343,916,457,15,1,7,32,0,3173,155,8,32,65,345
25023530600,5320,3426,1077,749,24,3,4,32,0,4560,182,6,47,86,439
25023530700,4626,2877,1037,643,13,1,2,49,0,3921,129,12,35,71,458
25023530801,4876,3021,1095,665,21,4,4,56,0,4212,139,7,37,74,407
25023530802,3599,2282,835,426,17,0,2,34,0,3120,103,12,21,50,293
25023530902,3357,2144,662,488,19,5,1,33,0,2902,83,2,22,51,297
25023530903,3949,2551,742,593,17,1,7,33,0,3352,139,13,31,65,349
25023530904,2260,1502,411,309,12,1,3,17,0,1937,84,6,11,34,188
25023540101,3033,2069,486,428,22,3,2,18,0,2516,165,7,24,38,283
25023540102,1989,1347,303,298,12,0,3,24,0,1615,118,2,14,27,213
25023540103,3607,2440,526,586,22,0,1,26,0,2790,276,1,43,65,432
25023541100,4432,2953,712,695,14,8,2,45,0,3461,445,4,20,51,451
25023542101,5454,3751,823,802,31,4,2,38,0,4568,276,5,31,86,488
25023542102,1896,1266,329,268,13,2,3,10,0,1594,109,3,8,31,151
25023542200,5364,3573,960,757,18,1,4,41,0,4522,246,14,22,50,510
25023542301,2299,1524,446,272,20,3,3,29,0,1902,126,11,17,33,210
25023542302,2545,1734,467,305,13,3,1,16,0,2093,118,10,30,36,258
25023543100,2253,1564,356,306,5,4,3,12,0,1990,63,3,8,19,170
25023544100,3978,2713,667,537,20,6,2,28,0,3425,152,0,14,47,340
25023544200,4498,3063,765,592,29,2,4,37,0,3859,202,9,21,42,365
25023545100,5394,3491,1176,645,19,9,3,44,0,4262,452,49,30,56,545
25023545200,4662,3007,1033,537,17,10,2,50,0,3669,379,50,43,46,475
25023545300,3186,2016,764,366,11,4,1,22,0,2506,213,70,27,25,345
25023545400,3762,2442,814,453,21,4,4,20,0,3075,228,20,22,55,362
25023560100,5362,3523,1109,671,12,6,4,32,0,4295,395,10,46,50,566
25023561100,4216,2601,948,608,25,1,5,26,0,3379,312,18,35,66,406
25023561400,4120,2657,945,448,16,2,2,44,0,3335,206,56,32,66,425
25023980200,76,42,27,6,1,0,0,0,0,59,6,0,0,1,10
25023980300,28,16,10,2,0,0,0,0,0,24,1,0,0,0,3
25023990003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25021400100,2908,1363,1404,123,3,1,0,8,0,1653,187,62,288,184,534
25021400201,1566,748,735,72,1,1,1,8,0,833,62,4,174,139,354
25021400202,1327,627,643,46,1,1,2,6,0,663,91,43,198,89,243
25021400300,2471,1073,1285,86,12,3,2,6,0,1382,124,15,317,150,483
25021400401,2311,979,1235,87,2,0,1,6,0,1308,84,14,220,164,521
25021400402,1216,543,619,44,3,2,2,3,0,674,58,5,121,94,264
25021400500,3224,1514,1570,111,5,3,1,17,0,1935,119,9,235,249,677
25021400600,3360,1624,1574,135,5,4,1,14,0,1867,151,23,325,250,744
25021400700,2377,1012,1274,78,3,4,0,6,0,1411,115,19,254,145,433
25021400800,3070,1313,1591,144,8,5,1,7,0,1685,187,21,344,262,571
25021400900,2173,939,1106,106,5,1,1,12,0,1212,146,89,245,154,327
25021401000,2000,886,1029,63,5,0,1,12,0,1299,135,71,160,91,244
25021401100,3090,1662,1170,238,4,1,2,12,0,1855,106,16,318,230,565
25021401201,2916,1546,1209,151,2,0,0,8,0,1564,119,17,367,251,598
25021401202,1091,624,367,95,2,0,1,2,0,661,46,18,75,88,203
25021402101,2733,1681,833,187,11,2,1,13,0,2002,186,28,82,126,309
25021402102,2913,1575,1077,219,10,4,3,21,0,1836,403,153,61,141,319
25021402200,1639,995,517,110,3,0,0,12,0,1205,145,44,32,68,145
25021402300,3390,2098,1010,251,11,2,2,14,0,2661,185,23,107,99,315
25021402400,4699,2631,1704,318,16,2,2,19,0,3513,317,124,117,135,493
25021402500,3012,1575,1088,324,6,1,3,13,0,2320,117,22,50,97,406
25021403100,5453,3011,1914,492,11,3,0,20,0,3805,177,4,355,205,907
25021403300,3292,1882,1054,335,7,1,4,6,0,2285,80,10,143,165,609
25021403400,5020,2822,1708,461,5,1,0,20,0,3357,146,35,283,241,958
25021403501,1727,952,604,152,7,1,2,9,0,1019,77,18,130,134,349
25021403502,2850,1671,920,231,9,3,2,11,0,1648,82,13,284,244,579
25021404100,2727,1625,858,236,7,1,0,0,0,1772,106,22,352,130,345
25021404201,2809,1618,742,437,8,2,0,0,0,2068,74,5,160,74,428
25021404202,2920,1555,993,362,5,2,0,2,0,2086,118,12,268,120,316
25021404301,3963,2330,1126,496,4,2,1,3,0,2771,81,3,366,178,564
25021404302,2525,1436,811,265,7,0,0,5,0,1681,93,5,251,149,346
25021404400,3193,1741,1008,432,6,1,0,3,0,2416,85,9,139,113,431
25021405100,4360,2717,896,725,10,2,1,8,0,3225,94,5,298,210,528
25021406101,4174,2886,834,422,9,0,2,19,0,3430,111,20,116,101,396
25021406102,4994,3430,941,592,6,2,4,18,0,4049,128,9,164,142,502
25021407101,3487,2127,856,472,7,4,1,17,0,2831,108,9,87,88,364
25021407102,2954,1859,701,360,9,1,3,20,0,2396,120,10,63,69,296
25021408102,3557,2308,785,422,9,3,1,22,0,2873,98,15,78,122,371
25021408103,2291,1472,450,350,8,1,0,5,0,1896,46,6,47,63,233
25021408104,3803,2474,837,452,12,2,0,21,0,3178,119,6,48,74,378
25021409101,3096,2011,573,495,11,0,1,2,0,2590,87,4,35,70,310
25021409102,4369,2735,916,696,13,2,0,1,0,3615,104,12,90,87,461
25021410100,4861,3184,1017,600,17,9,3,21,0,3965,156,30,97,133,480
25021410300,3535,2256,819,431,9,1,2,14,0,2678,145,25,85,159,443
25021410400,4593,2940,1043,568,16,2,5,16,0,3595,175,58,117,179,469
25021411101,2389,1574,542,256,5,0,0,10,0,1928,89,52,38,80,202
25021411102,3641,2312,871,425,9,2,1,14,0,3046,101,5,76,88,325
25021411200,5114,3388,1108,562,11,2,5,33,0,3929,168,27,280,209,501
25021411301,4317,2772,879,624,12,1,6,20,0,3582,102,7,103,124,399
25021411302,2675,1696,649,305,8,2,2,11,0,2105,105,14,81,101,269
25021412100,4895,2971,1338,552,8,1,4,17,0,3696,118,5,280,263,533
25021412200,2862,1724,696,434,2,1,0,4,0,2209,65,9,147,131,301
25021412300,3778,2358,961,433,6,2,0,15,0,2650,107,12,250,283,476
25021413100,4510,2718,1303,436,17,0,2,28,0,3428,247,53,131,197,454
25021413201,3330,1915,1095,280,10,1,0,25,0,2536,166,83,103,138,304
25021413202,1210,752,348,105,3,0,0,2,0,973,46,22,9,47,113
25021413300,3691,2199,1171,292,4,1,1,16,0,2957,167,66,56,112,333
25021413401,2531,1459,787,236,14,3,1,23,0,1974,153,44,41,73,246
25021413402,2774,1598,935,211,8,4,2,15,0,1894,234,116,90,115,325
25021413500,2722,1644,832,218,9,2,1,13,0,1733,210,110,144,173,352
25021414100,4039,2493,1238,286,7,4,1,7,0,2075,127,100,623,327,787
25021414200,5207,3196,1627,359,11,1,1,9,0,2656,132,63,639,466,1251
25021414300,3473,2062,1199,184,11,1,1,9,0,2032,130,39,269,256,747
25021415101,3442,2120,917,376,9,0,3,12,0,2538,143,34,217,125,385
25021415103,3204,1888,1005,259,16,0,1,30,0,2269,167,117,144,120,387
25021415104,2299,1355,706,217,2,0,4,14,0,1714,89,76,110,85,225
25021415201,2330,1336,724,243,9,1,1,16,0,1455,148,147,216,98,266
25021415202,2229,1237,786,181,11,0,4,9,0,1608,80,52,103,60,326
25021415300,3063,1851,807,375,7,1,0,18,0,2270,105,31,182,94,381
25021416101,4695,2665,1567,429,8,1,1,20,0,3727,135,49,288,110,386
25021416102,2103,1099,823,155,6,0,1,18,0,1481,90,108,131,64,229
25021416200,5284,2462,2536,233,14,3,4,31,0,2540,363,1663,234,127,357
25021416300,3739,1778,1713,221,5,4,2,15,0,2493,164,527,125,89,341
25021416400,4686,2607,1631,409,7,0,2,28,0,3898,99,27,258,86,318
25021417100,3735,2207,1247,231,12,3,1,31,0,2567,125,28,663,72,280
25021417201,2221,1338,710,148,6,1,2,14,0,1015,129,29,820,55,173
25021417202,2191,1309,717,135,6,2,2,18,0,1182,75,24,723,27,160
25021417300,2114,1155,704,215,14,1,2,18,0,1522,77,17,210,81,207
25021417400,2077,1162,724,170,4,1,0,16,0,1798,41,5,61,39,133
25021417501,2843,1658,968,183,9,4,2,18,0,1529,103,28,873,73,237
25021417502,2544,1551,774,194,9,1,3,11,0,1308,131,30,791,67,217
25021417601,2831,1639,934,221,10,2,2,23,0,1748,104,18,714,59,188
25021417602,3137,1771,1122,200,10,3,6,20,0,1966,129,30,711,58,243
25021417702,1956,1061,671,188,8,2,1,23,0,1504,80,23,123,48,178
25021417703,1921,986,734,160,15,2,0,22,0,1179,141,45,275,62,219
25021417704,2250,1242,842,137,8,2,2,15,0,1438,136,54,314,88,220
25021417801,4076,2198,1483,339,16,0,2,36,0,3362,162,33,133,80,306
25021417802,1666,981,545,121,6,0,3,10,0,848,122,45,453,79,119
25021417901,3962,2131,1458,310,16,2,6,36,0,2438,318,183,521,168,334
25021417902,2187,1269,730,157,6,2,0,22,0,1264,166,38,440,92,187
25021418002,3890,2144,1431,263,11,4,2,33,0,2531,233,88,572,101,365
25021418003,953,533,351,56,3,3,0,4,0,564,91,30,143,34,91
25021418004,2436,1444,805,151,7,2,1,22,0,1336,166,93,531,68,242
25021418101,3244,1804,1157,242,5,10,1,23,0,2101,158,55,477,117,336
25021418102,2174,1156,822,167,13,1,1,12,0,1334,176,121,282,66,195
25021418201,4140,2257,1462,367,10,3,2,31,0,2675,271,136,524,159,375
25021419100,4264,2609,1228,396,5,2,2,21,0,3178,181,39,463,104,299
25021419200,3636,2173,1062,371,8,0,2,17,0,2753,158,47,332,73,273
25021419300,2457,1421,829,190,7,0,1,8,0,1646,160,122,244,96,189
25021419400,2171,1230,701,211,11,3,3,10,0,1623,109,13,209,53,164
25021419500,2320,1400,649,242,10,0,1,14,0,1729,84,16,262,50,179
25021419601,881,502,270,95,4,0,1,7,0,609,48,25,87,31,81
25021419602,4210,2633,1141,398,8,2,2,22,0,3303,120,15,366,74,332
25021419700,3177,1977,882,292,9,1,2,12,0,2327,102,8,455,78,207
25021419800,3109,1880,898,303,5,0,1,20,0,2327,113,19,276,79,295
25021420101,2908,1442,1279,160,11,1,2,11,0,1039,359,857,395,57,201
25021420102,2583,1304,1103,149,9,0,2,15,0,1042,284,656,351,49,201
25021420201,2739,1260,1329,130,3,1,2,13,0,964,277,883,310,65,240
25021420202,4078,1817,2023,203,10,4,1,15,0,1355,462,1450,439,85,287
25021420301,4566,2169,2165,206,11,2,0,12,0,1682,476,1480,454,105,369
25021420302,5113,2180,2648,240,7,4,3,23,0,1561,556,2130,391,92,383
25021421100,3603,2082,1225,267,8,1,1,15,0,2462,318,285,73,76,389
25021421200,3981,2403,1152,382,11,2,4,24,0,2917,257,172,135,85,415
25021422100,3873,2389,1055,399,9,1,2,15,0,3260,141,14,100,65,293
25021422201,890,539,269,77,1,0,0,3,0,657,31,2,74,31,95
25021422202,5384,3364,1437,521,19,4,0,34,0,4405,212,36,150,124,457
25021422301,2425,1560,611,226,8,2,0,16,0,2003,63,15,101,45,198
25021422303,2507,1463,825,195,10,1,1,11,0,1760,176,125,106,73,267
25021422304,1586,1009,400,164,4,1,1,7,0,1352,52,4,34,22,122
25021422401,2222,1318,661,215,5,2,0,20,0,1674,135,49,102,53,209
25021422402,2648,1625,729,264,11,2,0,16,0,2151,128,21,90,47,211
25021422501,3078,1893,862,278,12,6,1,25,0,2400,176,98,67,81,256
25021422502,3291,1993,954,301,14,3,2,19,0,2547,199,67,132,85,261
25021422600,4983,3146,1324,463,8,2,1,38,0,4227,191,8,134,82,341
25021422700,2669,1684,748,218,4,1,1,12,0,2161,120,8,118,76,186
25021422800,2836,1808,696,299,12,0,1,18,0,2396,79,6,79,63,213
25021423101,2833,1759,630,416,8,1,1,16,0,2423,57,3,30,51,269
25021423102,3283,1970,708,581,10,0,1,10,0,2808,60,2,38,55,320
25021440101,4110,2681,818,563,10,1,6,25,0,3325,175,21,82,95,412
25021440102,2304,1551,404,318,10,1,2,15,0,1902,81,3,34,56,228
25021441202,2231,1415,404,377,11,2,1,17,0,1804,84,3,30,49,261
25021441203,2979,1932,553,440,18,1,6,26,0,2511,76,3,40,57,292
25021441204,3704,2407,686,550,21,1,2,36,0,3051,132,8,71,80,362
25021442101,3569,2295,807,416,21,5,1,24,0,2928,128,14,57,87,355
25021442103,5081,3294,1037,694,17,0,2,33,0,4035,149,6,220,110,561
25021442104,4499,2918,963,569,13,0,3,30,0,3617,138,11,118,122,493
25021442105,1212,798,248,153,2,0,2,8,0,972,43,1,22,26,148
25021442201,3161,1987,634,504,10,1,4,20,0,2599,97,9,69,73,314
25021442203,2760,1814,544,373,6,0,3,17,0,2202,118,6,69,76,289
25021442204,2942,1821,751,325,14,6,1,18,0,2380,132,8,71,68,283
25021443103,2949,1902,607,387,16,3,1,28,0,2432,136,7,31,68,275
25021443104,3326,2150,681,445,12,0,1,32,0,2646,146,10,84,98,342
25021443105,1436,979,279,162,4,1,0,10,0,1169,63,5,38,38,123
25021443106,3806,2464,788,492,26,2,0,30,0,3080,194,11,43,82,396
25021456101,2885,1601,1031,212,16,0,3,19,0,1836,240,241,149,90,329
25021456102,3295,1816,1190,236,18,1,2,27,0,1959,428,297,94,107,410
25021456200,2600,1461,918,197,6,0,5,10,0,1618,271,207,143,67,294
25021456301,1091,618,384,62,12,0,0,14,0,574,157,138,41,47,134
25021456302,3832,2101,1419,256,5,1,3,44,0,2211,304,297,115,244,661
25021456401,1879,1061,614,174,9,1,1,18,0,1208,264,117,36,59,195
25021456402,4179,2451,1230,427,17,3,3,44,0,2740,394,175,145,150,575
25021457100,3313,1948,1048,278,18,2,3,13,0,2275,235,308,100,80,315
25021457200,4165,2282,1484,367,9,5,1,13,0,2865,120,9,248,209,714
25021980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25015820101,4693,2964,1007,608,33,4,4,64,0,3931,165,4,25,99,469
25015820102,2067,1322,475,219,11,3,3,30,0,1663,146,2,14,39,203
25015820205,5776,3280,1753,653,26,11,2,41,0,4730,198,25,102,109,612
25015820206,2881,1752,666,428,10,2,3,17,0,2415,129,8,26,55,248
25015820207,3509,2094,990,370,13,5,1,32,0,2843,154,18,71,63,360
25015820300,3277,1388,1721,113,16,11,1,23,0,2234,222,36,194,100,491
25015820400,1558,817,606,91,12,2,0,27,0,843,114,50,177,72,302
25015820500,3519,1513,1882,95,10,4,0,14,0,2509,205,32,145,113,515
25015820600,297,132,147,11,3,0,0,1,0,182,25,9,26,13,42
25015820700,2724,1125,1474,88,9,6,0,14,0,1826,180,39,208,73,398
25015820801,3376,1393,1853,101,8,6,0,11,0,2287,245,71,209,134,430
25015820802,339,156,177,1,1,4,0,0,0,211,23,6,15,12,72
25015820900,4603,2947,955,658,10,3,3,19,0,3840,194,5,47,105,412
25015821000,3225,1935,884,362,18,7,1,16,0,2645,139,8,47,63,323
25015821101,4921,2918,1419,504,22,9,5,38,0,3914,363,14,72,90,468
25015821200,27,16,11,0,0,0,0,0,0,22,0,0,0,1,4
25015821300,3302,1824,1071,366,14,8,2,17,0,2689,155,17,46,77,318
25015821400,3830,2137,1342,316,11,7,0,12,0,2898,133,18,141,123,517
25015821500,2530,1494,812,201,12,2,1,6,0,2024,55,1,21,53,376
25015821601,2219,995,1104,77,10,11,2,14,0,1600,186,14,70,57,292
25015821602,2857,1258,1484,91,6,4,0,10,0,2155,239,9,51,81,322
25015821700,2996,1458,1375,128,7,6,3,19,0,2389,95,1,55,68,388
25015821901,2430,899,1473,38,7,5,1,6,0,1779,111,6,65,69,400
25015821903,2576,1119,1364,66,4,6,1,10,0,1853,238,20,50,66,349
25015821904,2062,922,1060,44,6,13,1,8,0,1503,142,10,60,53,294
25015822000,290,89,196,1,0,1,0,1,0,181,24,5,27,10,43
25015822200,4748,2248,2260,191,12,11,1,21,0,3633,245,14,125,124,607
25015822300,3960,2173,1518,210,12,13,1,31,0,3199,203,7,54,77,420
25015822401,4499,2753,1342,355,17,4,3,19,0,3728,129,3,76,91,472
25015822402,3497,1885,1382,181,14,11,0,20,0,2716,184,18,69,76,434
25015822500,4671,2988,1002,635,10,1,4,26,0,3891,99,3,41,109,528
25015822601,1501,988,282,206,6,4,1,11,0,1311,43,0,12,22,113
25015822603,1279,858,297,111,2,5,1,4,0,1128,18,0,7,20,106
25015822607,3680,2128,1208,310,13,4,1,14,0,3144,57,1,9,55,414
25015822700,2411,1514,654,223,5,4,2,9,0,2100,31,0,21,34,225
25003900100,1793,923,701,134,14,7,1,12,0,1343,159,72,22,31,166
25003900200,1944,1067,724,113,13,6,6,14,0,1432,168,108,27,37,172
25003900300,1664,860,636,143,10,2,3,7,0,1335,108,21,23,25,152
25003900400,2942,1579,1107,209,17,13,4,8,0,2407,114,50,24,58,289
25003900500,2337,1202,907,208,9,3,1,5,0,1927,63,14,45,61,227
25003900600,1961,1047,716,151,27,10,1,6,0,1371,158,186,31,33,182
25003900700,1906,995,691,186,14,5,2,10,0,1621,55,7,24,20,179
25003900800,3675,1889,1376,388,10,3,1,6,0,3009,107,9,51,62,437
25003900900,3242,1605,1360,237,15,5,2,16,0,2587,196,49,43,60,307
25003901100,2393,1261,909,197,12,6,0,5,0,1993,90,16,29,40,225
25003911100,2360,1472,611,252,9,2,8,6,0,1957,51,6,14,67,265
25003912100,4499,2846,1188,420,19,9,5,8,0,3882,94,5,36,73,409
25003913100,3570,1706,1551,287,12,3,1,6,0,2864,99,6,44,71,486
25003914100,4097,2521,1185,314,20,7,5,41,0,3399,161,0,60,51,426
25003920101,2582,1194,1246,128,6,2,1,5,0,2015,90,14,96,62,305
25003920102,1846,847,888,102,5,1,0,3,0,1406,74,17,70,34,245
25003921300,2726,1583,882,217,12,5,1,21,0,2291,98,28,22,28,259
25003921400,985,572,326,70,6,2,0,9,0,821,37,7,9,10,101
25003921500,1964,1220,570,141,11,4,0,18,0,1689,48,3,19,28,177
25003922100,1747,1015,567,137,14,5,1,6,0,1495,39,1,5,28,179
25003922200,2546,1547,753,205,19,4,3,11,0,2144,45,4,13,51,289
25003922300,1489,916,407,150,4,2,0,6,0,1214,27,6,6,33,203
25003923100,2337,1496,547,268,10,2,0,14,0,2020,57,2,11,32,215
25003924100,1524,738,641,134,2,4,0,5,0,1237,34,0,11,27,215
25003925101,1151,617,451,64,2,5,1,11,0,939,49,1,10,24,128
25003925102,3676,1791,1623,219,12,6,1,21,0,2807,168,20,83,84,514
25003926100,2372,1322,744,270,14,5,1,16,0,1973,49,3,23,36,288
25003931100,1178,814,257,97,5,0,0,2,0,1054,19,0,3,13,89
25003931300,1034,788,146,81,2,3,1,12,0,878,15,3,3,27,108
25003931400,1309,866,285,137,6,1,1,10,0,1128,25,3,3,12,138
25003932200,1931,1166,531,210,7,5,0,8,0,1618,46,3,16,23,225
25003932300,1381,931,303,133,4,1,1,7,0,1181,33,0,4,14,149
25003933200,948,495,355,87,6,1,0,3,0,783,28,0,5,3,129
25003933300,1120,634,345,125,6,1,1,8,0,917,18,2,1,20,162
25003933400,1742,1054,415,264,5,1,1,1,0,1450,29,1,10,13,239
25003934200,1029,593,380,46,4,0,0,5,0,813,27,2,8,11,168
25003934300,1330,680,570,69,4,1,0,6,0,1046,45,1,14,28,196
25003935100,1716,1029,521,142,7,2,3,8,0,1434,38,5,15,37,187
25003935200,3352,1793,1278,243,22,5,2,9,0,2728,111,55,25,59,374
25003935300,2477,1530,743,155,17,5,0,23,0,2135,102,14,18,21,187
25019950100,1304,726,425,143,4,0,0,5,0,1072,53,6,13,18,142
25019950201,2245,1334,641,241,13,2,1,13,0,1679,240,32,24,41,229
25019950202,1622,915,502,181,8,4,1,9,0,1216,132,82,20,30,142
25019950307,357,196,107,50,1,0,0,2,0,281,9,1,5,3,58
25019950400,1793,1057,503,211,6,4,1,11,0,1391,140,44,19,33,166
25019950500,976,548,275,141,6,0,0,6,0,806,21,9,11,20,109
25019990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25017300100,2372,1673,333,340,12,5,0,4,0,2063,74,2,11,29,193
25017301101,2887,1940,443,459,13,1,3,23,0,2446,108,1,27,52,253
25017301102,3546,2485,497,505,24,5,3,25,0,3069,127,2,14,48,286
25017310101,1903,953,789,127,14,1,2,16,0,1076,485,35,73,43,191
25017310102,1457,668,675,82,13,4,1,12,0,608,570,56,50,44,129
25017310200,3623,2043,1230,279,19,7,5,34,0,1926,870,149,212,65,401
25017310300,3296,1841,1169,234,20,4,1,23,0,1564,923,126,220,71,392
25017310400,1644,923,593,102,6,2,2,13,0,630,635,59,127,32,161
25017310500,1526,927,455,111,15,1,2,15,0,880,293,45,114,30,164
25017310601,3749,2097,1269,317,18,3,5,38,0,1979,573,97,630,92,378
25017310602,3649,2217,1085,300,10,3,1,33,0,2078,596,91,397,107,380
25017310700,2079,1151,757,126,12,5,3,22,0,821,457,48,403,47,303
25017311100,1221,677,449,68,9,2,2,12,0,398,379,30,250,13,151
25017311200,1483,900,458,97,8,2,1,16,0,357,247,37,551,28,263
25017311300,2229,1312,719,170,10,2,0,16,0,821,318,76,614,48,352
25017311400,2937,1637,1068,191,14,0,3,23,0,1231,561,145,553,79,368
25017311500,1783,1069,597,87,7,1,0,19,0,797,176,61,432,30,287
25017311600,3382,2005,1071,246,21,2,6,25,0,1716,365,36,778,59,428
25017311700,2639,1625,814,168,15,1,0,15,0,785,375,63,1009,46,361
25017311800,1675,982,555,108,13,1,1,12,0,425,339,38,619,28,226
25017311900,1277,647,520,92,4,3,0,11,0,448,510,32,128,23,136
25017312000,1160,631,431,81,4,3,1,8,0,371,464,31,132,21,141
25017312100,1566,869,561,112,11,1,0,12,0,631,446,44,202,22,221
25017312200,2750,1648,852,209,12,3,1,22,0,1230,489,67,552,62,350
25017312300,3088,1825,921,286,16,1,4,30,0,1893,505,58,224,50,358
25017312400,1176,606,467,79,8,3,0,12,0,375,510,35,105,28,123
25017312501,3082,1735,1063,241,15,1,2,23,0,2131,409,42,166,62,272
25017312502,2813,1499,1053,223,8,2,2,19,0,2036,276,29,133,58,281
25017313101,4649,3174,866,535,21,4,2,35,0,3539,254,9,293,80,474
25017313102,4204,2799,862,497,11,2,5,24,0,3331,194,28,168,79,404
25017314101,4536,2844,1068,566,25,2,2,27,0,3368,372,36,216,89,455
25017314102,5137,3294,1242,526,32,3,1,37,0,3812,438,41,241,122,483
25017314200,3750,2382,910,407,21,3,1,25,0,2803,347,28,122,68,382
25017314301,6165,3897,1462,740,18,3,4,33,0,4381,598,82,280,169,655
25017314302,2589,1730,492,348,7,0,0,10,0,2025,160,16,99,56,233
25017315100,4109,2691,849,523,14,0,2,24,0,3161,316,16,143,102,371
25017315200,6024,3874,1360,703,22,5,4,48,0,4841,361,21,146,154,501
25017315401,3050,1983,700,330,15,1,0,20,0,2441,166,6,75,74,288
25017315402,2387,1574,503,285,5,0,1,16,0,1902,137,7,63,38,240
25017315403,1193,801,217,164,2,1,1,7,0,978,67,3,17,23,105
25017315500,5613,3685,1284,573,20,2,7,35,0,4580,312,17,109,110,485
25017316101,3711,2433,792,447,15,1,0,20,0,3111,156,4,61,54,325
25017316102,4537,2946,1008,537,11,1,0,30,0,3688,203,5,125,107,409
25017316201,3043,2014,636,352,14,3,1,18,0,2418,143,13,136,96,237
25017316202,3008,1891,761,320,8,1,2,21,0,2195,157,14,205,143,294
25017316300,5143,3287,1244,549,23,3,4,26,0,3906,264,50,211,201,511
25017316400,4523,2967,1003,500,18,1,4,24,0,3523,227,17,237,106,413
25017316500,4259,2658,1046,481,20,5,4,40,0,3351,231,29,178,96,374
25017317101,4479,2918,1066,434,28,3,3,20,0,3546,181,16,226,108,402
25017317102,3164,2055,695,379,13,1,1,16,0,2376,170,15,228,86,289
25017317103,3841,2621,798,393,13,2,3,10,0,2973,109,2,246,122,389
25017317201,2205,1468,459,260,7,1,0,9,0,1838,57,4,83,40,183
25017317202,2628,1763,538,312,5,1,1,6,0,2081,82,1,139,99,226
25017317203,2817,1873,640,277,14,1,0,9,0,2201,94,8,175,101,238
25017317301,1753,1153,417,165,5,1,1,10,0,1224,87,12,180,52,198
25017317302,3934,2542,938,405,15,3,3,25,0,3032,198,17,207,106,374
25017318100,4983,3384,1023,522,17,3,3,29,0,3491,117,9,739,155,472
25017318200,3171,2060,753,318,9,2,3,21,0,2241,108,7,360,99,356
