FULLCODE,total_reg,party_npp,party_dem,party_rep,party_lib,party_grn,party_ain,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
25025060301,2678,1463,906,273,10,0,3,21,0,2271,66,5,29,50,257
25025060400,4313,2367,1528,377,11,1,5,16,0,3460,199,22,109,100,423
25025060501,3537,1998,1105,391,15,0,1,22,0,2788,114,5,120,95,415
25025060601,1221,688,392,125,10,0,1,3,0,893,50,5,74,38,161
25025060602,267,151,80,35,0,0,0,1,0,196,11,0,13,5,42
25025060603,784,458,206,105,4,0,1,6,0,576,40,6,37,36,89
25025060604,1863,995,590,263,7,0,1,5,0,1286,104,9,105,82,277
25025060700,646,276,354,13,1,0,0,2,0,169,245,91,54,45,42
25025060800,3550,1942,1206,351,25,3,1,18,0,2709,242,5,138,89,367
25025061000,1551,752,679,95,11,0,0,11,0,864,322,88,88,51,138
25025061101,1231,549,624,39,3,2,0,13,0,375,445,167,143,28,73
25025061201,1237,681,413,123,6,2,1,10,0,938,58,6,69,41,125
25025061202,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25025061203,1496,796,578,105,3,0,2,8,0,988,97,6,146,56,203
25025061204,670,331,280,52,3,1,0,3,0,466,42,1,33,27,101
25025070102,2130,1107,811,165,16,4,2,23,0,1105,165,32,399,116,313
25025070103,175,99,66,9,1,0,0,0,0,65,10,3,75,9,13
25025070104,1259,705,429,116,1,1,0,7,0,755,48,14,222,64,156
25025070201,1140,643,439,43,4,0,0,9,0,366,52,7,566,39,110
25025070202,1777,1040,663,54,7,2,1,9,0,483,95,12,979,66,142
25025070301,1568,784,665,103,6,1,0,7,0,1117,98,14,115,55,169
25025070302,1316,715,478,110,2,0,1,9,0,783,59,7,232,54,181
25025070402,1779,937,751,80,6,0,1,4,0,640,131,63,724,75,146
25025070501,1654,814,745,81,7,1,0,5,0,1085,142,9,178,49,191
25025070502,2506,1162,1200,131,6,0,1,3,0,1232,542,109,308,80,235
25025070600,1758,822,801,120,5,1,1,5,0,1248,107,26,90,48,239
25025070700,1483,697,680,94,4,1,0,6,0,828,93,241,100,45,176
25025070801,517,204,281,23,1,1,0,6,0,250,59,85,51,15,57
25025070802,1785,800,886,91,3,0,3,2,0,1065,173,171,92,56,228
25025070901,730,292,409,26,0,1,1,1,0,235,210,169,44,30,42
25025070902,1496,611,816,60,1,0,0,8,0,806,240,165,78,44,163
25025071101,2669,1193,1317,121,15,3,1,16,0,1425,298,253,259,117,317
25025071201,2421,1071,1210,115,8,2,0,13,0,1148,486,189,268,79,251
25025080100,1690,683,897,85,6,1,1,14,0,511,488,501,26,44,120
25025080300,1270,437,786,25,6,1,0,12,0,166,304,691,27,41,41
25025080401,1943,711,1151,57,11,1,3,9,0,388,623,719,63,60,90
25025080500,1760,628,1079,38,3,0,0,12,0,232,706,610,47,73,92
25025080601,1042,423,555,41,5,2,1,14,0,318,222,277,118,38,69
25025080801,2009,763,1178,50,3,3,1,9,0,476,893,365,72,82,121
25025080900,1414,629,698,68,7,1,0,8,0,836,128,79,142,60,169
25025081001,2548,1121,1294,103,15,3,0,11,0,886,558,180,487,199,238
25025081101,755,298,426,23,2,2,0,4,0,401,68,126,54,32,74
25025081102,1521,627,816,56,4,3,2,8,0,638,273,246,169,73,122
25025081200,2122,809,1230,49,11,5,1,13,0,536,895,432,62,76,121
25025081301,1248,443,775,20,1,2,1,5,0,267,526,341,23,42,49
25025081302,1823,657,1110,42,3,3,0,8,0,258,642,766,24,70,63
25025081400,2230,833,1326,44,9,0,0,13,0,623,345,929,83,102,148
25025081500,1549,559,934,36,4,3,0,8,0,220,335,845,35,33,81
25025081700,2996,1038,1868,55,7,4,1,20,0,310,584,1811,38,170,83
25025081800,2010,748,1199,45,3,2,1,10,0,214,457,1170,24,86,59
25025081900,2068,733,1292,29,4,2,0,8,0,230,488,1220,20,45,65
25025082000,1940,699,1184,33,8,2,1,13,0,170,379,1262,29,43,57
25025082100,2970,1043,1828,67,11,4,0,16,0,310,948,1535,25,56,96
25025090100,2854,1017,1755,64,6,0,1,11,0,261,662,1755,50,40,86
25025090200,1354,510,804,30,2,4,0,3,0,151,495,593,23,40,52
25025090300,1894,747,1081,48,4,2,0,11,0,199,579,994,26,40,56
25025090400,2235,835,1319,64,4,2,0,9,0,246,719,1102,40,27,101
25025090600,1385,512,825,39,2,1,1,4,0,173,456,576,24,22,134
25025090700,2775,1456,1099,175,16,2,4,19,0,1719,255,73,355,80,293
25025090901,1114,517,536,44,7,3,0,4,0,371,329,151,53,92,118
25025091001,2038,992,897,127,7,2,1,9,0,1241,156,110,292,42,197
25025091100,3379,1696,1455,204,3,6,0,11,0,1771,333,197,633,100,345
25025091200,1993,849,1042,79,11,4,0,7,0,832,476,380,111,49,145
25025091300,1408,540,822,33,4,0,2,7,0,237,496,425,49,47,154
25025091400,1625,617,965,30,4,2,1,5,0,233,558,702,17,22,93
25025091500,2570,1055,1415,75,2,3,1,17,0,573,726,893,131,30,217
25025091600,1722,782,787,132,7,1,0,10,0,402,348,408,446,15,103
25025091700,1733,704,963,43,7,4,0,12,0,295,415,792,83,33,115
25025091800,2004,706,1235,46,4,0,0,11,0,236,560,996,53,35,124
25025091900,2383,874,1431,55,7,1,1,13,0,198,512,1520,50,36,67
25025092000,2946,1178,1630,110,8,3,1,13,0,430,555,1431,320,54,156
25025092101,4023,1944,1690,339,10,7,1,28,0,1602,456,538,1145,53,229
25025092200,2307,917,1265,104,8,1,0,10,0,634,300,879,296,60,138
25025092300,1780,678,1053,34,5,0,0,8,0,150,293,1201,55,21,60
25025092400,3332,1188,2033,73,8,3,1,20,0,323,968,1873,38,38,92
25025100100,3097,1088,1906,65,8,5,1,19,0,325,834,1739,39,53,107
25025100200,1698,596,1056,25,1,4,1,13,0,137,252,1223,18,26,42
25025100300,2250,786,1411,32,3,1,1,16,0,193,296,1632,48,25,56
25025100400,3303,1219,1964,91,8,0,2,16,0,513,363,2049,199,38,141
25025100500,4167,1664,2314,131,17,4,4,27,0,947,703,1933,325,69,190
25025100601,3387,1544,1605,202,7,2,1,23,0,1603,326,613,542,68,235
25025100603,1347,690,532,103,5,0,1,14,0,918,103,88,121,21,96
25025100700,3087,1723,1148,185,8,2,3,18,0,2641,97,39,102,25,183
25025100800,3872,1808,1781,230,20,5,4,18,0,2204,283,620,418,57,290
25025100900,2913,1118,1682,90,5,2,1,12,0,777,239,1550,183,29,135
25025101001,3685,1091,2500,55,6,2,2,28,0,256,427,2878,27,24,73
25025101002,3472,1134,2231,73,7,5,3,19,0,316,518,2454,45,46,93
25025101101,2069,738,1283,28,5,1,0,13,0,172,281,1540,15,23,38
25025101102,2653,880,1704,41,5,6,2,11,0,264,313,1956,30,23,67
25025110104,1187,460,682,34,5,1,0,3,0,313,443,234,32,50,115
25025110105,1415,542,825,27,6,4,0,6,0,881,141,65,137,38,153
25025110106,939,315,593,22,2,2,1,3,0,516,207,71,39,18,88
25025110201,1324,521,742,50,4,1,1,5,0,309,475,415,23,38,64
25025110301,1778,650,1063,46,4,1,4,9,0,790,409,330,41,61,147
25025110401,2482,989,1389,77,9,1,1,14,0,1000,678,492,71,70,171
25025110403,3085,1230,1734,95,8,2,4,12,0,1565,587,483,85,90,275
25025110501,2330,1044,1173,91,7,1,1,12,0,1543,292,117,55,70,253
25025110502,2797,1174,1496,101,10,3,1,10,0,1496,527,295,59,94,326
25025110601,2008,954,894,143,6,1,1,8,0,1458,91,20,106,85,248
25025110607,3648,1498,1987,127,9,4,1,19,0,2647,268,67,98,130,438
25025120103,1224,426,762,29,1,3,0,3,0,881,63,13,42,35,190
25025120104,1587,592,959,26,4,1,0,5,0,1044,180,45,69,47,202
25025120105,1757,743,908,94,0,2,2,5,0,1192,107,26,87,86,259
25025120201,2633,975,1576,57,4,6,0,13,0,1468,456,226,118,70,295
25025120301,3320,1280,1938,64,7,10,1,13,0,1563,830,316,131,87,393
25025120400,4726,1753,2842,93,14,9,0,11,0,3129,447,97,247,138,668
25025120500,1533,579,907,34,4,0,0,7,0,642,559,95,67,29,141
25025120600,1744,652,1051,18,1,9,0,10,0,1145,189,23,84,56,247
25025120700,1366,558,754,37,3,1,3,5,0,791,175,59,85,60,196
25025130101,3849,2027,1541,243,4,2,2,24,0,2677,204,41,221,217,489
25025130200,3542,1843,1471,204,3,1,0,18,0,2732,183,20,138,137,332
25025130300,3925,1986,1666,236,11,1,1,20,0,2914,229,61,221,142,358
25025130402,3205,1669,1276,223,5,2,3,25,0,2145,279,81,200,169,331
25025130404,1956,1015,786,134,4,2,2,11,0,1149,243,99,149,112,204
25025130406,3015,1321,1482,172,7,5,3,24,0,977,628,824,152,162,272
25025140102,3320,1448,1700,135,10,5,0,18,0,1277,553,1137,63,84,206
25025140105,2639,1156,1364,93,4,2,0,20,0,1016,712,683,38,45,145
25025140106,1244,454,746,32,4,0,1,6,0,260,319,516,14,60,75
25025140107,1881,756,1026,78,5,2,1,12,0,618,485,566,32,47,133
25025140201,1328,591,668,60,1,1,0,7,0,545,294,321,21,40,107
25025140202,3902,1629,2053,176,13,2,3,21,0,1703,824,1049,58,57,211
25025140300,4445,1602,2674,119,9,7,6,24,0,865,1052,2218,65,54,191
25025140400,5448,1782,3494,112,10,6,3,37,0,598,935,3619,67,66,163
25025160102,1041,508,491,35,3,0,1,3,0,229,591,46,32,40,103
25025160103,1331,615,636,65,6,1,0,6,0,342,789,27,37,46,90
25025160200,993,480,454,42,6,0,0,10,0,196,643,17,35,29,73
25025160300,1603,772,683,121,12,0,2,12,0,949,311,35,47,68,193
25025160400,1253,592,581,63,5,1,0,9,0,430,576,45,43,41,118
25025160501,2171,1017,1048,87,9,1,1,7,0,543,1269,62,87,71,139
25025160502,1986,959,932,76,6,1,2,8,0,615,1019,45,63,99,145
25025160601,1735,804,794,117,10,2,1,7,0,689,718,70,61,49,148
25025160602,2238,1118,953,133,13,5,2,14,0,868,839,113,103,93,222
25025170101,1934,1024,763,130,4,1,0,12,0,1003,538,46,59,107,181
25025170102,2057,1133,750,144,9,1,1,18,0,998,621,52,85,106,195
25025170200,2540,1380,967,167,8,0,3,14,0,1343,567,46,123,161,300
25025170301,3803,2120,1302,347,7,0,2,23,0,2319,780,39,148,183,334
25025170302,1584,868,579,113,10,3,0,10,0,760,330,94,75,110,215
25025170400,2513,1296,1008,172,12,1,1,20,0,1171,687,50,102,173,330
25025170502,2086,1144,710,210,5,2,1,8,0,1370,306,16,37,86,271
25025170503,875,476,327,66,2,0,0,4,0,492,162,9,38,48,126
25025170504,1330,688,533,94,6,1,0,5,0,596,270,29,82,152,201
25025170601,2693,1416,1094,154,10,1,2,16,0,1351,825,27,96,144,250
25025170701,1107,537,499,55,6,0,0,8,0,486,305,16,53,89,158
25025170702,2239,1145,946,126,7,3,0,12,0,688,743,57,213,223,315
25025170800,2512,1301,1029,149,11,0,1,15,0,1351,575,41,67,175,303
25025180101,3220,2051,934,216,10,2,1,5,0,2357,241,8,45,153,416
25025180200,2871,1848,818,187,4,0,0,5,0,2138,230,16,39,100,348
25025180301,2256,1399,651,192,9,3,0,2,0,1839,146,3,28,31,209
25025180400,1371,868,382,112,4,1,1,3,0,1044,123,6,8,57,133
25025180500,2660,1646,786,206,8,3,2,5,0,1992,260,11,27,78,292
25025980101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25025980300,145,70,60,13,0,2,0,0,0,85,31,0,4,5,20
25025980700,28,7,21,0,0,0,0,0,0,5,4,0,2,1,16
25025980900,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
25025981000,5,3,2,0,0,0,0,0,0,2,0,2,0,0,1
25025981100,27,9,18,0,0,0,0,0,0,10,4,8,3,1,1
25025981201,6,4,1,1,0,0,0,0,0,3,3,0,0,0,0
25025981202,28,18,8,1,0,0,0,0,0,20,0,0,0,3,5
25025981300,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0
25025981501,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1
25025981502,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25025981600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25025981700,31,19,11,1,0,0,0,0,0,20,3,0,1,3,4
25025981800,9,3,5,1,0,0,0,0,0,6,1,0,0,1,1
25025981900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25025990101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25007200100,3340,1841,1275,212,3,3,0,6,0,2540,223,49,32,66,430
25007200200,3861,2071,1408,357,13,6,0,4,0,3021,187,93,50,56,454
25007200300,3791,2062,1255,427,16,3,1,24,0,3050,181,17,23,53,467
25007200400,4001,2069,1715,185,9,9,2,10,0,3227,153,18,30,65,508
25007990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
