FULLCODE,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
12129010209,4039,1438,1868,693,11,1,0,0,0,3204,85,537,19,32,162
12129990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12121970100,3659,1448,1628,539,8,3,0,0,0,2541,211,715,26,24,142
12121970200,2541,851,1290,376,5,2,0,1,0,1941,165,321,9,19,86
12121970301,1163,308,663,174,2,2,0,0,0,987,96,16,4,11,49
12121970303,1435,322,862,222,4,0,0,0,0,1257,68,17,7,13,73
12121970304,2622,699,1456,428,10,3,0,0,0,2208,217,52,16,25,104
12121970401,1629,841,598,179,2,0,0,0,0,866,76,621,3,8,55
12121970402,3006,927,1653,398,7,0,0,0,0,2366,180,275,37,19,129
12121970501,2888,753,1604,485,10,0,0,0,0,2285,206,204,8,33,152
12121970502,3184,796,1803,534,3,1,0,1,0,2714,135,146,11,40,138
12121970601,2051,499,1187,334,4,0,0,0,0,1689,130,69,15,28,120
12121970602,2914,651,1665,535,21,1,0,0,0,2533,147,47,17,27,143
12007000100,3492,1446,1470,553,7,0,0,0,0,2229,117,961,32,33,120
12007000201,2159,540,1299,296,12,0,1,0,0,1848,69,112,6,15,109
12007000202,2727,955,1368,381,9,1,0,1,0,2005,77,515,16,20,94
12007000301,3611,942,2079,549,10,4,0,0,0,2993,124,294,7,36,157
12007000302,2321,547,1370,382,4,1,0,0,0,2044,82,57,15,20,103
12007000400,3019,859,1713,415,11,3,0,0,0,2376,83,403,16,25,116
12115000102,2691,1208,757,670,13,5,0,1,0,1866,283,128,36,71,307
12115000103,3568,1372,1264,849,8,7,0,0,0,2535,217,136,47,144,489
12115000104,1991,745,788,403,4,1,0,1,0,1511,84,20,37,61,278
12115000200,3095,1722,554,770,3,5,0,1,0,1479,309,930,74,44,259
12115000300,2498,1867,143,465,4,4,0,0,0,190,159,2098,7,17,27
12115000401,2658,1074,787,733,15,4,1,2,0,1765,405,176,24,68,220
12115000404,1075,495,383,186,0,0,0,0,0,857,80,25,4,16,93
12115000405,2019,742,792,449,8,2,0,0,0,1532,238,32,24,43,150
12115000406,1653,623,526,462,10,2,0,1,0,1033,361,112,26,28,93
12115000407,2190,889,651,595,11,4,0,3,0,1288,483,149,29,53,188
12115000501,1503,534,614,327,3,0,0,0,0,1245,71,9,34,32,112
12115000502,2188,892,692,562,12,2,1,0,0,1642,227,65,49,28,177
12115000503,2152,726,843,552,9,1,0,1,0,1646,239,68,23,37,139
12115000601,1807,619,793,365,4,0,0,0,0,1407,98,23,36,49,194
12115000602,2861,1069,1052,676,12,6,1,0,0,2299,168,31,53,54,256
12115000700,2460,724,1177,512,3,2,0,0,0,1933,75,2,48,75,327
12115000801,1744,442,901,362,1,1,0,0,0,1308,54,11,35,48,288
12115000802,2416,739,1157,481,1,0,1,0,0,1840,66,13,26,66,405
12115000900,1951,1001,446,462,8,1,0,1,0,1512,133,44,36,37,189
12115001000,2270,1223,413,586,8,7,0,2,0,1405,233,362,34,54,182
12115001101,2873,1230,950,655,7,1,1,2,0,1631,355,669,23,50,145
12115001102,3215,1543,817,801,10,3,0,0,0,1510,586,888,38,55,138
12115001202,2488,993,827,632,7,0,0,1,0,1524,545,160,54,53,152
12115001203,3402,1385,1254,691,6,2,0,1,0,2646,182,71,34,80,389
12115001204,3255,1022,1323,828,17,3,0,0,0,2396,327,111,50,73,298
12115001205,2679,946,1020,651,10,1,0,0,0,1915,318,117,36,65,228
12115001206,2541,941,919,639,7,4,2,0,0,1785,328,151,41,57,179
12115001301,2235,706,907,573,12,1,0,3,0,1621,231,91,54,63,175
12115001302,3315,927,1574,750,15,4,1,1,0,2593,253,78,58,70,263
12115001303,2976,870,1336,708,16,2,0,0,0,2277,256,65,59,62,257
12115001304,1556,539,701,292,2,2,0,0,0,1236,124,14,13,37,132
12115001402,3316,1007,1436,830,6,3,0,1,0,2607,309,67,35,82,216
12115001403,5747,1477,2908,1261,10,2,0,0,0,4603,319,66,115,145,499
12115001404,4124,994,2140,914,14,2,0,2,0,3263,259,60,93,85,364
12115001405,4009,894,2143,879,7,2,2,2,0,3034,288,89,112,119,367
12115001503,2373,747,927,640,22,5,0,0,0,1811,296,42,21,35,168
12115001504,2136,674,847,575,12,2,0,0,0,1649,276,35,16,37,123
12115001505,2784,906,1070,754,16,5,0,1,0,2052,365,58,44,74,191
12115001508,1509,508,644,334,3,2,0,0,0,1212,105,25,14,35,118
12115001509,3209,947,1377,812,17,3,0,2,0,2423,279,47,58,115,287
12115001510,3067,960,1366,691,11,2,0,0,0,2378,217,44,57,86,285
12115001511,2163,656,883,578,5,2,1,0,0,1572,199,38,76,68,210
12115001601,2636,921,1064,610,8,1,0,1,0,2059,224,34,46,58,215
12115001602,2664,934,1019,661,9,2,0,0,0,2031,262,47,33,56,235
12115001702,4170,1317,1798,987,15,2,0,0,0,3282,315,51,70,107,345
12115001703,2400,861,915,580,8,1,0,0,0,1829,209,44,24,86,208
12115001704,2110,781,699,593,5,3,1,0,0,1576,219,42,30,58,185
12115001801,3113,1068,1345,633,4,2,1,1,0,2448,168,20,49,69,359
12115001803,2122,760,800,530,8,0,0,1,0,1678,162,35,27,63,157
12115001804,1927,678,723,486,8,3,0,1,0,1502,144,30,33,66,152
12115001805,1357,428,546,359,5,2,0,0,0,1084,80,12,24,51,106
12115001903,1429,401,700,300,5,2,0,0,0,1155,67,2,21,34,150
12115001904,2457,700,1144,575,6,2,0,0,0,1949,114,9,31,67,287
12115001905,915,217,457,229,0,1,0,0,0,709,34,0,9,39,124
12115001909,1818,499,905,385,9,2,0,0,0,1506,39,7,22,41,203
12115002003,3211,1087,1161,887,14,6,1,0,0,2540,244,50,36,65,276
12115002004,2891,963,1201,662,10,3,0,0,0,2317,194,19,38,58,265
12115002007,2096,595,978,486,3,0,0,0,0,1656,112,14,21,65,228
12115002008,2167,710,868,544,9,2,0,1,0,1588,179,38,52,76,234
12115002011,865,265,397,192,2,1,0,0,0,695,41,5,10,19,95
12115002012,3013,1167,1123,676,5,0,0,1,0,2351,141,25,40,76,380
12115002013,3178,944,1440,734,8,1,0,1,0,2403,178,31,101,78,387
12115002014,5159,1552,2262,1255,9,0,0,0,0,3850,286,72,141,172,638
12115002015,1663,499,712,418,7,0,0,1,0,1214,127,26,25,71,200
12115002016,4045,1281,1846,850,2,1,1,0,0,3162,217,30,68,113,455
12115002101,3125,818,1443,822,10,2,1,1,0,2473,147,14,99,84,308
12115002102,2632,677,1323,584,8,3,0,0,0,2173,102,15,43,49,250
12115002201,2861,855,1224,727,7,2,0,1,0,2370,94,14,40,71,272
12115002203,3259,895,1445,860,8,8,0,0,0,2628,130,112,37,60,292
12115002204,1901,468,943,457,4,2,0,0,0,1572,94,12,22,46,155
12115002205,1841,473,908,427,4,2,0,0,0,1534,56,15,24,41,171
12115002302,2966,891,1268,760,6,2,0,0,0,2493,109,27,12,59,266
12115002304,1952,558,913,450,4,1,0,0,0,1627,55,9,15,55,191
12115002305,1197,414,491,281,1,0,0,0,0,1021,37,3,12,29,95
12115002306,2230,600,1040,558,3,0,0,0,0,1906,59,22,14,41,188
12115002307,1251,368,544,320,2,0,0,0,0,1073,34,3,6,29,106
12115002401,2524,762,1106,607,9,2,0,1,0,2124,85,16,15,45,239
12115002403,930,309,406,199,0,0,1,0,0,826,23,8,4,10,59
12115002404,1793,533,784,455,3,1,0,0,0,1506,90,9,27,22,139
12115002504,2207,662,862,641,5,3,0,2,0,1817,116,21,57,37,159
12115002505,1672,428,737,476,3,0,0,0,0,1393,111,11,17,21,119
12115002507,4220,1145,1779,1221,14,4,0,0,0,3518,213,25,40,106,318
12115002508,2267,618,952,659,8,0,0,0,0,1867,117,25,18,49,191
12115002509,3453,886,1550,948,14,1,2,0,0,2868,169,24,28,93,271
12115002510,3262,903,1449,854,13,0,0,0,0,2692,161,21,37,81,270
12115002511,2175,610,971,555,9,1,0,0,0,1829,105,4,17,44,176
12115002601,2089,563,960,528,5,2,0,1,0,1760,82,6,8,49,184
12115002602,2132,548,998,548,3,1,0,0,0,1824,69,4,24,26,185
12115002603,1407,373,663,347,2,3,0,0,0,1212,39,5,13,37,101
12115002604,2178,637,870,633,5,1,0,1,0,1871,67,10,17,34,179
12115002605,1454,403,587,430,3,1,0,0,0,1233,58,4,10,25,124
12115002710,1884,631,669,550,5,2,0,0,0,1433,140,106,8,41,156
12115002714,4913,1144,2501,1193,13,0,0,0,0,4152,181,34,63,91,392
12115002716,6585,1652,3167,1646,17,2,1,0,0,5296,303,61,79,162,684
12115002720,2771,748,1268,716,6,1,0,0,0,2341,100,9,23,62,236
12115002721,2853,766,1099,929,11,6,1,0,0,1887,247,145,20,294,260
12115002723,1974,535,847,564,2,2,2,0,0,1609,111,28,18,50,158
12115002724,1626,440,753,416,0,0,0,0,0,1462,27,2,8,27,100
12115002725,5127,1011,2916,1082,24,3,0,2,0,4146,327,70,60,105,419
12115002726,3517,862,1808,779,13,3,0,0,0,2800,138,23,52,99,405
12115002727,1377,242,805,310,2,1,0,0,0,1074,85,11,40,30,137
12115002728,1755,451,800,486,2,1,0,0,0,1515,46,5,6,30,153
12115002729,1190,356,487,339,2,0,0,0,0,1036,36,2,4,13,99
12115002730,2593,647,1275,636,5,0,0,0,0,2219,81,5,17,53,218
12115002731,3561,882,1769,848,9,0,0,0,0,2861,108,21,56,77,438
12115002732,3750,1001,1763,919,5,1,0,0,0,3092,129,10,26,91,402
12115002733,3070,664,1573,784,2,2,0,1,0,2595,98,6,29,67,275
12115002734,5993,1420,3006,1456,8,0,0,0,0,4731,292,51,77,132,710
12115002735,1635,438,793,370,4,2,0,0,0,1382,38,8,5,34,168
12115002736,3707,1035,1595,1027,7,0,0,0,0,2728,352,131,36,182,278
12115002737,3637,983,1598,999,5,1,0,1,0,2813,243,122,46,117,296
12115002738,3367,974,1296,1022,15,2,0,2,0,2249,327,272,30,206,283
12115002739,2512,713,947,811,3,0,0,0,0,1826,172,165,34,112,203
12115002740,3601,985,1452,1087,12,6,0,1,0,2544,373,204,23,164,293
12115002741,3009,877,1185,895,8,0,0,1,0,2024,418,224,18,105,220
12115002742,4529,1222,1820,1390,11,2,0,0,0,3282,438,268,48,112,381
12115002743,3341,792,1358,1128,20,2,0,1,0,2337,350,173,44,163,274
12115002744,2752,580,1316,813,9,4,0,0,0,2102,249,78,33,83,207
12115002745,4106,1107,1611,1306,13,1,0,0,0,2754,483,244,48,179,398
12115002746,3746,972,1530,1159,14,6,0,1,0,2682,438,257,26,86,257
12115002747,1708,413,747,516,6,0,0,0,0,1185,201,112,18,64,128
12115002748,2364,600,1038,673,4,0,0,0,0,1764,197,72,44,51,236
12115990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12063210100,1716,818,714,170,4,1,0,0,0,1095,46,506,1,6,62
12063210200,1175,796,249,118,1,0,0,0,0,343,15,777,6,8,26
12063210301,1471,374,931,157,4,0,0,0,0,1316,33,59,11,12,40
12063210302,1326,528,595,195,1,0,0,0,0,846,25,398,5,8,44
12063210400,2585,1051,1193,328,2,0,0,0,0,1787,63,603,11,25,96
12063210500,2145,900,970,259,4,1,0,2,0,1484,89,449,20,21,82
12063210600,3071,1739,964,347,1,1,1,0,0,1480,74,1377,19,25,96
12063210700,3158,1124,1698,317,6,0,0,0,0,2413,102,439,35,50,119
12063210800,2831,1521,987,305,2,0,0,1,0,1578,51,1096,8,19,79
12063210901,1251,498,606,141,0,0,0,0,0,913,38,231,4,14,51
12063210902,1551,562,860,123,1,0,0,0,0,1315,31,98,11,10,86
12063211000,3592,1168,2034,369,5,0,1,0,0,2919,85,381,17,30,160
12063211100,3205,898,1847,432,7,3,2,0,0,2754,90,163,9,33,156
12065250103,1112,766,227,116,1,0,0,0,0,366,17,698,6,4,21
12065250104,2410,1061,1031,297,3,1,1,0,0,1690,61,558,6,19,76
12065250105,1048,621,313,109,1,0,0,0,0,547,23,438,8,8,24
12065250106,1992,870,898,208,2,1,0,0,0,1398,43,482,6,12,51
12065250200,3159,1512,1194,433,7,1,0,0,0,2077,74,861,17,26,104
12065990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12123950100,2126,804,1066,232,8,1,0,0,0,1708,60,260,18,15,65
12123950201,856,288,484,78,1,0,0,0,0,767,28,25,2,8,26
12123950202,2657,1005,1332,301,2,0,0,0,0,2037,83,417,14,25,81
12123950301,1658,1098,424,129,0,0,0,0,0,670,15,921,11,11,30
12123950302,1686,651,794,223,4,0,0,0,0,1340,48,197,31,26,44
12123950401,2501,672,1473,327,5,1,0,0,0,2243,60,49,9,41,99
12123950402,1492,380,934,164,2,0,0,0,0,1367,30,8,7,13,67
12123990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037970101,622,256,251,106,1,0,0,0,0,520,13,40,3,7,39
12037970102,1411,459,698,224,3,1,0,0,0,1210,19,33,7,9,133
12037970200,2311,867,1079,312,3,0,0,0,0,2015,51,34,7,32,172
12037970302,1741,958,511,236,1,0,1,0,0,1272,26,329,8,12,94
12037970304,1822,797,729,249,8,0,0,0,0,1450,33,183,11,18,127
12037990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12075970101,1692,619,785,248,17,0,1,0,0,1074,218,300,8,10,82
12075970103,2167,585,1122,404,17,0,0,0,0,1691,200,111,10,37,118
12075970104,3642,1198,1552,800,37,0,1,1,0,2632,373,410,19,46,162
12075970200,2937,889,1558,423,22,1,0,1,0,2095,128,472,29,27,186
12075970301,1111,228,696,169,5,0,0,0,0,1001,33,11,5,10,51
12075970303,2727,579,1638,449,21,3,0,0,0,2409,91,54,15,22,136
12075970304,1693,384,993,281,13,0,0,0,0,1487,72,30,12,5,87
12075970400,2219,591,1186,394,21,1,0,0,0,1938,59,18,11,24,169
12075970501,2901,673,1621,540,19,0,1,0,0,2327,286,62,20,10,196
12075970502,3266,823,1742,614,28,1,0,1,0,2616,239,171,13,29,198
12075970600,3049,1318,1200,474,12,1,0,0,0,1823,171,878,16,30,131
12075970700,2686,583,1459,580,24,0,2,0,0,2340,98,16,17,35,180
12075990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12081000101,1461,472,613,345,1,1,0,0,0,1149,95,60,16,24,117
12081000103,5059,2493,985,1499,20,7,0,0,0,2301,813,1427,71,121,326
12081000105,2114,967,533,602,1,0,1,0,0,1016,567,377,17,29,108
12081000106,1337,660,227,435,4,1,0,0,0,377,500,410,6,13,31
12081000201,2317,747,888,656,5,1,0,0,0,1764,234,96,32,33,158
12081000203,977,339,378,240,5,2,0,1,0,692,177,38,7,5,58
12081000204,1156,302,562,274,2,0,1,0,0,929,94,5,13,15,100
12081000304,1442,507,486,419,4,2,1,0,0,922,211,159,11,24,115
12081000305,1792,874,350,550,1,0,0,1,0,618,731,356,10,18,59
12081000307,1339,479,413,410,7,1,0,0,0,799,244,143,37,17,99
12081000309,1762,683,469,575,7,0,0,0,0,1028,326,235,21,39,113
12081000310,1813,673,536,558,4,4,0,0,0,1109,404,145,9,22,124
12081000311,1289,448,432,383,6,2,0,0,0,901,177,94,17,24,76
12081000312,1338,475,467,370,2,2,0,0,0,980,146,43,14,25,130
12081000313,792,336,221,222,1,0,0,0,0,396,189,147,5,11,44
12081000314,1504,561,478,447,0,0,0,0,0,1003,269,106,9,18,99
12081000403,1238,332,624,265,3,0,1,0,0,1000,67,6,24,37,104
12081000405,2016,495,1040,446,6,1,1,0,0,1669,127,30,27,34,129
12081000406,2795,880,1235,636,8,2,0,1,0,2285,175,50,33,48,204
12081000407,3253,974,1515,713,5,3,0,0,0,2725,150,64,28,53,233
12081000409,1624,526,666,403,6,0,0,1,0,1315,91,44,13,35,126
12081000410,2323,757,942,592,5,2,0,0,0,1804,174,100,30,29,186
12081000501,2013,584,841,551,14,2,0,1,0,1572,181,68,21,35,136
12081000503,2762,800,1257,656,8,2,1,0,0,2188,252,70,24,52,176
12081000504,2143,672,834,593,10,2,1,1,0,1547,284,80,28,32,172
12081000601,1752,656,561,506,8,1,0,1,0,1244,220,123,14,31,120
12081000603,2271,853,763,622,6,0,2,0,0,1533,401,177,21,28,111
12081000604,2009,812,620,540,5,0,0,0,0,1218,314,292,9,41,135
12081000703,1527,894,293,317,7,1,0,0,0,472,235,730,15,14,61
12081000704,2717,1404,643,632,4,1,1,0,0,1048,547,951,12,39,120
12081000705,3025,1568,710,706,2,0,1,0,0,1191,466,1200,28,26,114
12081000804,2860,775,1290,760,6,1,1,0,0,2175,270,64,58,65,228
12081000805,5138,1635,2061,1356,9,7,1,0,0,3454,655,347,138,125,419
12081000808,5451,1744,2222,1377,11,5,0,0,0,4034,450,177,120,145,525
12081000809,3938,1428,1482,962,15,0,0,3,0,2933,377,119,62,98,349
12081000810,4828,1516,2071,1153,10,2,0,1,0,3651,279,139,89,136,534
12081000811,1642,672,458,480,4,2,1,1,0,793,406,334,15,25,69
12081000812,3188,1123,1169,849,11,2,0,0,0,1877,573,419,97,61,161
12081000813,2705,944,1032,692,6,0,0,0,0,1811,274,117,115,102,286
12081000814,2441,700,1101,614,7,1,0,1,0,1710,275,93,115,73,175
12081000901,2987,969,1115,850,11,2,0,0,0,2009,453,209,68,72,176
12081000902,3570,1311,1232,959,18,2,0,0,0,2348,464,362,70,85,241
12081001001,1756,548,728,451,6,3,0,0,0,1368,189,46,17,30,106
12081001002,1631,509,675,421,4,1,0,0,0,1312,133,18,15,41,112
12081001104,2727,840,1070,748,18,1,0,1,0,1919,234,172,63,81,258
12081001105,2531,925,908,653,7,1,0,1,0,1796,228,165,65,63,214
12081001106,2394,858,766,706,8,2,0,0,0,1490,333,326,37,50,158
12081001107,2312,578,1061,627,10,1,0,0,0,1781,174,72,17,50,218
12081001108,2074,571,960,510,6,0,0,1,0,1686,96,49,14,41,188
12081001202,3191,920,1558,664,10,2,1,0,0,2717,188,33,28,58,167
12081001203,3225,827,1563,775,13,4,0,1,0,2611,225,48,51,54,236
12081001204,5275,1379,2631,1159,13,3,0,0,0,4388,268,46,57,88,428
12081001300,2272,579,1072,574,7,2,1,0,0,1721,256,68,17,25,185
12081001402,1381,357,712,292,3,0,0,0,0,1085,111,26,10,23,126
12081001404,2087,550,918,583,8,1,0,1,0,1472,275,122,20,27,171
12081001405,1282,420,485,361,2,0,0,0,0,777,322,92,10,6,75
12081001406,1642,491,745,376,5,0,0,1,0,1195,167,74,13,34,159
12081001501,2891,1626,584,654,6,0,0,0,0,841,519,1405,21,23,82
12081001502,3300,1704,852,703,10,0,0,2,0,1129,621,1323,25,37,165
12081001602,1646,484,708,430,5,0,1,0,0,1208,128,99,30,32,149
12081001603,1247,387,544,294,1,0,0,0,0,1010,75,10,15,21,116
12081001604,2555,847,1053,624,8,0,0,0,0,1689,289,306,17,46,208
12081001701,1047,299,429,297,2,1,1,0,0,864,49,5,12,20,97
12081001705,2156,608,1055,458,5,0,1,0,0,1712,104,13,26,61,240
12081001801,2001,502,976,497,4,0,0,0,0,1701,71,11,10,42,166
12081001802,1254,380,540,312,5,1,0,0,0,1011,64,12,23,22,122
12081001904,4658,1331,1989,1224,22,2,2,1,0,3146,647,388,68,76,333
12081001907,5120,1542,2114,1365,21,2,0,1,0,3440,608,444,82,119,427
12081001908,5075,1472,2327,1185,10,2,0,0,0,3892,384,226,56,98,419
12081001909,3031,645,1674,662,10,1,0,0,0,2439,175,74,44,57,242
12081001910,4687,1158,2216,1202,28,4,0,0,0,3432,506,231,68,67,383
12081001911,5494,1509,2544,1337,13,1,0,1,0,4008,542,317,99,103,425
12081001913,5002,1033,2713,1160,8,1,0,0,0,3792,394,213,76,84,443
12081001914,2103,365,1195,514,3,0,0,0,0,1700,187,20,66,25,105
12081001915,2767,765,1212,731,14,0,0,0,0,1876,310,240,48,61,232
12081001916,4083,1008,1895,1105,17,3,0,0,0,2902,412,247,68,76,378
12081002003,3923,978,1867,994,9,2,2,1,0,2801,429,213,55,86,339
12081002005,4243,1144,1957,1066,5,2,0,0,0,3345,266,95,96,108,333
12081002008,4470,1262,2030,1102,11,4,1,0,0,3457,380,113,56,117,347
12081002010,2916,468,1743,670,6,2,1,0,0,2435,221,7,23,41,189
12081002011,2866,905,1196,731,6,0,0,1,0,2048,266,262,29,49,212
12081002012,3785,939,1885,909,8,3,0,2,0,2988,318,69,55,79,276
12081002014,5338,1054,2893,1315,12,0,0,0,0,3978,484,168,122,125,461
12081002016,6471,1704,3222,1445,10,0,0,1,0,4962,338,135,126,169,741
12081002017,3170,872,1475,776,10,1,1,0,0,2345,280,90,53,83,319
12081002018,5500,1192,2943,1269,13,2,0,0,0,4267,421,128,115,125,444
12081002019,6855,1794,3256,1649,20,3,0,0,0,4840,667,201,160,196,791
12081002020,3446,671,1920,782,12,1,0,0,0,2686,236,77,52,75,320
12081002021,5682,1439,2791,1346,11,1,0,2,0,4172,464,139,123,135,649
12081002022,1782,317,1025,408,6,0,0,1,0,1346,112,39,49,46,190
12081002023,5882,1455,2871,1451,12,1,0,3,0,4377,406,120,136,160,683
12081002024,2916,724,1476,666,3,0,0,1,0,2198,165,60,83,70,340
12081002025,4709,1162,2236,1223,13,2,0,1,0,3372,469,235,100,110,423
12081990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12083000101,2093,711,937,419,7,2,0,0,0,1401,149,378,9,16,140
12083000102,1910,620,909,352,8,1,1,0,0,1417,106,241,19,18,109
12083000201,1849,606,828,386,8,0,0,1,0,1206,147,384,12,22,78
12083000202,2211,1043,784,366,3,1,0,1,0,1239,110,747,8,16,91
12083000203,983,408,374,181,3,3,0,0,0,719,42,151,6,9,56
12083000302,2287,801,993,463,7,0,2,1,0,1437,217,465,18,35,115
12083000303,2226,577,1229,389,7,1,0,0,0,1700,198,204,5,18,101
12083000304,483,134,240,104,0,0,0,0,0,347,52,32,3,5,44
12083000401,1804,314,1070,386,7,2,0,0,0,1527,111,30,8,21,107
12083000402,3283,707,1706,795,15,2,1,0,0,2791,171,58,14,45,204
12083000501,1561,314,915,308,6,1,0,0,0,1384,50,8,3,28,88
12083000502,1097,230,636,215,2,2,1,0,0,972,32,2,4,15,72
12083000601,2663,559,1405,646,18,1,0,0,0,2301,109,29,11,22,191
12083000604,1955,417,987,517,12,0,1,0,0,1633,154,16,10,25,117
12083000605,1951,423,1022,473,8,1,0,1,0,1693,103,6,8,28,113
12083000606,2092,493,1032,533,14,1,0,0,0,1778,95,12,11,30,166
12083000607,2178,478,1171,497,6,3,1,0,0,1857,112,22,4,31,152
12083000703,2524,696,1158,629,8,0,2,0,0,1909,268,151,17,31,148
12083000704,1414,324,745,313,10,2,0,0,0,1096,99,82,10,13,114
12083000705,1329,266,743,295,2,3,0,0,0,1074,90,44,19,4,98
12083000706,3884,907,2110,841,1,1,0,0,0,3162,205,122,28,59,308
12083000707,1509,354,838,299,4,0,0,0,0,1242,92,47,6,18,104
12083000803,2350,599,1086,624,10,3,0,0,0,1765,303,95,12,24,151
12083000804,1090,257,563,254,5,0,0,0,0,883,91,19,8,12,77
12083000805,3974,1050,1923,948,11,2,0,1,0,3034,380,127,59,49,325
12083000806,2262,592,1171,480,2,0,0,0,0,1960,79,24,10,32,157
12083000807,2176,551,1165,437,6,0,0,0,0,1741,116,78,24,38,179
12083000808,2618,715,1359,526,2,1,0,1,0,2233,134,25,20,32,174
12083000809,2301,493,1354,435,5,1,1,0,0,1941,76,19,19,36,210
12083000810,2460,595,1261,565,6,0,0,1,0,2029,135,66,18,36,176
12083000811,3598,899,1964,697,3,0,0,0,0,3057,127,52,14,51,297
12083000901,4332,1287,1964,1004,21,1,1,1,0,2974,715,309,38,71,225
12083000903,2020,573,878,537,10,3,0,0,0,1368,389,124,16,24,99
12083000904,4327,1077,2058,1118,18,3,1,3,0,3115,755,165,17,51,224
12083001003,991,238,437,301,4,0,0,0,0,750,137,15,4,17,68
12083001005,5526,2264,1826,1355,11,3,1,0,0,2607,1339,1172,64,67,277
12083001007,5180,1688,2307,1098,12,0,0,1,0,3589,687,388,59,108,349
12083001008,4032,1240,1868,865,12,0,0,1,0,3140,369,140,26,62,295
12083001009,5717,2021,2318,1279,13,5,0,0,0,2988,1263,858,151,138,319
12083001010,3173,982,1457,670,12,3,0,1,0,2382,360,149,35,43,204
12083001011,3434,1330,1284,779,5,0,0,1,0,1847,842,496,17,52,180
12083001012,2149,1022,575,524,4,2,0,2,0,680,785,553,19,20,92
12083001013,5287,2696,1175,1352,10,2,1,1,0,1451,2339,1199,59,71,168
12083001102,1972,497,938,501,7,0,0,1,0,1468,264,77,16,23,124
12083001103,5196,1629,2292,1170,17,1,0,3,0,3138,999,662,50,77,270
12083001105,3056,865,1355,785,11,1,0,0,0,2140,442,251,23,27,173
12083001106,1878,512,926,414,4,1,0,1,0,1386,237,101,12,29,113
12083001204,4647,2181,1205,1205,16,0,1,0,0,1755,1237,1366,50,52,187
12083001205,2861,831,1381,598,8,1,0,0,0,2156,267,182,32,36,188
12083001206,1275,487,419,343,5,1,0,2,0,632,286,249,8,19,81
12083001208,2755,838,1298,565,14,0,0,2,0,1949,382,201,23,35,165
12083001209,2379,901,871,567,9,2,1,1,0,1286,529,366,41,39,118
12083001210,4374,1645,1712,949,18,1,0,4,0,2373,858,809,66,57,211
12083001211,2225,1052,619,528,6,0,1,1,0,1018,409,631,27,27,113
12083001301,4728,1378,2396,895,12,3,0,0,0,3335,429,646,49,54,215
12083001302,4329,1251,2111,884,18,1,2,2,0,3244,422,373,20,57,213
12083001401,3032,1290,962,727,9,5,0,2,0,1640,391,845,13,27,116
12083001403,3842,1287,1646,845,13,1,0,1,0,2579,444,466,67,68,218
12083001404,676,218,265,180,0,0,0,0,0,442,93,98,9,6,28
12083001500,2403,1417,547,422,4,2,0,1,0,794,175,1352,3,17,62
12083001600,1320,552,433,315,3,0,1,0,0,648,298,253,36,22,63
12083001700,2765,1888,279,559,8,1,0,1,0,338,716,1627,8,17,59
12083001800,954,736,69,141,1,0,0,0,0,56,59,816,4,5,14
12083001900,1916,610,808,459,9,2,0,3,0,1287,285,156,30,32,126
12083002001,1642,559,668,385,16,0,0,1,0,1139,191,182,11,25,94
12083002002,2559,941,1031,551,8,4,2,1,0,1548,372,453,30,22,134
12083002100,3613,902,2075,593,10,1,1,1,0,2951,260,115,32,39,216
12083002201,2677,787,1292,546,14,1,1,0,0,1987,306,146,55,35,148
12083002202,2852,648,1650,518,11,0,0,0,0,2330,219,82,11,40,170
12083002203,5053,1328,2654,994,23,2,0,1,0,3571,551,460,100,79,292
12083002302,4654,1203,2503,883,15,3,0,0,0,3453,456,370,51,72,252
12083002303,1058,305,480,249,4,1,0,0,0,739,125,77,14,13,90
12083002304,3651,972,1965,667,10,0,0,0,0,2733,372,173,80,87,206
12083002401,3364,893,1666,749,13,2,0,2,0,2150,475,272,138,110,219
12083002402,4221,963,2295,907,11,1,0,0,0,3086,378,266,210,63,218
12083002503,5071,1889,1984,1113,18,5,0,0,0,3158,615,937,37,62,262
12083002504,3941,1566,1467,856,4,1,0,1,0,2388,527,706,26,56,238
12083002505,4380,1335,1975,981,15,3,0,0,0,2987,585,297,130,92,289
12083002506,1424,433,627,348,4,1,0,0,0,926,310,74,9,25,80
12083002507,3309,1131,1310,802,14,3,0,1,0,1841,695,360,165,96,152
12083002602,3832,1224,1675,880,8,1,0,2,0,2580,648,333,27,52,192
12083002604,2905,736,1489,634,6,2,0,1,0,2017,488,179,24,43,154
12083002605,7370,1893,3842,1442,12,2,0,1,0,5891,390,158,52,112,767
12083002607,2706,768,1228,663,11,1,0,1,0,1973,429,94,20,42,148
12083002608,2285,599,1211,442,8,1,0,0,0,1698,272,133,10,24,148
