FULLCODE,total_reg,party_dem,party_rep,party_npp,party_lib,party_grn,party_ref,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
12086008000,3983,1041,1818,1069,2,2,1,0,0,1200,2219,28,63,104,369
12086008101,2821,1028,982,777,2,0,1,0,0,1093,1293,43,92,86,214
12086008102,3452,1250,1144,1010,6,1,0,0,0,1178,1612,63,150,115,334
12086008202,3017,1073,1067,836,6,2,0,1,0,1085,1493,123,100,63,153
12086008205,3071,1075,1134,811,6,2,0,0,0,1183,1324,49,131,92,292
12086008206,3115,1209,1021,839,12,1,0,1,0,1161,1468,82,115,75,214
12086008207,3224,1080,1254,836,5,0,1,2,0,1291,1469,72,77,78,237
12086008208,3200,1285,879,977,5,3,0,1,0,789,1701,428,90,70,122
12086008209,3534,1234,1227,1022,6,1,0,0,0,1191,1685,244,167,77,170
12086008305,3786,1379,1300,1048,9,1,0,0,0,941,2122,273,86,145,219
12086008308,3274,1724,594,911,3,2,0,0,0,218,1716,1250,28,24,38
12086008309,3023,2286,180,542,0,1,0,1,0,23,521,2444,6,17,12
12086008310,2155,1013,442,666,2,1,1,1,0,278,1103,653,48,29,44
12086008311,2807,1505,475,789,6,1,0,0,0,238,1428,1036,34,32,39
12086008312,2210,1547,211,437,2,0,1,0,0,24,629,1532,2,16,7
12086008313,3472,2607,243,600,1,0,0,0,0,41,647,2759,6,7,12
12086008314,1806,972,291,522,3,1,1,0,0,122,888,730,33,16,17
12086008315,2384,1365,374,616,0,0,1,1,0,172,1030,1094,34,25,29
12086008409,4045,1316,1561,1107,6,1,0,0,0,966,2396,272,115,80,216
12086008415,4102,1340,1730,974,7,1,1,1,0,1129,2483,109,57,76,248
12086008416,2306,694,932,650,3,0,0,0,0,324,1809,36,31,49,57
12086008418,1691,542,569,554,3,1,0,0,0,132,1405,36,49,32,37
12086008419,3075,1060,975,990,3,2,0,0,0,471,2387,71,32,28,86
12086008420,1252,511,349,374,0,2,0,0,0,378,707,34,22,25,86
12086008421,3139,989,1094,1013,3,0,1,2,0,509,2346,68,45,59,112
12086008422,1920,509,835,543,2,0,0,0,0,270,1534,26,28,24,38
12086008423,3375,984,1471,860,6,1,2,1,0,584,2595,34,36,49,77
12086008424,2138,736,620,753,3,1,0,2,0,162,1820,57,21,41,37
12086008425,1394,472,405,502,2,1,0,0,0,151,1068,61,19,44,51
12086008426,3678,1269,1359,1008,1,2,0,0,0,831,2270,296,73,70,138
12086008427,1802,674,545,556,0,1,0,1,0,355,1284,47,45,21,50
12086008428,1964,598,841,498,1,1,0,0,0,483,1298,38,28,46,71
12086008429,2795,742,1239,765,6,2,0,0,0,505,1992,52,56,58,132
12086008430,2085,724,627,700,4,0,0,1,0,221,1718,81,4,17,44
12086008431,1170,386,416,353,4,2,0,0,0,215,836,26,24,18,51
12086008502,3256,794,1593,826,6,1,1,0,0,363,2698,40,54,27,74
12086008503,2350,547,1120,657,4,0,0,0,0,153,2142,6,10,9,30
12086008504,2177,537,1031,578,3,0,0,0,0,274,1834,8,10,17,34
12086008601,3345,714,1581,1001,2,1,0,1,0,227,3017,18,26,26,31
12086008603,2989,707,1329,916,2,0,1,0,0,293,2594,14,25,30,33
12086008604,1411,353,647,389,3,1,0,1,0,106,1209,8,49,17,22
12086008702,3582,806,1615,1101,5,3,0,0,0,302,3154,20,29,45,32
12086008703,1596,372,696,497,6,0,0,0,0,89,1473,9,7,5,13
12086008704,2039,481,915,600,6,1,1,1,0,221,1778,9,8,8,15
12086008805,2483,550,1073,824,2,1,0,0,0,92,2355,7,5,5,19
12086008806,2299,557,1093,624,1,1,0,0,0,105,2152,5,10,7,20
12086008807,2442,485,1219,709,1,1,0,0,0,98,2311,8,4,8,13
12086008808,2547,589,1148,776,2,1,0,0,0,99,2393,22,15,6,12
12086008809,2016,385,1048,559,2,0,0,0,0,68,1904,10,17,10,7
12086008810,2299,498,1069,705,1,0,0,0,0,66,2203,9,9,8,4
12086008904,582,344,40,190,3,2,0,0,0,129,166,223,17,11,36
12086008906,3341,705,1599,990,5,1,0,1,0,115,3156,11,25,8,26
12086008907,2816,779,1142,864,2,0,0,0,0,123,2540,68,17,35,33
12086008908,2244,432,1154,631,2,0,0,0,0,95,2100,8,14,9,18
12086008909,2551,537,1256,733,2,1,0,1,0,96,2412,4,4,18,17
12086008910,2132,472,1001,628,2,0,1,0,0,81,2003,6,4,20,18
12086008911,2273,539,1029,667,2,2,0,0,0,143,2078,9,10,23,10
12086009010,14800,6530,3168,4806,31,11,0,1,0,3737,8140,706,355,449,1413
12086009014,2230,715,614,872,3,1,0,0,0,71,2058,25,29,22,25
12086009015,3472,1097,1110,1224,3,0,0,0,0,97,3292,33,7,19,24
12086009020,1645,607,410,611,1,0,0,1,0,120,1295,142,13,17,58
12086009021,2387,744,804,812,2,1,0,0,0,122,2140,73,9,16,27
12086009022,1368,322,528,498,5,2,0,0,0,24,1324,7,4,2,7
12086009024,2006,632,531,812,0,0,0,1,0,98,1802,46,14,20,26
12086009026,989,345,283,341,0,0,0,1,0,39,920,19,3,3,5
12086009027,2098,670,623,774,3,3,0,0,0,87,1900,43,20,17,31
12086009028,2724,794,811,1076,4,0,1,0,0,95,2545,22,23,15,24
12086009029,2339,714,756,839,5,0,1,0,0,102,2152,24,12,25,24
12086009030,2719,836,817,1025,0,1,1,0,0,50,2601,20,11,10,27
12086009031,1672,529,482,637,2,1,0,0,0,35,1584,17,8,11,17
12086009039,2433,675,528,1179,5,2,0,1,0,177,2088,52,38,30,48
12086009040,1617,422,417,749,2,0,1,0,0,79,1432,29,27,22,28
12086009043,2199,608,460,1095,3,0,0,0,0,115,1939,35,31,42,37
12086009044,970,257,217,481,2,0,0,0,0,48,855,18,18,12,19
12086009048,2641,711,598,1299,3,1,0,3,0,210,2246,61,33,38,53
12086009049,2178,608,515,1012,7,1,0,0,0,109,1927,20,51,44,27
12086009050,1528,460,325,724,1,2,0,1,0,63,1375,13,23,21,33
12086009051,1459,317,725,402,1,0,0,0,0,59,1367,14,5,4,10
12086009052,2131,548,898,644,3,2,0,0,0,50,2044,12,6,7,12
12086009053,2396,676,851,835,4,1,0,0,0,74,2217,21,37,15,32
12086009054,1213,253,588,354,1,0,0,0,0,30,1169,3,3,1,7
12086009055,1718,396,776,529,4,0,1,0,0,34,1654,14,9,4,3
12086009056,1711,466,434,786,0,0,0,1,0,160,1387,23,56,38,47
12086009057,996,251,242,489,2,0,0,0,0,63,841,28,19,13,32
12086009058,2450,698,600,1120,1,1,0,1,0,216,2075,24,48,25,62
12086009059,1567,507,349,690,4,2,0,0,0,108,1366,23,19,24,27
12086009060,2294,701,461,1104,1,0,0,0,0,144,1997,49,26,27,51
12086009061,1698,469,563,646,4,0,0,0,0,22,1664,3,0,4,5
12086009062,1730,517,534,662,0,0,1,1,0,22,1682,8,4,5,9
12086009063,1511,418,520,558,0,1,0,1,0,21,1468,6,6,2,8
12086009064,1357,436,413,488,1,1,0,0,0,40,1275,17,6,8,11
12086009065,1222,363,288,549,0,0,0,0,0,106,991,45,23,21,36
12086009066,2588,680,742,1128,2,2,0,0,0,211,2166,65,60,37,49
12086009101,1314,328,552,410,1,0,0,0,0,29,1265,6,3,3,8
12086009102,1661,412,601,604,0,2,0,0,0,52,1546,29,3,12,19
12086009200,2253,455,1105,652,4,0,0,0,0,78,2141,9,3,9,13
12086009305,3931,953,1864,1047,4,1,2,0,0,458,3263,50,36,52,72
12086009312,3259,1020,1101,1068,6,4,0,0,0,318,2643,174,22,33,69
12086009314,1923,558,677,664,2,0,0,0,0,19,1870,10,6,8,10
12086009315,1813,477,697,618,1,1,0,0,0,46,1735,11,2,4,15
12086009316,1785,414,813,533,4,1,0,0,0,83,1667,8,7,4,16
12086009317,2475,575,1123,739,5,1,0,0,0,109,2332,7,6,6,15
12086009318,1263,324,543,373,1,0,0,1,0,56,1150,33,6,11,7
12086009319,2280,582,1008,642,5,1,0,0,0,275,1864,47,17,32,45
12086009320,1506,398,587,508,1,0,0,0,0,18,1467,13,1,5,2
12086009321,1321,334,553,403,2,0,1,0,0,14,1284,4,9,2,8
12086009322,1574,431,611,514,1,0,0,0,0,16,1536,8,6,6,2
12086009323,1661,345,759,525,3,3,0,0,0,52,1588,4,7,3,7
12086009324,2160,597,778,754,0,0,0,0,0,50,2046,39,7,5,13
12086009325,905,229,361,297,3,0,0,0,0,25,865,5,4,1,5
12086009326,1447,373,612,447,0,0,0,0,0,28,1383,9,4,14,9
12086009327,2135,429,1095,590,1,0,0,0,0,84,2026,4,2,3,16
12086009401,1739,1219,125,385,0,1,1,0,0,29,425,1267,4,9,5
12086009402,2437,1694,227,493,0,0,0,0,0,32,738,1652,3,6,6
12086009503,3144,2439,157,520,1,1,0,0,0,39,444,2634,1,17,9
12086009504,3459,2648,148,641,1,1,1,0,0,46,391,2986,7,16,13
12086009505,605,486,17,94,0,0,0,0,0,2,41,556,2,2,2
12086009506,2491,1814,118,533,1,0,0,0,0,64,377,2017,9,13,11
12086009601,1798,1233,128,420,1,0,0,0,0,100,347,1283,23,19,26
12086009602,1858,1368,94,369,1,0,0,1,0,78,224,1510,3,14,29
12086009703,2461,1045,541,846,2,1,0,0,0,831,829,105,41,131,524
12086009704,3615,1558,696,1320,5,4,1,0,0,1088,1401,236,62,225,603
12086009705,2534,1172,423,916,3,1,0,1,0,351,1545,321,26,135,156
12086009706,2265,985,416,839,2,1,0,0,0,398,1261,207,34,106,259
12086009803,3837,2462,308,1020,5,0,1,1,0,303,1227,2103,40,73,91
12086009804,3166,1863,351,915,4,2,1,0,0,397,1015,1515,51,75,113
12086009806,1870,1086,214,546,1,1,0,0,0,239,738,711,18,62,102
12086009809,1731,1175,108,428,1,1,0,3,0,109,355,1169,22,43,33
12086009810,1868,1177,172,491,0,2,0,0,0,192,577,937,19,64,79
12086009811,1408,920,165,309,2,0,0,0,0,74,455,795,33,29,22
12086009812,2447,1282,275,850,6,1,2,0,0,280,952,898,35,106,176
12086009903,3856,3102,148,592,0,1,0,0,0,45,317,3449,8,25,12
12086009904,2038,1567,69,378,3,0,0,0,0,31,249,1728,10,12,8
12086009905,4001,3056,162,763,3,1,0,0,0,75,410,3481,5,19,11
12086009906,3926,2982,185,735,5,1,0,0,0,113,494,3252,17,35,15
12086009907,2502,1860,123,498,2,0,0,0,0,67,214,2142,23,23,33
12086009908,2124,1614,103,382,0,0,0,0,0,42,282,1769,8,10,13
12086009909,1069,759,46,251,0,2,0,1,0,17,154,874,5,6,13
12086010010,2926,1812,342,745,2,1,0,0,0,35,1340,1519,1,22,9
12086010012,3601,2660,212,697,3,4,0,0,0,53,646,2808,19,57,18
12086010013,2688,1163,664,816,4,1,0,0,0,94,1922,604,19,27,22
12086010015,1803,657,463,658,4,1,0,0,0,80,1641,58,14,2,8
12086010016,2962,1175,759,991,2,2,1,0,0,89,2427,401,3,25,17
12086010017,2516,1116,646,720,2,2,0,0,0,78,1761,654,8,5,10
12086010018,2141,864,608,645,2,1,0,0,0,71,1677,368,5,6,14
12086010019,2541,1466,459,577,4,0,0,0,0,55,1299,1157,3,13,14
12086010020,2264,1166,456,610,2,2,0,1,0,72,1281,880,6,16,9
12086010021,2587,1758,246,554,3,1,0,0,0,33,869,1663,2,10,10
12086010022,2179,1264,343,550,1,1,0,0,0,48,1097,1017,0,12,5
12086010023,1625,1214,79,320,0,1,0,0,0,24,270,1307,6,13,5
12086010024,2583,1894,181,497,1,0,0,0,0,24,639,1904,3,1,12
12086010025,2923,2295,142,467,0,1,0,0,0,23,410,2469,2,14,5
12086010026,1455,900,189,350,0,2,0,1,0,22,667,755,3,2,6
12086010193,2989,830,905,1195,2,0,2,0,0,234,2460,115,71,59,50
12086010198,2402,839,721,803,7,1,0,0,0,235,1804,260,43,25,35
12086010201,3234,1010,1137,1044,4,1,0,0,0,337,2453,312,48,31,53
12086010205,2933,1166,840,891,2,1,1,1,0,139,2154,576,34,10,20
12086010207,1846,949,348,526,2,0,0,0,0,65,1143,604,4,16,14
12086010208,2101,959,481,645,4,2,0,0,0,82,1468,487,20,20,24
12086010209,3107,1327,750,987,6,1,0,0,0,160,2223,644,25,26,29
12086010211,2592,1006,691,867,3,0,1,0,0,166,2039,324,21,17,25
12086010212,1703,615,537,525,1,1,0,0,0,160,1114,293,52,51,33
12086010213,2394,1123,491,738,1,1,0,0,0,79,1556,707,14,16,22
12086010214,1319,661,259,387,2,0,0,0,0,81,698,482,27,12,19
12086010301,1629,537,628,442,5,1,1,0,0,587,882,63,26,18,53
12086010302,1705,478,630,575,6,2,0,0,0,311,1309,35,11,11,28
12086010303,2255,619,915,685,1,4,2,0,0,806,1268,41,36,26,78
12086010400,3082,1249,834,959,6,2,0,0,0,277,2051,664,27,28,35
12086010501,3275,2008,391,839,5,2,0,0,0,84,1236,1897,18,26,14
12086010502,4965,2102,1071,1700,7,0,0,0,0,303,3547,950,55,45,65
12086010604,3679,1301,1206,1112,8,0,1,0,0,1337,1834,218,77,65,148
12086010608,3734,1440,959,1277,4,3,1,0,0,761,2397,402,67,41,66
12086010609,2800,1177,633,937,4,0,0,0,0,241,2034,453,20,24,28
12086010610,3383,1196,1196,936,6,4,0,1,0,962,1886,309,50,58,118
12086010613,3568,1316,1015,1181,4,1,1,2,0,487,2353,516,45,64,103
12086010618,2835,1120,640,1003,9,1,1,0,0,371,1939,387,34,48,56
12086010619,1563,591,420,527,2,1,0,0,0,174,1042,203,61,23,60
12086010620,2077,778,564,698,5,1,0,0,0,368,1343,262,20,35,49
12086010621,2664,1101,549,972,2,0,3,0,0,110,1979,496,22,23,34
12086010622,2303,1426,307,555,2,1,0,0,0,40,934,1295,4,18,12
12086010623,1876,720,548,580,5,2,0,0,0,388,1194,203,22,24,45
12086010624,2524,1001,714,774,5,1,0,0,0,669,1514,212,44,24,61
12086010625,2451,934,575,896,1,2,0,0,0,279,1748,309,33,27,55
12086010626,1537,632,332,547,5,0,0,0,0,102,1079,303,22,10,21
12086010705,2658,1096,559,970,5,0,1,0,0,157,1858,567,17,18,41
12086010706,1230,553,237,419,2,0,1,0,0,86,755,352,7,10,20
12086010707,2054,981,419,618,3,0,0,0,0,166,1117,720,14,9,28
12086010708,3090,1559,577,928,1,1,0,0,0,170,1706,1144,27,15,28
12086010709,2116,827,460,777,1,1,0,0,0,143,1575,340,15,12,31
12086010710,5310,2150,1293,1772,4,1,0,2,0,284,3945,990,24,26,41
12086010803,1206,648,155,390,0,1,0,3,0,31,697,443,7,14,14
12086010804,2916,1569,441,872,3,0,0,0,0,159,1548,1125,29,21,34
12086010805,1877,912,338,608,1,1,0,0,0,124,1318,377,10,13,35
12086010806,1663,836,274,523,4,1,0,0,0,95,1018,508,6,15,21
12086010900,2530,1183,460,870,1,1,1,0,0,181,1862,433,8,16,30
12086011003,2573,1058,657,828,1,0,1,0,0,129,1994,408,3,19,20
12086011008,2663,1026,593,999,3,0,1,1,0,194,1959,432,25,18,35
12086011009,3361,1399,744,1169,4,0,1,0,0,304,2256,672,33,36,60
12086011010,2117,1032,361,690,3,0,0,0,0,99,1459,511,4,18,26
12086011011,2067,860,447,734,3,0,0,0,0,162,1566,303,8,10,18
12086011012,1818,799,396,602,2,1,0,0,0,130,1294,368,3,11,12
12086011013,1681,682,366,610,0,0,2,0,0,114,1330,208,16,3,10
12086011014,2827,1007,804,964,4,1,2,0,0,537,1781,379,23,30,77
12086011015,5207,2028,1226,1840,13,2,1,4,0,634,3453,904,50,56,110
12086011103,1227,533,276,402,0,1,1,0,0,110,878,210,7,7,15
12086011104,1194,544,213,428,0,1,0,0,0,152,786,223,8,10,15
12086011105,2608,790,989,785,5,0,0,0,0,833,1462,176,31,35,71
12086011106,1985,719,639,592,5,1,1,1,0,613,1107,179,17,20,49
12086011203,1545,686,302,538,1,0,0,0,0,244,1066,191,5,8,31
12086011204,1549,490,565,471,2,0,2,0,0,531,828,117,7,15,51
12086011205,1924,1003,299,600,0,0,0,0,0,182,1048,644,11,15,24
12086011206,2155,677,801,643,7,0,0,0,0,699,1184,137,22,46,67
12086011301,1231,868,74,280,2,0,0,0,0,59,238,917,1,8,8
12086011302,2306,1558,166,571,2,1,0,0,0,67,741,1462,2,18,16
12086011405,1553,991,150,405,0,0,0,0,0,50,669,821,2,6,5
12086011406,2427,1106,525,771,3,1,0,0,0,347,1497,512,12,18,41
12086011407,1559,796,249,504,0,0,1,0,0,200,865,457,6,11,20
12086011408,392,177,55,159,1,0,0,0,0,33,315,35,2,4,3
12086011409,3345,1456,793,1048,7,3,0,1,0,752,1876,558,47,31,81
12086011410,2118,949,431,692,6,1,0,1,0,417,1116,489,24,24,48
12086011411,1535,603,357,552,3,0,0,0,0,231,964,281,12,27,20
12086011412,2834,1458,450,872,3,1,0,3,0,314,1405,1029,26,16,44
12086011500,4494,1202,1784,1432,12,2,0,0,0,1017,3063,170,84,51,109
12086011601,2331,971,525,787,6,1,0,0,0,139,1768,327,27,51,19
12086011602,1460,613,308,505,2,1,0,1,0,85,1111,229,6,8,21
12086011701,1373,477,423,454,0,0,0,0,0,65,1156,108,12,12,20
12086011702,1899,784,396,691,0,2,0,0,0,57,1638,174,8,6,16
12086011800,2480,1042,617,788,1,0,0,0,0,138,1832,429,23,39,19
12086011900,3523,1212,1179,1079,8,0,0,0,0,325,2760,312,28,59,39
12086012001,978,422,196,344,2,1,0,0,0,32,800,105,9,23,9
12086012002,1625,578,385,620,2,0,0,0,0,40,1451,92,5,25,12
12086012101,1554,500,423,609,0,1,0,0,0,26,1461,31,12,14,10
12086012102,1787,653,444,657,4,1,1,0,0,48,1552,158,6,11,12
12086012103,1160,442,276,416,1,1,0,0,0,38,1021,77,2,9,13
12086012104,791,284,220,268,0,1,0,0,0,36,689,45,4,5,12
12086012105,1573,570,408,571,0,0,0,0,0,27,1452,60,19,5,10
12086012200,3549,787,1639,1064,12,1,0,1,0,444,3010,26,8,20,41
12086012301,1733,649,485,576,1,0,1,0,0,71,1427,171,18,30,16
12086012302,2685,838,905,896,4,2,0,0,0,77,2421,127,24,24,12
12086012401,2584,983,732,821,4,2,1,1,0,105,2196,200,32,25,26
12086012402,2247,494,1018,702,4,0,0,0,0,56,2061,72,21,26,11
12086012403,1264,327,506,414,1,1,1,0,0,77,1082,78,4,14,9
12086012501,1433,296,677,445,0,1,1,0,0,26,1370,8,7,17,5
12086012502,2392,588,952,816,1,0,0,1,0,35,2313,13,16,3,12
12086012601,1758,513,574,641,5,0,1,0,0,26,1702,8,5,5,12
12086012602,1835,496,683,637,1,0,0,0,0,18,1790,3,11,4,9
12086012701,4800,1249,1671,1793,9,3,0,0,0,143,4295,146,93,64,59
12086012702,3725,667,2077,919,7,1,0,0,0,168,3326,93,40,55,43
12086012801,3163,657,1521,946,1,3,0,1,0,57,2998,34,27,23,24
12086012802,2409,636,1025,721,1,0,0,0,0,260,1962,69,40,42,36
12086012900,2213,579,878,721,1,1,0,0,0,27,2141,7,13,8,17
12086013000,2659,735,1009,876,4,4,0,0,0,44,2549,17,30,9,10
12086013100,3182,919,1101,1111,6,0,0,0,0,66,2985,62,14,23,32
12086013201,1388,356,531,491,1,0,0,0,0,18,1337,13,8,7,5
12086013202,2068,511,791,732,5,0,0,0,0,16,2030,9,3,3,7
12086013301,1590,436,498,630,3,0,0,0,0,17,1554,3,5,4,7
12086013302,1491,377,522,565,2,0,0,1,0,13,1456,4,5,7,6
12086013400,2589,817,767,960,6,0,0,1,0,34,2494,23,7,16,15
12086013500,1989,627,609,729,1,1,0,0,0,20,1937,14,4,11,3
12086013600,2664,797,911,905,2,0,1,0,0,29,2603,10,4,7,11
12086013700,2592,771,933,858,2,1,0,0,0,49,2508,18,2,2,13
12086013801,1252,351,425,447,5,0,0,0,0,14,1213,3,6,8,8
12086013802,1581,480,482,590,6,1,0,0,0,19,1536,11,1,3,11
12086013900,2756,689,1047,969,5,2,0,0,0,27,2687,7,9,18,8
12086014100,113,54,22,36,0,0,0,0,0,10,62,37,0,0,4
12086014200,3373,779,1491,1065,3,1,0,0,0,56,3241,21,13,24,18
12086014300,2604,596,1038,931,3,0,1,1,0,72,2459,14,22,27,10
12086014400,2939,844,952,1097,3,0,1,1,0,66,2805,19,21,13,15
12086014500,3226,589,1647,924,4,3,0,1,0,103,3066,6,15,17,19
12086014601,1601,455,565,561,0,3,0,0,0,24,1542,11,4,6,14
12086014602,2215,535,856,794,2,0,0,0,0,40,2147,10,6,5,7
12086014701,1020,258,409,339,0,0,0,0,0,14,987,3,4,7,5
12086014702,2940,655,1306,936,0,4,0,0,0,73,2797,24,7,17,22
12086014800,2890,784,1092,972,1,3,0,3,0,115,2727,16,13,7,12
12086014900,3561,761,1636,1109,3,1,0,0,0,99,3388,12,21,18,23
12086015001,3623,702,1756,1117,5,0,1,0,0,64,3508,15,13,6,17
12086015002,2930,580,1387,925,3,0,0,0,0,63,2767,33,31,22,14
12086015101,2453,647,873,890,6,0,0,0,0,83,2262,30,49,13,16
12086015102,1590,402,592,555,6,2,0,0,0,37,1481,19,23,17,13
12086015103,1829,410,726,669,4,0,0,0,0,50,1708,12,29,15,15
12086015201,2053,519,810,701,2,0,0,0,0,73,1907,32,16,12,13
12086015202,2386,551,966,830,2,0,1,0,0,49,2265,11,27,19,15
12086015300,4387,851,2193,1283,4,3,1,0,0,87,4226,16,24,13,21
12086015400,4420,734,2377,1253,9,1,1,1,0,111,4208,15,27,25,34
12086015501,2137,436,1031,647,2,0,0,0,0,103,1977,10,17,11,19
12086015502,2372,527,1068,748,3,1,1,0,0,150,2172,10,4,9,27
12086015600,2990,1090,824,1030,9,0,0,0,0,334,2467,48,20,33,88
12086015700,1921,360,973,558,3,0,0,1,0,178,1643,20,31,19,30
12086015800,2969,698,1300,928,3,2,0,2,0,139,2778,10,8,10,24
12086015900,2451,546,1103,759,0,0,0,0,0,70,2290,16,16,34,25
12086016000,2915,730,1191,944,5,0,0,0,0,178,2650,34,16,10,27
12086016100,3196,687,1339,1116,5,0,0,1,0,60,3026,24,46,16,24
12086016200,2439,685,877,828,5,2,0,0,0,125,2206,37,27,22,22
12086016300,3404,864,1351,1136,3,0,0,0,0,173,3091,55,22,18,45
12086016401,2839,603,1127,1056,5,0,0,0,0,103,2645,19,24,20,28
12086016402,1629,412,638,555,1,0,2,0,0,49,1489,33,14,26,18
12086016501,2395,647,862,852,4,0,0,0,0,84,2156,43,55,28,29
12086016502,3111,852,991,1215,5,1,0,1,0,132,2727,73,97,34,48
12086016600,2578,713,949,869,4,1,1,0,0,86,2387,49,27,13,16
12086016700,3237,773,1330,1087,2,0,1,0,0,91,3060,33,20,16,17
12086016800,2555,772,872,882,1,1,1,0,0,192,2238,46,21,23,35
12086016900,2515,774,754,947,0,1,0,0,0,104,2319,40,17,10,25
12086017000,3087,843,1120,1073,3,1,1,0,0,131,2856,31,25,20,24
12086017101,2654,695,940,971,4,2,1,0,0,52,2522,25,24,17,14
12086017102,1589,444,563,557,3,0,0,0,0,86,1425,32,14,14,18
12086017200,2675,642,1190,797,1,0,0,0,0,263,2276,39,44,16,37
12086017300,2666,888,825,909,5,0,0,0,0,168,2317,72,35,44,30
12086017401,1186,329,507,333,1,1,0,0,0,177,946,8,15,14,26
12086017402,3049,915,1031,1053,5,1,0,0,0,299,2570,73,18,38,51
12086017500,1956,634,615,690,1,0,1,0,0,72,1808,40,5,12,19
12086017600,3088,997,906,1138,6,3,0,1,0,147,2785,74,27,26,29
12086017700,2377,810,587,934,1,0,1,0,0,101,2162,49,6,30,29
12086017800,2444,793,649,961,2,2,0,1,0,86,2255,52,11,16,24
12086017901,2819,886,859,1034,3,1,0,0,0,109,2518,66,43,37,46
12086017902,3200,965,1038,1149,3,1,0,0,0,183,2810,109,48,26,24
12086018001,1649,461,552,611,3,0,0,0,0,111,1406,53,30,23,26
12086018002,2106,688,546,842,1,6,0,0,0,108,1844,74,31,21,28
12086018003,2859,917,858,1045,3,2,0,0,0,181,2436,121,34,46,41
12086018100,2942,1014,775,1115,4,2,0,1,0,232,2478,109,41,46,36
12086018200,1577,558,407,590,4,0,0,0,0,113,1316,80,27,17,24
12086018300,3560,1231,960,1329,6,0,0,0,0,234,2975,182,57,57,55
12086018400,1896,667,427,776,0,0,0,0,0,164,1571,73,34,15,39
12086018500,2721,990,616,1057,9,1,0,1,0,273,2133,174,48,52,41
12086018601,2446,765,747,895,5,0,1,0,0,154,2112,99,38,19,24
12086018602,2565,858,718,950,2,3,1,0,0,182,2124,142,44,29,44
12086018700,3266,1032,1043,1149,2,0,0,0,0,214,2681,151,67,96,57
12086018801,1971,640,662,644,1,0,0,0,0,251,1523,73,29,42,53
12086018802,1074,387,261,401,2,1,0,0,0,92,895,46,12,8,21
12086018803,1714,617,428,636,3,4,0,0,0,173,1364,89,24,29,35
12086018901,2766,976,834,914,0,1,2,1,0,485,2016,103,23,50,89
12086018902,2553,830,903,784,0,0,0,0,0,457,1801,118,74,33,70
12086019000,4153,1309,1429,1357,6,1,0,0,0,516,3304,115,74,50,94
12086019100,3833,1142,1378,1261,8,0,1,2,0,373,3125,110,58,63,104
12086019200,3357,1188,1029,1082,6,0,0,0,0,534,2482,119,83,67,72
12086019301,1913,723,427,730,3,1,0,1,0,214,1319,240,53,27,60
12086019302,2871,1103,709,1007,3,0,1,0,0,325,2089,317,47,41,52
12086019401,2109,701,595,778,5,1,0,1,0,264,1585,114,50,37,59
12086019402,3094,1030,893,1123,2,1,0,0,0,327,2357,151,106,51,102
12086019501,2823,1049,800,924,4,1,0,2,0,395,2120,180,30,46,52
12086019502,2233,704,698,785,4,2,2,0,0,144,1893,117,20,25,34
12086019600,3908,1282,1365,1201,5,0,0,0,0,269,3068,349,92,61,69
12086019700,2764,920,953,860,3,0,0,0,0,400,1958,274,48,30,54
12086019801,3157,948,1088,1069,4,2,0,1,0,198,2684,149,45,38,43
12086019802,2883,811,1041,988,3,0,0,0,0,184,2458,153,27,30,31
12086019901,2486,791,762,887,4,1,1,1,0,104,2178,124,21,33,26
12086019902,3649,1238,941,1387,13,3,1,0,0,173,3126,253,26,30,41
12086020001,1676,504,532,614,2,1,0,0,0,61,1521,68,7,8,11
12086020002,3287,1033,1079,1139,1,0,0,0,0,245,2750,176,33,42,41
12086020100,2749,906,838,965,1,2,0,0,0,163,2316,192,31,27,20
12086020200,2585,928,717,886,1,3,2,0,0,148,2063,299,18,18,39
12086020300,2091,760,612,684,5,1,0,0,0,141,1677,233,9,14,17
12086490100,761,177,310,266,1,0,0,0,0,16,718,10,8,5,4
12086980100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086980200,4,0,2,2,0,0,0,0,0,0,4,0,0,0,0
12086980300,2391,1118,382,870,6,1,1,1,0,1185,292,301,135,81,397
12086980400,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0
12086980500,347,115,89,134,1,0,0,1,0,43,262,18,6,4,14
12086980600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086980700,201,121,16,62,0,0,0,1,0,20,70,108,0,0,3
12086980800,8,1,4,3,0,0,0,0,0,3,4,1,0,0,0
12086980900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086981000,132,57,18,56,0,0,0,0,0,19,91,11,1,3,7
12086981100,148,45,35,66,0,0,0,0,0,9,123,12,0,2,2
12086981200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086981300,35,20,6,9,0,0,0,0,0,4,16,15,0,0,0
12086990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12085000100,2278,440,1305,471,4,1,0,1,0,1827,112,8,18,46,267
12085000200,3496,857,1737,803,9,3,0,0,0,2874,177,67,31,70,277
12085000300,4495,1172,2126,1111,13,4,0,1,0,3471,361,143,59,85,376
