FULLCODE,total_reg,party_dem,party_npp,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
34017013100,1025,457,404,140,4,7,0,0,279,570,4,21,29,122
34017013200,1774,856,698,167,10,9,9,0,469,984,10,53,55,203
34017013300,1630,748,654,193,12,5,2,0,451,830,23,51,62,213
34017013400,973,604,271,75,8,1,4,0,192,629,4,23,21,104
34017013500,2091,1278,583,196,2,3,6,0,633,1019,7,98,88,246
34017013600,1100,636,353,92,7,2,1,0,312,547,18,73,31,119
34017013700,1109,649,349,91,2,3,1,0,253,631,11,69,34,111
34017013800,1652,923,574,137,10,4,1,0,579,545,37,211,63,217
34017013900,1863,1169,519,144,11,4,2,0,628,703,22,188,59,263
34017014000,2729,1727,633,333,10,2,5,0,516,1796,8,86,161,162
34017014101,2084,1101,701,267,3,5,1,0,896,509,28,234,156,261
34017014102,3049,1830,811,372,9,4,3,0,868,1530,24,109,237,281
34017014200,2841,1819,688,285,9,9,9,0,562,1870,19,79,143,168
34017014300,2985,1823,819,295,7,9,5,0,479,2069,7,90,155,185
34017014401,2579,1632,645,263,2,5,5,0,515,1595,5,72,221,171
34017014402,2170,1357,563,220,3,3,2,0,378,1383,9,104,172,124
34017014501,3366,2042,924,344,13,6,8,0,503,2257,11,141,276,178
34017014502,2375,1645,445,261,6,2,5,0,446,1707,3,43,70,106
34017014600,2073,1227,580,224,13,7,7,0,421,1388,4,63,92,105
34017014700,2603,1465,790,289,17,7,12,0,437,1819,10,85,108,144
34017014801,2849,1771,757,283,6,2,7,0,481,1945,9,155,114,145
34017014802,623,388,157,72,0,3,1,0,134,371,4,52,27,35
34017014900,1662,967,490,184,4,1,2,0,265,964,5,246,101,81
34017015001,1434,792,444,190,6,0,0,0,564,284,29,211,129,217
34017015003,989,603,269,103,4,1,3,0,159,717,3,22,32,56
34017015004,1621,999,459,133,7,2,8,0,315,1020,17,69,86,114
34017015100,1257,782,326,129,3,3,3,0,215,830,6,48,70,88
34017015201,1822,922,649,237,7,2,2,0,757,349,32,270,144,270
34017015202,3214,1777,999,387,14,6,4,0,723,1827,39,184,162,279
34017015300,1926,1168,539,189,7,3,5,0,297,1425,8,37,35,124
34017015500,2197,1314,593,264,3,6,3,0,276,1695,7,39,64,116
34017015600,1596,974,436,165,5,3,4,0,223,1184,13,20,62,94
34017015700,1402,811,429,143,4,0,3,0,147,1142,8,10,28,67
34017015801,861,377,361,118,2,0,1,0,339,110,8,210,64,130
34017015802,3253,1937,745,524,12,7,5,0,445,2468,8,66,72,194
34017015900,1982,1159,568,219,5,5,4,0,224,1558,11,28,53,108
34017016000,1581,928,425,208,5,3,0,0,194,1214,14,23,43,93
34017016100,1510,1078,309,103,4,3,2,0,147,1218,8,18,41,78
34017016200,1809,1212,398,160,9,4,2,0,184,1470,2,15,57,81
34017016300,2139,1466,439,207,5,2,3,0,289,1588,19,56,61,126
34017016400,1798,1237,398,134,6,4,3,0,223,1406,9,19,43,98
34017016500,1996,1321,484,167,6,4,2,0,440,1179,28,67,43,239
34017016600,1673,1101,405,138,10,6,1,0,252,1223,5,27,52,114
34017016700,740,484,172,72,4,1,1,0,100,559,2,26,15,38
34017016800,1280,883,290,81,2,2,3,0,157,1008,11,21,18,65
34017016900,1627,1130,350,123,2,6,4,0,238,1226,3,31,15,114
34017017000,1939,1349,432,125,9,4,3,0,253,1477,13,38,40,118
34017017100,2678,1854,555,231,8,9,2,0,437,1989,18,51,62,121
34017017200,1328,893,311,97,5,3,3,0,216,979,7,15,28,83
34017017300,1374,930,296,132,3,2,2,0,484,659,12,50,64,105
34017017400,1206,866,237,82,3,5,1,0,134,978,11,11,21,51
34017017500,1633,1124,377,105,5,2,4,0,177,1331,5,11,30,79
34017017600,1356,944,277,110,4,4,3,0,177,1091,4,20,19,45
34017017700,1027,712,226,76,5,1,1,0,223,617,11,57,66,53
34017017800,3549,2524,721,261,10,10,6,0,888,2170,30,129,88,244
34017017900,2331,974,938,402,5,2,1,0,1179,301,78,296,161,316
34017018000,2327,1377,660,253,12,5,4,0,845,1055,24,90,101,212
34017018100,1766,982,535,229,10,4,1,0,767,631,12,99,94,163
34017018200,2786,1586,802,370,11,5,1,0,1470,794,34,118,102,268
34017018301,1456,571,618,263,3,0,0,0,912,77,4,132,74,257
34017018302,2537,1078,956,493,6,1,0,0,1675,161,11,162,112,416
34017018401,1910,1107,532,261,7,1,0,0,1210,348,11,57,68,216
34017018402,1857,788,729,324,12,2,0,0,1230,170,9,91,67,290
34017018501,2791,1277,1061,434,8,3,2,0,1855,263,17,123,118,415
34017018502,1295,651,475,162,4,1,0,0,757,231,29,75,45,158
34017018600,1505,756,539,200,8,1,0,0,1051,121,6,84,54,189
34017018701,1297,543,555,183,9,0,1,0,857,130,8,71,56,175
34017018702,2686,1375,889,398,7,4,5,0,1724,455,10,84,73,340
34017018800,2571,1228,896,423,10,4,0,0,1639,298,22,140,112,360
34017018900,2900,1529,891,451,13,6,1,0,1982,366,10,94,102,346
34017019000,3120,1785,1003,293,13,5,4,0,1436,1025,283,67,68,241
34017019100,2487,1320,805,339,8,5,0,0,1397,569,26,96,81,318
34017019200,2578,1154,1012,393,8,2,0,0,1589,148,10,284,141,406
34017019300,1824,901,666,245,8,2,2,0,1075,333,13,95,78,230
34017019400,1018,526,347,141,3,0,0,0,625,158,6,55,42,132
34017019800,3977,2033,1365,542,11,3,5,0,1977,820,34,470,331,345
34017019900,3811,1908,1332,521,17,9,4,0,1662,866,38,597,246,402
34017020000,3254,1738,999,467,13,8,6,0,1639,788,22,298,253,254
34017020100,700,332,276,82,1,1,1,0,257,183,15,96,63,86
34017032400,2751,1606,741,358,11,5,5,0,347,2122,6,41,78,157
34017980100,16,7,8,1,0,0,0,0,9,0,1,2,1,3
34013000100,4227,2379,1495,303,7,7,4,0,653,2574,664,61,73,202
34013000200,1446,798,537,90,1,1,4,0,222,929,198,12,17,68
34013000300,2110,1208,731,142,6,2,1,0,399,1095,470,16,31,99
34013000400,1268,618,525,110,1,3,1,0,235,852,51,14,19,97
34013000500,883,478,330,58,3,0,1,0,125,587,38,16,29,88
34013000600,2312,1169,964,145,6,4,11,0,369,1505,111,54,73,200
34013000700,3461,1844,1405,151,14,5,7,0,395,1514,1322,40,57,133
34013000800,2328,1120,1051,126,2,4,4,0,370,1434,284,30,67,143
34013000900,2072,1059,867,116,2,1,6,0,253,864,838,15,35,67
34013001000,2037,1047,885,83,4,2,2,0,246,697,971,19,34,70
34013001100,900,462,385,42,1,1,1,0,113,236,440,34,25,52
34013001300,1061,547,454,35,3,3,4,0,70,177,764,7,25,18
34013001400,1801,967,736,60,4,5,9,0,127,252,1344,17,24,37
34013001500,1111,598,464,37,1,2,1,0,451,162,324,11,31,132
34013001600,1047,549,422,51,4,5,5,0,150,343,504,8,4,38
34013001700,1380,755,560,41,3,0,6,0,73,205,1035,12,32,23
34013001800,1379,786,552,26,1,3,1,0,68,175,1091,8,15,22
34013001900,1327,783,489,35,3,4,2,0,39,155,1101,7,9,16
34013002000,2822,1902,840,56,5,3,4,0,135,107,2470,22,36,52
34013002100,2239,1455,703,55,4,4,2,0,108,87,1937,20,46,41
34013002202,2436,1570,820,31,1,5,0,0,120,98,2134,9,26,49
34013002203,1483,775,600,76,8,6,6,0,194,223,598,114,221,133
34013002204,1399,925,440,25,0,5,1,0,103,49,1159,12,45,31
34013002300,3123,1951,1071,71,4,3,6,0,231,166,2632,20,31,43
34013002400,2285,1359,821,66,2,3,6,0,82,129,1976,15,46,37
34013002500,2401,1439,881,55,2,2,3,0,128,153,2037,19,23,41
34013002600,1084,541,465,60,4,1,0,0,68,143,825,11,14,23
34013002800,1061,631,396,22,1,0,2,0,48,82,885,15,17,14
34013003100,1431,843,538,36,2,0,3,0,112,133,1117,12,23,34
34013003500,1367,747,553,43,2,3,3,0,72,144,1102,13,20,16
34013003700,1365,777,532,33,2,6,2,0,64,84,1177,12,16,12
34013003800,1726,972,669,61,2,4,4,0,93,175,1372,20,32,34
34013003900,889,549,313,21,0,0,1,0,116,73,654,4,14,28
34013004100,2508,1507,894,61,3,3,5,0,181,178,2033,20,44,52
34013004200,1779,1018,689,45,6,3,4,0,79,115,1515,8,31,31
34013004300,1751,1003,687,36,5,1,4,0,80,81,1543,7,14,26
34013004400,1159,643,479,21,3,0,1,0,51,56,1019,4,16,13
34013004500,2267,1445,772,28,3,2,2,0,99,81,2014,16,28,29
34013004600,2540,1563,883,69,2,3,7,0,193,135,2102,14,54,42
34013004700,3109,2090,936,52,4,4,8,0,116,134,2716,27,53,63
34013004801,1415,823,537,35,3,2,2,0,68,115,1171,11,30,20
34013004802,2235,1290,836,75,2,5,6,0,143,489,1522,6,30,45
34013004900,2826,1786,951,60,4,2,5,0,146,180,2379,21,49,51
34013005000,1955,1074,799,53,1,2,2,0,111,185,1565,26,37,31
34013005100,1572,1016,508,26,2,4,6,0,67,92,1361,8,19,25
34013005200,892,565,292,23,1,1,1,0,54,70,734,5,11,18
34013005300,1813,1092,655,41,3,2,4,0,88,102,1527,19,39,38
34013005400,2204,1223,884,61,3,4,9,0,118,216,1789,17,31,33
34013005700,1216,624,505,60,4,1,1,0,177,529,410,11,24,65
34013006200,1175,714,414,28,1,1,8,0,119,183,815,6,21,31
34013006400,1067,724,321,18,1,1,1,0,190,89,666,35,36,51
34013006600,938,588,316,25,0,1,2,0,60,142,682,7,11,36
34013006700,2000,1158,731,88,2,2,3,0,235,757,898,13,25,72
34013006800,1711,788,781,117,4,2,2,0,271,835,356,24,39,186
34013006900,1125,545,437,131,0,1,4,0,211,656,23,15,15,205
34013007000,1021,474,423,107,7,0,3,0,181,586,12,20,13,209
34013007100,1176,587,447,126,1,4,1,0,234,660,11,11,25,235
34013007200,1327,676,517,120,1,1,2,0,226,777,24,16,21,263
34013007300,1610,781,644,161,3,3,0,0,272,903,22,25,31,357
34013007400,973,458,416,80,4,1,3,0,201,537,34,8,13,180
34013007501,1327,683,549,74,0,1,5,0,218,734,210,13,11,141
34013007502,1041,502,442,79,0,4,2,0,182,542,187,15,17,98
34013007600,811,412,319,69,4,1,0,0,144,477,13,11,16,150
34013007700,772,403,294,64,2,0,0,0,162,426,13,11,11,149
34013007800,868,414,362,81,4,0,0,0,143,575,10,11,12,117
34013007900,1324,700,522,89,2,1,3,0,321,724,19,27,27,206
34013008000,1313,730,521,48,4,3,2,0,504,318,274,37,45,135
34013008100,3541,2121,1284,101,5,6,3,0,546,496,2156,64,97,182
34013008200,1267,795,430,31,3,2,1,0,121,179,848,49,32,38
34013008700,1980,981,861,110,4,2,3,0,287,1362,202,9,34,86
34013008800,1105,545,494,55,4,0,3,0,215,550,238,11,23,68
34013008900,963,489,391,65,5,1,1,0,170,588,140,6,19,40
34013009000,730,420,260,45,0,1,2,0,70,241,366,9,21,23
34013009100,1624,824,680,91,6,3,2,0,284,1091,152,16,21,60
34013009200,1766,905,751,80,5,3,3,0,229,866,585,4,18,64
34013009300,2777,1438,1142,152,11,4,6,0,370,1869,324,28,40,146
34013009400,3769,2191,1255,272,10,7,10,0,698,2010,709,59,78,215
34013009500,3902,2109,1490,252,10,6,6,0,604,2543,474,38,58,185
34013009600,2991,1578,1229,138,9,1,6,0,496,1661,635,14,44,141
34013009700,3059,1442,1386,186,7,8,10,0,386,2259,202,49,30,133
34013009900,1612,1123,435,37,2,3,3,0,77,99,1354,10,32,40
34013010000,2091,1430,588,56,1,2,8,0,128,139,1734,15,38,37
34013010100,2127,1440,623,49,0,0,2,0,126,151,1752,27,41,30
34013010200,3706,2720,887,68,5,5,7,0,483,314,2712,40,52,105
34013010300,2661,1701,875,56,7,2,10,0,180,240,2116,33,43,49
34013010400,2904,1906,922,52,5,2,4,0,212,226,2337,31,56,42
34013010500,2818,1795,934,51,7,5,6,0,162,230,2305,18,50,53
34013010600,2464,1448,915,70,2,6,4,0,159,183,2014,27,38,43
34013010700,2209,1379,737,74,2,2,2,0,116,221,1749,32,35,56
34013010800,1515,876,576,42,4,0,4,0,101,182,1153,9,30,40
34013010900,1611,1038,523,31,2,4,1,0,97,139,1316,9,22,28
34013011100,2170,1320,770,50,7,6,6,0,114,177,1772,28,32,47
34013011200,2037,1288,672,47,3,6,3,0,110,121,1708,29,30,39
34013011300,1924,1182,677,46,4,3,1,0,125,115,1600,23,31,30
34013011400,2987,2050,844,60,3,9,5,0,187,156,2512,35,32,65
34013011500,1575,1040,478,38,4,0,2,0,83,75,1343,6,22,46
34013011600,1822,1175,585,31,3,4,11,0,108,77,1554,15,45,23
34013011700,2240,1576,609,35,2,2,5,0,124,109,1900,24,36,47
34013011800,1591,1102,455,18,2,3,2,0,61,51,1422,12,23,22
34013011900,1158,679,421,38,2,3,3,0,125,76,886,17,16,38
34013012000,3427,2125,1172,97,2,4,5,0,299,208,2744,30,39,107
34013012100,1845,1087,686,49,5,3,3,0,150,178,1425,18,21,53
34013012200,3156,1917,1121,80,6,4,6,0,220,204,2569,38,51,74
34013012300,2767,1735,945,57,4,3,5,0,171,130,2354,24,44,44
34013012400,2466,1576,793,72,2,3,3,0,153,188,2022,27,28,48
34013012500,2517,1633,791,60,1,5,7,0,122,130,2169,16,44,36
34013012600,1683,1000,620,48,1,1,5,0,106,109,1411,15,16,26
34013012700,2532,1612,836,60,5,3,3,0,124,115,2181,18,51,43
34013012800,2024,1245,710,45,2,5,1,0,102,147,1702,13,17,43
34013012900,1777,1036,682,35,3,2,3,0,92,140,1490,6,18,31
34013013000,1384,835,504,33,2,1,4,0,66,85,1150,26,32,25
34013013100,1052,637,374,32,0,2,1,0,59,93,864,10,12,14
34013013200,1461,850,547,46,4,2,4,0,110,166,1126,6,24,29
34013013300,1912,1165,681,45,2,0,4,0,117,208,1514,13,35,25
34013013400,3344,1108,1439,786,3,2,1,0,2325,415,78,110,95,321
34013013500,3459,1201,1447,789,6,3,1,0,2300,505,61,135,154,304
34013013600,4213,1500,1857,809,16,5,6,0,2240,827,111,321,271,443
34013013700,3259,1124,1409,695,14,4,0,0,1945,641,79,109,147,338
34013013800,3403,1073,1446,865,5,2,1,0,2349,423,75,107,131,318
34013013900,3732,1241,1612,843,9,7,3,0,2122,780,91,212,166,361
34013014000,3173,1208,1339,592,5,4,3,0,1356,1075,106,154,190,292
34013014100,2525,970,1102,418,10,7,3,0,1068,1001,63,104,99,190
34013014200,2708,1103,1105,467,6,3,2,0,1073,1064,72,119,129,251
34013014300,3432,1426,1456,505,11,2,1,0,1119,1670,81,127,147,288
34013014400,2351,981,1032,312,3,2,4,0,689,1159,163,72,100,168
34013014500,2494,1145,1010,302,5,6,4,0,617,1394,133,51,110,189
34013014600,2994,1306,1310,334,9,5,4,0,889,1452,217,87,115,234
34013014700,3961,1742,1626,532,9,10,8,0,1423,1769,217,92,182,278
34013014800,2817,1310,998,492,2,6,1,0,1678,447,36,173,154,329
34013014900,3523,1573,1195,735,4,5,2,0,2187,547,54,188,147,400
34013015000,2435,1201,833,388,6,3,1,0,1387,408,119,110,121,290
34013015100,3624,1847,1245,488,7,9,4,0,1686,949,402,135,188,264
34013015200,3281,1547,1242,454,5,6,4,0,1636,813,270,78,166,318
34013015300,1912,973,700,211,7,6,3,0,758,472,341,78,96,167
34013015400,3557,1941,1220,362,11,11,4,0,1756,713,488,106,156,338
34013015500,2762,1389,962,378,5,2,7,0,1220,879,284,70,95,214
34013015600,3101,1746,1047,283,4,2,2,0,1307,663,718,79,103,231
34013015700,1759,953,654,123,5,4,3,0,502,502,512,48,73,122
34013015800,2839,1470,1046,283,8,12,3,0,1062,980,436,65,78,218
34013015900,3414,1877,1248,248,6,5,6,0,802,1439,652,146,135,240
34013016000,5639,2943,1869,808,10,0,0,0,3918,312,195,269,215,730
34013016100,2770,1729,826,207,2,3,1,0,1818,183,90,121,118,440
34013016200,2828,1733,808,279,3,3,0,0,1829,132,95,126,130,516
34013016300,2951,1913,802,235,0,1,0,0,2053,129,69,99,127,474
34013016400,2928,1897,780,242,6,0,0,0,1938,150,124,108,136,472
34013016500,3140,2113,799,218,5,2,0,0,1957,198,283,123,105,474
34013016600,2097,1348,617,115,9,3,1,0,841,168,759,63,59,207
34013016700,1897,1187,575,122,2,4,0,0,764,195,611,53,79,195
34013016800,2930,1766,924,212,7,6,4,0,1508,251,615,81,110,365
34013016900,2323,1410,695,207,6,2,0,0,1332,114,358,77,94,348
34013017000,2313,1519,659,118,3,2,3,0,978,176,746,83,77,253
34013017100,1456,920,471,54,1,2,3,0,189,124,1009,21,39,74
34013017200,2609,1867,647,82,4,0,3,0,439,172,1755,59,64,120
34013017301,4467,2128,1625,693,4,6,5,0,2323,407,356,207,207,967
34013017302,5101,2645,1875,562,7,3,3,0,2407,459,618,368,290,959
34013017400,4533,2256,1658,587,11,2,1,0,2102,523,698,241,204,765
34013017500,4811,2766,1552,466,12,0,2,0,2169,500,997,214,191,740
34013017600,3093,1748,1121,194,7,4,6,0,838,713,1215,53,68,206
34013017700,2705,1469,1020,177,10,5,9,0,663,702,1014,56,69,201
34013017800,2135,1198,773,143,3,3,2,0,633,446,776,67,61,152
34013017900,2781,1821,740,201,6,2,1,0,1288,255,856,67,58,257
34013018000,4946,2933,1497,492,9,5,1,0,2525,374,959,211,181,696
34013018100,1220,784,392,28,2,0,3,0,58,129,981,7,14,31
34013018200,2330,1465,777,62,2,4,4,0,159,330,1729,40,26,46
34013018300,2029,1216,722,68,2,2,3,0,215,241,1446,28,29,70
34013018400,1421,927,455,29,0,2,1,0,82,122,1151,24,20,22
34013018600,2038,1156,764,89,7,7,4,0,596,383,816,27,62,154
34013018700,2962,1957,909,63,7,4,4,0,248,190,2370,44,52,58
34013018800,3084,2074,900,86,4,3,2,0,300,195,2436,31,54,68
34013018900,2133,1257,770,74,7,6,8,0,264,252,1474,48,29,66
34013019000,3878,2598,1008,260,5,3,1,0,2094,148,465,173,144,854
34013019100,3377,2268,888,203,7,1,2,0,1314,166,1276,149,82,390
34013019200,2148,1443,576,121,3,2,2,0,910,111,692,64,87,284
34013019300,2955,1901,845,190,6,4,5,0,1480,198,653,86,106,432
34013019400,2344,1568,614,156,2,1,0,0,1567,108,44,91,95,439
34013019500,3450,2412,827,194,4,6,1,0,2160,169,325,132,92,572
34013019600,4396,2940,1210,222,5,6,1,0,1244,289,2182,154,141,386
34013019700,4557,2978,1352,188,5,7,5,0,863,309,2976,79,127,203
34013019800,2066,1529,418,111,3,2,0,0,1138,120,423,55,62,268
34013019900,1960,1293,495,165,2,3,0,0,1380,86,44,51,64,335
34013020000,4609,1721,2021,857,7,0,0,0,2434,136,5,786,248,1000
34013020100,3847,1442,1782,613,6,1,1,0,1707,91,34,771,250,994
34013020200,3583,1776,1334,460,6,5,0,0,1911,175,23,526,207,741
34013020300,2734,1097,1163,453,6,4,2,0,1382,182,27,503,201,439
34013020400,3939,1540,1678,701,6,2,1,0,1875,207,25,581,267,984
34013020500,6193,2453,2685,1032,5,3,4,0,2707,253,45,1105,503,1580
34013020600,4370,1703,1907,746,7,4,0,0,2138,248,31,687,297,969
34013020700,3670,1423,1602,626,10,2,0,0,1914,283,33,613,182,645
34013020800,5573,2087,2497,955,10,2,4,0,2718,307,45,916,370,1217
34013020901,1899,477,584,826,5,2,0,0,1465,107,0,57,73,197
34013020902,5390,1781,1965,1620,8,4,0,0,3829,331,25,267,202,736
34013021000,4374,1515,1737,1100,7,4,0,0,3211,330,20,112,155,546
34013021100,3917,1507,1572,819,7,3,2,0,2751,349,28,145,154,490
34013021200,3063,1163,1198,684,5,3,1,0,2323,188,21,62,87,382
34013021300,5117,1527,2120,1439,15,3,4,0,3449,431,53,318,301,565
34013021400,5328,1556,2263,1488,6,4,1,0,3828,437,36,211,217,599
34013021601,6286,1170,2297,2770,13,5,5,0,4581,529,11,200,300,665
34013021602,5488,1560,2229,1672,8,3,1,0,3638,318,14,307,284,927
34013021701,2637,908,1101,609,9,3,1,0,1957,244,22,60,81,273
34013021702,3226,1194,1236,777,9,2,1,0,2404,234,22,59,115,392
34013021801,2228,659,911,647,3,2,1,0,1664,169,3,45,91,256
34013021802,2880,916,1132,815,6,1,1,0,1918,255,7,124,151,425
34013021803,3973,1192,1642,1121,4,0,3,0,3019,267,11,114,124,438
34013022700,1910,1088,734,63,1,4,3,0,175,336,1316,14,23,46
34013022800,1523,913,564,28,2,3,2,0,119,151,1194,15,22,22
34013022900,2310,1311,878,89,4,5,5,0,416,404,1232,63,73,122
34013023000,2383,1395,881,68,4,4,6,0,248,404,1601,11,39,80
34013023100,1583,887,626,50,3,1,4,0,85,149,1296,17,11,25
34013023200,1957,1052,819,53,1,3,5,0,115,246,1493,22,30,51
34013980100,22,10,11,0,0,0,0,0,16,2,0,0,1,3
34013980200,102,47,47,5,1,0,1,0,19,26,42,3,5,7
34007600200,1238,679,475,62,4,4,1,0,145,389,644,12,13,35
34007600400,1894,990,760,88,5,5,7,0,264,700,847,17,20,46
34007600700,1036,562,408,41,3,2,3,0,147,631,215,3,5,35
34007600800,3438,1841,1339,170,6,13,16,0,503,2108,680,25,22,100
34007600900,2095,1082,838,118,4,9,9,0,389,1395,166,17,24,104
34007601000,3206,1601,1369,172,12,4,11,0,458,2202,371,29,31,115
34007601101,1681,804,733,93,4,8,6,0,250,1002,283,85,15,46
34007601102,2920,1524,1176,167,4,8,5,0,422,1631,521,244,20,82
34007601200,3418,1874,1288,198,6,6,9,0,468,1733,1021,79,35,82
34007601300,2686,1500,1004,124,7,7,9,0,415,1287,852,32,19,81
34007601400,3111,1974,968,111,3,4,9,0,204,386,2411,13,39,58
34007601500,3532,2056,1281,121,8,5,4,0,288,931,2163,30,52,68
34007601600,1312,734,491,58,4,3,8,0,76,276,924,6,12,18
34007601700,1892,1119,635,97,2,8,7,0,261,527,1021,12,25,46
34007601800,791,442,296,30,0,1,2,0,152,223,351,25,11,29
34007601900,1792,1038,634,70,4,9,8,0,155,475,1102,9,18,33
34007602000,3863,2065,1506,183,8,13,13,0,593,1085,2004,26,41,114
34007602503,1937,1178,596,132,1,5,2,0,295,714,744,98,21,65
34007602601,2007,1037,671,272,7,1,3,0,830,480,345,202,34,116
34007602602,1899,981,677,205,9,4,4,0,538,621,418,193,36,93
34007602901,3843,1974,1229,602,10,2,6,0,2272,633,389,152,96,301
34007602902,2127,1118,702,276,6,1,5,0,1106,454,347,49,38,133
34007603001,2626,1222,900,469,6,6,2,0,1651,441,151,136,46,201
34007603002,3175,1617,1205,290,7,5,10,0,846,1196,612,326,45,150
34007603100,2859,1413,929,473,10,8,3,0,1956,366,198,65,52,222
34007603201,3458,1506,1271,635,10,6,6,0,2184,441,235,172,106,320
34007603202,1657,771,589,283,1,4,2,0,1019,154,54,141,92,197
34007603301,4321,1925,1539,809,11,5,8,0,2430,442,170,394,252,633
34007603302,4806,2175,1656,932,17,7,4,0,3098,340,118,286,234,730
34007603303,2068,971,695,383,2,3,2,0,1193,196,60,143,155,321
34007603400,5544,2487,1982,1001,19,11,6,0,3504,442,179,400,298,721
34007603501,5113,2483,1699,885,11,6,3,0,2703,243,221,698,298,950
34007603503,3847,2043,1146,632,10,4,4,0,2156,117,43,340,185,1006
34007603504,2143,1194,595,340,5,5,0,0,1214,102,33,155,112,527
34007603505,2594,1207,886,468,9,9,2,0,1687,217,68,178,115,329
34007603506,5098,2418,1681,966,16,7,2,0,3109,273,72,529,277,838
34007603507,5580,2627,1883,1034,15,4,7,0,3116,218,64,608,295,1279
34007603601,2869,1257,959,632,4,5,4,0,2042,179,95,91,100,362
34007603602,2151,831,708,596,6,4,2,0,1739,67,4,74,63,204
34007603603,2121,905,713,485,5,5,0,0,1653,92,10,56,54,256
34007603700,2370,1068,804,465,7,5,2,0,1617,236,57,85,94,281
34007603800,4414,2119,1355,911,11,4,0,0,3710,129,13,30,82,450
34007603901,4056,1924,1316,785,16,5,2,0,3337,158,17,37,64,443
34007603902,2178,1098,642,418,11,2,0,0,1726,108,17,34,33,260
34007604100,1911,1037,684,132,10,7,7,0,565,563,537,155,22,69
34007604200,2551,1438,758,331,3,10,3,0,1915,184,107,44,54,247
34007604300,3034,1739,837,431,8,7,3,0,2417,140,29,45,66,337
34007604400,2577,1478,686,389,11,6,1,0,2138,111,15,30,29,254
34007604600,1536,765,500,247,6,5,1,0,1176,125,26,13,29,167
34007604700,1448,680,487,263,8,2,0,0,1225,48,2,18,29,126
34007605100,1810,827,608,345,6,7,0,0,1508,104,12,8,24,154
34007605200,1718,769,614,311,8,0,1,0,1293,173,32,48,45,127
34007605300,1308,571,497,213,6,2,5,0,1009,112,21,19,24,123
34007605400,2080,898,739,417,11,3,3,0,1692,130,1,13,49,195
34007605602,2123,893,768,442,1,2,2,0,1777,80,6,8,28,224
34007605700,2768,1172,944,624,14,5,0,0,2289,117,15,41,53,253
34007605800,2345,1007,779,541,11,0,2,0,2008,55,3,22,42,215
34007605900,2074,920,675,464,5,4,1,0,1732,44,2,17,33,246
34007606000,1697,778,529,379,4,2,1,0,1430,45,12,15,21,174
34007606100,1889,876,594,412,4,2,0,0,1541,42,2,18,27,259
34007606200,3268,1502,1040,707,12,3,0,0,2638,90,1,82,59,398
34007606300,1925,905,623,389,5,1,0,0,1544,53,32,25,37,234
34007606400,2578,946,917,704,6,4,0,0,2111,55,6,53,55,298
34007606500,2399,1744,544,90,2,5,3,0,184,139,1942,28,69,37
34007606600,1690,746,561,366,5,3,3,0,1299,90,23,16,53,209
34007606700,3392,1472,1202,670,19,8,3,0,2694,140,99,50,86,323
34007606800,2725,1246,949,487,9,9,3,0,1999,157,11,193,107,258
34007607000,3220,1595,1033,546,11,10,4,0,2550,230,22,23,81,314
34007607100,2805,1432,830,502,14,8,1,0,2262,173,14,40,51,265
34007607200,3227,1546,1070,581,7,7,5,0,2451,229,120,75,59,293
34007607300,3225,1512,1095,563,13,8,9,0,2202,251,379,52,64,277
34007607401,2160,1127,680,317,13,4,0,0,1308,199,364,63,43,183
34007607402,1791,965,544,260,5,4,7,0,1094,142,307,55,37,156
34007607502,4631,2088,1521,998,11,5,2,0,2956,184,120,350,232,789
34007607503,5245,2450,1863,896,13,4,3,0,2857,267,212,699,363,847
34007607504,3156,1224,1190,719,9,5,1,0,2059,94,70,277,147,509
34007607505,3662,1584,1333,723,9,4,0,0,2207,186,141,362,246,520
34007607506,1659,816,608,212,10,1,3,0,888,149,170,192,98,162
34007607507,3495,1614,1248,597,10,8,2,0,2204,263,239,262,142,385
34007607600,1789,746,616,408,12,5,0,0,1424,77,36,27,51,174
34007607701,2696,1567,860,212,3,4,7,0,805,402,1262,40,50,137
34007607702,2561,1347,865,306,10,5,9,0,1357,271,685,35,48,165
34007607801,4297,2356,1429,429,16,7,14,0,1976,435,1445,60,95,286
34007607802,1688,846,592,230,4,2,3,0,1078,181,215,20,37,157
34007607900,1526,641,531,338,6,3,0,0,1238,65,43,9,35,136
34007608001,2196,959,844,360,12,6,3,0,1412,191,270,51,63,209
34007608202,3070,1371,1042,624,13,3,1,0,2164,176,395,32,53,250
34007608205,3143,1274,1066,777,7,7,2,0,2565,123,54,57,50,294
34007608206,2674,1070,938,623,8,4,4,0,2129,147,60,36,47,255
34007608209,2518,1182,840,464,6,5,5,0,1754,173,310,67,36,178
34007608210,2367,1107,841,384,9,2,3,0,1574,252,168,43,72,258
34007608211,3640,1930,1187,475,8,9,5,0,1764,283,967,148,219,259
34007608302,3131,1419,1065,597,17,6,5,0,2398,230,142,29,48,284
34007608303,2167,898,764,461,13,6,4,0,1601,148,127,28,62,201
34007608304,4514,1946,1500,1006,17,6,9,0,3427,265,184,50,109,479
34007608401,2907,1228,1021,617,10,5,6,0,2207,196,173,39,49,243
34007608402,3025,1466,987,545,4,8,4,0,2013,140,461,56,94,261
