FULLCODE,total_reg,party_dem,party_npp,party_rep,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
34023008606,1465,715,593,139,3,4,2,0,589,172,127,303,75,199
34023008700,3784,1575,1370,806,8,10,5,0,2261,221,107,601,150,444
34023008801,1365,700,506,144,2,5,2,0,565,125,103,260,145,167
34023009000,1982,973,749,220,8,4,5,0,745,353,452,135,105,192
34023009101,1880,869,673,307,9,3,5,0,1009,436,49,87,84,215
34023009200,3241,1356,1260,575,16,9,9,0,1875,562,102,176,153,373
34023009300,2804,1357,1192,213,9,5,4,0,995,712,347,256,165,329
34023009400,3449,1319,1453,625,8,9,6,0,1442,462,90,574,372,509
34023980000,56,32,14,8,0,1,0,0,21,17,14,0,1,3
34023980100,87,42,35,9,0,0,0,0,15,41,17,3,4,7
34023980200,139,49,84,6,0,0,0,0,62,14,7,25,11,20
34041030600,2489,942,822,679,10,9,6,0,1843,225,70,50,52,249
34041030700,3262,1181,1245,764,14,13,11,0,2270,405,141,34,66,346
34041030800,2277,830,783,625,15,3,1,0,1684,195,78,18,50,252
34041030900,1650,575,631,406,6,4,6,0,1160,198,73,14,24,181
34041031101,4648,983,1468,2145,17,8,5,0,3771,233,12,44,97,491
34041031102,3138,672,1004,1437,7,4,2,0,2498,146,7,17,68,402
34041031200,5880,1223,1897,2698,18,13,8,0,4723,288,11,45,129,684
34041031301,4094,1031,1469,1548,20,8,1,0,3162,294,9,60,131,438
34041031302,4066,1000,1329,1702,15,7,1,0,3086,250,30,71,127,502
34041031401,3770,1142,1327,1227,20,17,8,0,2604,475,23,121,168,379
34041031402,2995,832,1067,1055,16,3,6,0,2106,354,29,56,103,347
34041031500,4901,1128,1617,2083,25,5,5,0,3555,442,91,82,169,562
34041031601,3625,707,979,1909,7,3,1,0,2977,148,8,14,55,423
34041031602,1767,388,593,760,8,2,2,0,1382,98,10,10,60,207
34041031700,1866,461,561,815,10,3,4,0,1505,91,4,11,35,220
34041031800,2049,419,600,1010,6,6,0,0,1679,55,6,15,25,269
34041031900,5141,1236,1681,2150,30,9,10,0,3992,335,52,61,122,579
34041032000,5009,1459,1801,1655,29,7,10,0,3668,476,115,86,136,528
34041032101,2239,483,708,1017,5,9,2,0,1732,114,9,46,72,266
34041032102,4096,1091,1306,1651,9,10,3,0,2838,376,146,141,145,450
34041032200,5829,1685,1823,2240,35,10,2,0,4297,455,176,122,143,636
34041032300,2433,622,902,886,11,4,0,0,1917,121,19,13,35,328
34041032400,1636,539,538,539,8,3,1,0,1219,111,15,6,40,245
34001000100,1418,820,393,185,5,3,3,0,435,399,188,158,156,82
34001000200,1909,924,539,420,8,5,3,0,827,364,18,235,206,259
34001000300,1644,831,539,245,3,5,4,0,399,470,37,390,212,136
34001000400,1632,718,536,350,5,3,6,0,727,288,62,199,157,199
34001000500,1308,669,426,186,4,4,4,0,227,317,17,432,211,104
34001001100,1504,1017,412,54,1,2,4,0,162,158,1110,17,35,22
34001001200,2251,1510,613,88,2,13,3,0,292,244,1581,30,54,50
34001001300,1463,994,378,71,4,4,2,0,188,146,1034,19,32,44
34001001400,2344,1462,730,103,5,9,7,0,312,523,1393,18,31,67
34001001500,1144,768,304,58,2,3,3,0,189,197,670,37,20,31
34001001900,970,536,310,102,4,4,4,0,344,148,374,16,25,63
34001002300,1741,951,568,189,5,8,4,0,453,475,141,256,280,136
34001002400,1835,946,689,174,5,2,1,0,582,259,647,121,96,130
34001002500,2442,1467,722,219,9,2,4,0,576,312,1283,95,87,89
34001010101,2603,541,773,1270,6,4,2,0,2174,86,4,23,45,271
34001010102,1260,289,376,581,2,4,2,0,1060,45,0,16,12,127
34001010104,948,265,307,369,3,0,0,0,771,42,2,7,30,96
34001010105,1781,510,603,657,4,2,0,0,1237,151,15,88,114,176
34001010200,5093,1561,1760,1706,18,13,12,0,3882,390,91,116,114,500
34001010300,1821,732,689,367,5,6,5,0,912,203,264,212,115,115
34001010401,4688,1247,1748,1632,21,9,3,0,3551,335,121,84,65,532
34001010403,4842,1813,1993,957,14,14,3,0,2379,643,241,807,349,423
34001010501,6157,1895,2004,2188,18,15,10,0,4887,340,64,108,151,607
34001010503,4878,2088,1863,841,19,16,11,0,2404,689,909,278,223,375
34001010505,2344,695,890,727,10,4,2,0,1716,177,39,128,50,234
34001010506,4205,1239,1670,1240,20,7,7,0,2904,352,45,435,110,359
34001010600,2922,1220,997,660,13,5,4,0,1740,612,265,36,39,230
34001010700,4651,1149,1704,1733,21,7,9,0,3418,646,82,16,55,434
34001010800,1900,445,743,690,7,2,3,0,1468,231,15,8,27,151
34001010900,4069,1043,1677,1300,12,5,4,0,3032,539,64,49,47,338
34001011000,1886,457,750,658,2,4,0,0,1460,226,3,7,29,161
34001011100,1880,470,734,642,9,2,1,0,1384,275,9,6,22,184
34001011201,1386,323,456,594,5,1,0,0,1100,98,34,7,17,130
34001011202,5547,1836,1991,1617,29,10,13,0,3899,553,499,30,95,471
34001011300,3127,864,1311,894,7,4,7,0,1944,784,89,48,42,220
34001011401,3803,961,1409,1384,14,8,5,0,2993,264,54,41,51,400
34001011403,4106,1792,1583,661,10,12,12,0,1835,621,993,172,149,336
34001011404,6891,2415,2489,1869,17,13,18,0,4566,758,425,294,221,627
34001011500,5052,1685,2004,1280,24,16,7,0,3357,504,636,75,66,414
34001011600,3932,957,1350,1575,6,9,10,0,3270,140,30,19,57,416
34001011702,2304,965,883,399,10,8,8,0,941,629,441,66,70,157
34001011703,3568,1323,1444,749,12,3,7,0,1614,569,229,577,303,276
34001011704,3230,1241,1293,628,8,11,8,0,1539,730,167,299,234,261
34001011803,3670,1228,1367,1011,18,8,7,0,2369,542,169,144,122,324
34001011804,5346,1404,2012,1871,16,8,8,0,4067,384,92,106,134,563
34001011805,1822,420,690,688,12,2,2,0,1480,103,6,29,29,175
34001011806,5674,1581,2017,2018,18,6,5,0,4076,482,114,285,181,536
34001011807,4535,1502,1651,1317,16,6,6,0,2788,566,145,377,228,431
34001011808,2707,901,1029,733,11,8,5,0,1570,351,202,247,119,218
34001011901,2082,1158,757,125,4,3,11,0,326,753,904,20,38,41
34001011902,2531,1363,933,185,6,9,6,0,533,758,1044,34,47,115
34001012000,2762,1426,967,314,9,9,4,0,753,876,796,107,94,136
34001012100,1465,763,537,120,5,5,7,0,363,616,368,32,24,62
34001012200,3416,1950,1181,212,11,7,14,0,515,1181,1505,36,57,122
34001012302,2468,680,908,861,4,4,3,0,1783,229,11,96,57,292
34001012401,2165,652,790,691,14,5,4,0,1692,160,24,60,34,195
34001012402,1789,547,638,585,11,1,0,0,1420,115,4,24,52,174
34001012501,1634,456,575,591,5,1,1,0,1202,59,3,94,65,211
34001012502,1329,384,450,478,8,2,0,0,994,51,0,53,25,206
34001012602,1233,306,438,481,2,1,1,0,966,44,0,33,38,152
34001012701,2489,850,891,699,15,11,6,0,1827,187,91,58,51,275
34001012702,1203,386,411,386,5,2,4,0,874,87,89,16,23,114
34001012801,2621,798,985,801,8,5,6,0,1900,192,168,34,48,279
34001012802,1325,350,423,537,6,3,0,0,1112,57,11,9,14,122
34001013000,2879,871,918,1081,3,1,2,0,2044,68,3,28,75,661
34001013101,949,278,288,376,2,1,1,0,688,24,1,7,25,204
34001013102,1030,287,326,410,0,3,0,0,799,37,1,4,23,166
34001013201,1577,592,567,392,9,3,2,0,844,237,14,130,116,236
34001013202,1706,509,633,542,3,8,0,0,1127,190,13,62,109,205
34001013301,1782,644,579,542,0,3,2,0,1271,151,15,28,67,250
34001013302,1857,575,625,636,7,4,0,0,1308,161,12,60,86,230
34001013500,2338,607,715,1006,4,2,2,0,1883,48,3,31,53,320
34001983400,82,27,42,11,1,1,0,0,50,17,5,2,3,5
34001990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34025800101,2623,767,1023,793,13,10,3,0,2066,145,6,33,66,307
34025800102,892,333,316,235,3,3,1,0,721,34,1,8,27,101
34025800200,3614,1235,1372,960,12,15,4,0,2897,173,11,45,87,401
34025800400,2689,752,1095,809,9,5,1,0,2207,157,6,25,54,240
34025800500,3228,820,1386,970,19,5,3,0,2493,236,14,59,84,342
34025800601,3565,1052,1426,1013,18,12,5,0,2793,310,15,37,80,330
34025800602,2716,689,1130,869,12,1,1,0,2162,205,0,34,60,255
34025800701,3796,979,1562,1208,11,7,2,0,3000,254,6,61,85,390
34025800702,2621,573,1113,910,7,3,1,0,2057,157,3,35,78,291
34025800800,5001,1301,2044,1593,20,11,5,0,3936,324,13,91,108,529
34025800900,4789,1374,1823,1543,20,10,4,0,3783,199,60,91,120,536
34025801000,3188,818,1267,1059,14,5,4,0,2522,186,17,56,84,323
34025801100,3561,879,1363,1293,12,4,4,0,2818,188,4,85,97,369
34025801200,2855,648,1120,1066,12,0,2,0,2318,119,0,72,69,277
34025801300,5163,1438,1877,1805,10,6,5,0,4244,225,4,66,114,510
34025801400,3186,893,1280,987,8,4,3,0,2592,171,8,24,84,307
34025801500,5609,1290,2315,1968,15,8,1,0,4353,271,6,175,186,618
34025801600,3644,1102,1521,917,20,11,11,0,2585,529,73,34,74,349
34025801700,2380,778,1035,504,16,10,7,0,1633,349,58,20,93,227
34025801800,4224,1116,1777,1249,17,12,7,0,3100,506,12,43,117,446
34025801900,2221,701,930,552,11,7,7,0,1617,280,57,36,49,182
34025802000,2570,856,986,690,11,6,2,0,1897,288,38,30,73,244
34025802100,4550,1239,1869,1374,15,9,11,0,3462,418,16,80,126,448
34025802200,2691,765,1087,791,11,11,5,0,2049,264,3,39,57,279
34025802300,3432,913,1392,1076,14,9,4,0,2624,321,8,71,84,324
34025802400,4283,1236,1660,1333,21,7,3,0,3195,387,12,141,166,382
34025802500,2416,791,1066,515,15,5,6,0,1471,291,177,43,94,340
34025802600,3284,1379,1261,581,20,7,9,0,1631,384,656,144,187,282
34025802700,3010,982,1222,764,13,4,4,0,1995,314,97,102,133,369
34025802800,3504,1152,1353,964,7,8,4,0,2481,282,39,119,131,452
34025802900,1486,499,567,396,3,6,5,0,1073,120,19,41,61,172
34025803000,4252,1434,1687,1066,20,12,11,0,2996,394,143,131,191,397
34025803100,2539,844,1031,623,8,6,3,0,1789,250,74,74,86,266
34025803201,2958,754,1189,988,3,7,3,0,1832,161,13,494,178,280
34025803202,4947,1156,1796,1964,7,3,5,0,2777,298,13,889,382,588
34025803300,5515,1293,1878,2313,10,8,1,0,3465,256,5,791,388,610
34025803400,1964,942,715,264,8,10,7,0,958,378,439,25,27,137
34025803500,1812,780,626,389,5,3,2,0,1385,128,6,26,49,218
34025803601,1415,490,507,403,5,4,1,0,1065,106,16,15,30,183
34025803602,1991,845,704,417,6,7,2,0,1533,126,23,22,58,229
34025803700,4801,1459,1850,1462,14,5,0,0,3944,148,52,45,108,504
34025803800,2760,566,1140,1042,8,2,0,0,2151,83,2,46,74,404
34025803900,3075,674,1260,1116,11,5,0,0,2527,79,4,47,78,340
34025804100,2919,731,1094,1069,7,4,1,0,2356,94,1,26,72,370
34025804200,5080,1356,1616,2082,15,2,0,0,4146,154,4,79,144,553
34025804600,2723,724,1042,932,6,5,2,0,2114,146,33,77,77,276
34025804801,5331,1790,2171,1283,28,15,4,0,3684,450,262,195,197,543
34025804802,2055,768,578,698,2,1,3,0,1529,79,36,58,66,287
34025805001,3032,1251,1205,512,19,10,6,0,1714,414,433,138,84,249
34025805100,3104,831,1297,943,9,6,7,0,2103,302,21,146,134,398
34025805300,4956,1274,1916,1718,12,7,7,0,4084,209,7,33,84,539
34025805400,2877,1109,1101,617,11,13,6,0,1802,401,189,36,84,365
34025805500,2048,931,822,248,5,10,4,0,919,473,447,20,29,160
34025805600,1111,596,427,62,8,5,1,0,213,318,511,11,13,45
34025805700,1315,547,550,191,5,1,4,0,710,423,48,12,18,104
34025805800,1482,549,565,339,8,4,5,0,807,340,41,27,87,180
34025805900,2322,920,1003,353,10,6,5,0,1216,687,118,32,45,224
34025806000,2330,825,899,572,9,4,9,0,1393,317,26,40,103,451
34025806100,1946,483,822,615,9,5,1,0,940,127,28,18,199,634
34025806201,1746,388,780,566,4,1,1,0,1072,108,4,15,97,450
34025806202,3308,887,1439,953,11,8,1,0,2519,250,8,36,96,399
34025806300,1615,460,710,428,4,1,4,0,1022,63,1,33,125,371
34025806400,3653,1037,1569,1007,11,9,3,0,2545,257,14,104,146,587
34025806501,2487,990,927,533,8,4,8,0,1381,297,270,106,159,274
34025806502,2561,899,1019,599,12,8,1,0,1668,194,103,104,158,334
34025806503,3690,1204,1410,1055,7,2,1,0,2550,180,26,166,172,596
34025806504,2020,803,867,321,3,3,5,0,1062,212,327,88,92,239
34025806600,4306,1476,1815,960,15,14,8,0,3154,283,37,94,150,588
34025807004,2003,993,679,300,11,12,0,0,1241,163,242,25,52,280
34025807005,1446,689,574,160,8,4,0,0,779,140,345,17,26,139
34025807006,1143,540,443,128,9,5,1,0,553,130,294,17,28,121
34025807100,1843,1053,621,144,7,4,5,0,706,179,827,13,15,103
34025807200,880,448,377,37,3,0,8,0,141,91,608,2,12,26
34025807300,1546,744,676,67,4,7,10,0,186,192,1103,14,15,36
34025807401,1033,419,365,234,2,2,2,0,812,47,27,6,23,118
34025807402,1517,655,481,366,6,3,2,0,1205,55,34,9,33,181
34025807500,1684,848,633,162,6,8,8,0,597,258,714,12,23,80
34025807600,2222,1235,806,114,6,6,15,0,280,225,1639,15,19,44
34025807700,2699,1604,845,202,11,6,9,0,590,197,1714,26,55,117
34025807800,3805,2019,1305,424,11,10,9,0,1343,376,1820,59,50,157
34025807900,3078,1487,1075,463,10,11,11,0,1443,226,1136,41,60,172
34025808001,3596,1022,1452,1088,13,5,2,0,2970,163,12,26,68,357
34025808002,1677,613,676,371,6,2,3,0,1264,117,84,5,30,177
34025808100,3582,1179,1418,919,15,8,8,0,2769,235,161,30,79,308
34025808201,1641,628,630,359,16,2,1,0,1193,164,14,18,52,200
34025808202,1266,419,499,325,11,7,3,0,961,76,13,14,37,165
34025808300,1670,459,657,539,6,2,0,0,1394,45,4,8,30,189
34025808401,1803,541,700,546,7,4,3,0,1427,61,3,14,57,241
34025808402,2711,799,1159,718,17,7,3,0,2064,209,33,26,55,324
34025808501,2975,668,1210,1063,6,9,2,0,2452,129,2,39,80,273
34025808502,2245,631,905,669,11,8,4,0,1871,127,4,12,36,195
34025808600,4727,998,1910,1776,10,8,4,0,3895,185,76,56,97,418
34025808701,4165,789,1658,1697,10,4,1,0,3414,172,9,74,98,398
34025808702,3686,721,1406,1539,7,0,2,0,3093,131,2,61,86,313
34025808800,3515,790,1412,1282,6,6,4,0,2983,100,6,14,71,341
34025808901,2125,583,731,797,7,0,1,0,1838,68,4,11,29,175
34025808902,1931,591,730,593,4,2,3,0,1611,82,0,22,27,189
34025809000,1251,407,525,302,5,3,1,0,987,91,22,16,26,109
34025809100,2734,576,923,1215,9,4,0,0,2351,69,1,31,42,240
34025809200,1812,311,577,916,3,0,0,0,1564,29,2,7,29,181
34025809301,2657,785,974,875,7,5,1,0,2312,84,4,14,40,203
34025809302,2592,663,1002,901,11,4,3,0,2195,71,1,13,42,270
34025809400,4242,868,1458,1889,11,5,3,0,3552,138,46,46,84,376
34025809503,4769,1393,2178,1148,16,6,5,0,2218,258,47,1163,409,674
34025809504,1883,474,862,537,0,3,1,0,805,84,25,449,214,306
34025809505,4514,1281,1973,1215,12,4,7,0,2196,186,13,785,448,886
34025809506,2257,683,1059,492,5,2,3,0,1003,131,19,361,314,429
34025809600,5555,1745,2316,1444,21,4,1,0,2997,307,22,468,529,1232
34025809701,4358,1269,1910,1144,10,4,2,0,2301,248,28,655,297,829
34025809703,3714,1183,1442,1067,7,2,2,0,2156,156,9,245,270,878
34025809704,4618,1316,2201,1059,9,3,6,0,2145,200,32,730,530,981
34025809901,4335,753,1525,2020,17,4,1,0,3307,184,6,163,162,513
34025809902,3863,655,1451,1727,11,6,3,0,2903,196,0,161,151,452
34025809903,38,13,13,12,0,0,0,0,15,12,5,0,1,5
34025810001,4378,1148,1874,1317,14,4,5,0,2644,337,36,235,345,781
34025810002,3082,970,1087,991,7,4,4,0,2072,173,6,104,197,530
34025810003,3992,1013,1670,1259,17,6,3,0,2656,245,17,128,250,696
34025810004,3203,806,1394,977,8,0,4,0,2207,203,4,121,172,496
34025810101,3205,894,1333,953,7,3,2,0,2084,230,5,129,170,587
34025810102,3409,989,1460,929,10,5,2,0,2025,216,11,252,225,680
34025810201,4676,1096,2033,1501,13,0,9,0,2747,252,74,385,373,845
34025810202,4984,1561,1975,1401,17,4,5,0,2799,255,55,436,394,1045
34025810300,1412,367,595,431,3,3,0,0,859,164,8,61,102,218
34025810401,2838,713,1186,910,3,5,2,0,1891,204,16,146,159,422
34025810402,5853,1544,2401,1833,23,10,6,0,3918,404,47,408,303,773
34025810501,3206,894,1339,935,8,3,3,0,2160,325,82,106,130,403
34025810503,3191,1033,1155,970,6,3,5,0,2171,243,24,86,140,527
34025810504,2993,897,1201,861,5,3,4,0,2028,297,50,99,122,397
34025810505,2958,750,1213,976,4,5,2,0,1885,246,8,195,147,477
34025810600,5475,1332,2138,1946,14,13,8,0,3878,418,33,196,229,721
34025810700,1248,448,471,305,9,2,1,0,841,164,30,37,34,142
34025810800,1454,637,588,182,12,5,9,0,549,418,295,36,38,118
34025810900,1555,511,644,373,9,6,3,0,1046,242,30,22,50,165
34025811000,1488,580,580,291,11,6,1,0,843,317,98,18,48,164
34025811101,4389,1287,1626,1439,10,6,6,0,3082,364,46,143,193,561
34025811102,5499,1133,2131,2172,16,12,5,0,4123,350,39,205,171,611
34025811200,3979,898,1664,1356,17,9,7,0,2808,391,25,80,173,502
34025811301,4372,1220,1788,1285,23,9,8,0,2834,508,90,190,219,531
34025811303,3415,894,1505,977,7,4,1,0,2517,289,39,85,110,375
34025811304,2517,697,1023,762,10,3,2,0,1714,286,20,101,109,287
34025811401,4264,1063,1822,1323,13,11,6,0,3166,348,28,120,104,498
34025811402,3216,941,1271,956,10,8,6,0,2331,308,43,52,122,360
34025811501,4911,1158,2164,1531,17,9,6,0,3671,446,37,69,178,510
34025811502,2720,592,1170,921,15,6,1,0,2102,195,20,39,79,285
34025811600,1221,293,476,433,6,5,0,0,953,81,7,12,29,139
34025811900,5638,1261,1945,2396,12,6,7,0,4234,266,37,204,186,711
34025812000,1407,479,559,353,9,1,0,0,1119,63,42,6,35,142
34025812100,1256,313,500,426,6,1,0,0,970,62,1,22,48,153
34025812200,2429,773,1001,613,8,4,7,0,1647,259,75,120,90,238
34025812300,4041,1236,1537,1240,10,4,1,0,3234,221,45,103,81,357
34025812400,1750,503,576,661,4,1,0,0,1194,82,2,15,101,356
34025812501,4993,1001,1857,2083,15,6,5,0,3594,340,46,153,238,622
34025812502,3982,1150,1407,1391,8,9,1,0,2728,268,51,195,211,529
34025812600,4972,1664,1914,1331,19,12,6,0,3302,397,475,146,156,496
34025990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34033020100,1408,399,447,538,9,3,1,0,1125,52,90,9,14,118
34033020200,1086,577,361,129,2,4,0,0,389,209,420,13,5,50
34033020300,1611,868,541,142,7,2,7,0,532,427,561,5,13,73
34033020400,1557,668,598,271,2,2,3,0,847,219,349,8,34,100
34033020500,2197,889,784,501,5,2,2,0,1425,198,329,20,44,181
34033020600,1849,582,724,516,11,1,1,0,1422,150,85,18,25,149
34033020700,3056,775,1138,1114,7,5,3,0,2435,112,120,29,36,324
34033020800,2677,895,993,743,15,6,2,0,2053,96,217,34,31,246
34033020900,2457,469,994,961,9,7,0,0,2157,62,12,6,14,206
34033021000,941,231,345,345,9,4,2,0,807,30,3,6,12,83
34033021101,3547,913,1420,1169,19,7,2,0,2958,169,14,34,47,325
34033021102,3046,964,1163,875,10,7,8,0,2199,207,287,37,54,262
34033021201,2521,582,940,966,14,2,1,0,2155,42,69,11,23,221
34033021202,1906,589,652,630,11,4,2,0,1454,86,160,4,26,176
34033021300,985,254,354,366,2,1,2,0,741,35,96,0,12,101
34033021400,2363,590,997,736,14,5,2,0,1945,114,18,13,39,234
34033021500,1261,345,527,361,9,7,1,0,1002,44,20,34,23,138
34033021600,4150,1077,1661,1324,25,10,8,0,3517,128,33,27,50,395
34033021700,1475,388,571,490,11,3,2,0,1241,72,17,16,23,106
34033021900,1066,583,338,114,4,1,2,0,338,66,605,3,10,44
34033022000,1001,550,363,53,2,3,6,0,152,100,716,8,4,21
34033022100,936,456,341,113,4,2,7,0,414,75,379,7,8,53
34033022201,1238,337,391,494,10,0,1,0,1076,16,13,1,9,123
34033022202,800,234,241,317,2,1,1,0,686,13,26,2,8,65
34033990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34017000101,1209,634,408,138,4,2,4,0,289,505,20,223,98,74
34017000102,1951,1063,626,222,13,7,5,0,503,769,33,340,167,139
34017000200,2587,1508,809,218,8,6,9,0,677,1318,58,185,148,201
34017000300,1993,1170,612,178,8,6,5,0,732,862,25,99,102,173
34017000400,1879,999,645,196,6,8,9,0,477,645,22,419,194,122
34017000500,2032,1096,674,220,12,6,2,0,593,786,29,297,146,181
34017000600,2990,1666,989,281,12,3,7,0,953,1163,67,374,188,245
34017000700,1875,1131,582,147,6,1,3,0,688,779,34,117,88,169
34017000800,2244,1292,715,195,17,7,2,0,1034,741,44,131,78,216
34017000902,2499,1248,898,309,7,7,6,0,617,600,61,541,424,256
34017001000,966,527,315,103,6,3,2,0,299,320,12,160,91,84
34017001100,2814,1589,907,273,15,7,3,0,865,1137,43,290,218,261
34017001201,958,446,351,142,3,2,2,0,223,255,13,292,95,80
34017001202,739,457,201,65,3,4,3,0,275,254,57,45,47,61
34017001300,1525,886,503,118,4,5,1,0,651,529,41,78,71,155
34017001400,1874,1090,563,187,7,6,5,0,554,785,59,164,160,152
34017001701,2272,1242,810,165,7,8,4,0,489,528,342,260,450,203
34017001800,1645,933,543,129,7,6,4,0,319,479,172,231,267,177
34017001900,813,415,297,80,8,6,0,0,269,167,28,140,97,112
34017002001,1269,667,442,133,4,3,4,0,390,302,48,130,229,170
34017002002,1105,602,367,121,3,1,0,0,320,280,38,127,200,140
34017002200,1302,785,386,118,6,3,0,0,724,216,18,124,78,142
34017002300,1569,983,472,103,3,2,1,0,833,310,26,140,80,180
34017002400,1675,1071,462,129,9,1,1,0,1009,207,44,126,67,222
34017002700,2760,1535,944,226,7,11,11,0,529,840,423,175,473,320
34017002800,2934,1709,923,261,10,5,5,0,776,879,365,263,366,285
34017002900,1882,1013,654,184,5,4,2,0,560,448,118,199,344,213
34017003000,1449,837,479,102,3,6,3,0,355,498,219,90,168,119
34017003101,738,398,262,64,5,0,1,0,275,164,94,85,38,82
34017003102,1534,779,561,161,6,5,2,0,352,507,136,155,236,148
34017003500,1342,849,392,83,6,4,2,0,628,389,66,82,39,138
34017004000,3020,1525,1128,303,3,9,11,0,661,1083,398,242,332,304
34017004102,1833,1126,579,84,11,3,4,0,254,467,854,75,77,106
34017004103,1323,808,418,77,3,2,1,0,304,263,486,76,94,100
34017004104,2406,1462,737,167,1,11,0,0,558,708,526,119,272,223
34017004200,3049,1761,1028,191,12,9,10,0,451,883,1204,112,189,210
34017004300,1860,1201,537,92,6,6,4,0,345,259,1053,55,58,90
34017004400,1548,973,477,64,1,2,7,0,123,228,1110,16,40,31
34017004500,2636,1656,826,102,13,6,4,0,244,578,1699,24,31,60
34017004600,1264,846,337,61,2,2,3,0,189,531,453,16,24,51
34017004700,1989,1238,616,99,6,11,4,0,595,585,520,88,58,143
34017004800,2406,1247,882,221,9,5,6,0,494,783,403,187,285,254
34017004900,2333,1356,737,188,6,8,7,0,323,584,996,120,159,151
34017005200,2767,1665,879,164,5,4,10,0,419,544,1527,68,76,133
34017005300,2029,1316,593,76,6,4,7,0,141,381,1411,23,29,44
34017005400,3945,2246,1259,382,8,5,3,0,832,919,1093,327,329,445
34017005500,1864,1175,590,63,2,5,6,0,129,251,1415,12,15,42
34017005600,2541,1437,878,164,3,7,8,0,341,682,969,149,171,229
34017005801,3327,2159,971,134,5,6,16,0,243,538,2364,56,48,78
34017005802,944,447,326,166,1,1,1,0,489,85,15,137,78,140
34017005901,1853,965,626,228,4,3,3,0,457,693,165,149,181,208
34017005902,2728,1544,894,234,12,11,2,0,666,878,529,159,246,250
34017006000,2840,1720,932,112,11,7,12,0,289,650,1699,42,69,91
34017006101,2338,1172,821,305,6,7,5,0,716,854,129,118,283,238
34017006102,2021,1228,640,108,4,4,6,0,302,578,830,85,91,135
34017006200,2269,1318,718,180,7,7,6,0,446,702,777,98,121,125
34017006300,2670,1636,798,188,9,7,4,0,476,923,963,80,88,140
34017006400,2300,1433,692,148,5,9,2,0,1229,429,70,165,115,292
34017006500,1501,929,444,105,7,3,4,0,658,430,98,113,51,151
34017006600,973,458,372,127,2,5,1,0,217,191,10,133,352,70
34017006700,1843,1188,529,84,3,5,6,0,238,592,874,20,59,60
34017006800,2412,1470,779,100,10,9,2,0,199,381,1689,24,53,66
34017006900,57,30,21,5,0,0,0,0,7,31,5,4,10,0
34017007001,1466,923,421,109,3,1,1,0,513,579,62,117,53,142
34017007002,2515,1366,900,230,6,7,0,0,1096,434,80,374,173,358
34017007100,1838,1034,625,149,8,5,3,0,649,494,104,195,178,218
34017007200,1555,965,467,117,1,3,0,0,892,172,48,165,84,194
34017007300,1090,610,374,97,6,0,0,0,588,94,17,167,61,163
34017007400,2208,1081,887,227,8,1,1,0,1194,143,30,348,168,325
34017007500,2940,1652,929,325,8,7,4,0,1433,432,87,321,230,437
34017007601,2519,1320,959,223,9,1,1,0,1217,257,47,468,144,386
34017007602,2059,921,901,220,10,3,0,0,956,127,17,538,137,284
34017007701,1331,589,586,142,3,5,3,0,463,96,21,450,114,187
34017007702,1,0,1,0,0,0,0,0,0,0,0,1,0,0
34017007703,1447,700,585,156,1,2,0,0,594,155,15,381,96,206
34017007800,1471,752,499,195,12,3,0,0,681,301,192,63,59,175
34017010100,3527,1776,1248,441,16,12,8,0,1439,1042,122,141,454,329
34017010200,1958,1000,661,252,14,3,3,0,933,499,74,51,249,152
34017010300,1813,912,634,226,3,9,3,0,807,526,77,55,170,178
34017010400,2649,1424,848,332,12,7,5,0,1284,671,81,77,254,282
34017010500,3601,1886,1166,484,12,7,9,0,1785,817,105,88,416,390
34017010601,1616,880,457,255,7,1,2,0,772,404,26,49,190,175
34017010602,2411,1185,844,325,8,7,8,0,1076,737,39,56,282,221
34017010701,2232,1096,806,288,6,4,4,0,992,578,110,72,208,272
34017010702,715,328,269,101,2,2,0,0,274,216,37,14,87,87
34017010800,2113,1014,743,307,12,2,2,0,958,653,50,50,191,211
34017010900,1309,701,417,159,5,6,2,0,588,341,76,36,151,117
34017011000,1142,574,412,133,4,0,3,0,395,334,134,36,127,116
34017011100,2158,1083,759,257,10,5,6,0,777,712,171,31,290,177
34017011200,4213,2098,1424,612,12,9,14,0,2246,917,93,92,394,471
34017011300,1748,893,625,196,7,1,5,0,801,504,77,31,153,182
34017011400,2110,1073,690,308,4,3,4,0,1158,559,39,18,168,168
34017011500,2141,1061,700,343,7,3,4,0,1215,493,38,37,164,194
34017011600,2634,1376,847,340,10,9,5,0,1121,639,247,53,328,246
34017012300,1238,573,445,195,8,1,1,0,480,556,6,22,40,134
34017012400,2147,978,739,413,3,2,2,0,1105,696,5,46,63,232
34017012500,2276,998,863,378,13,6,6,0,954,908,10,61,78,265
34017012600,2043,960,773,272,12,5,3,0,776,930,12,45,64,216
34017012700,2774,1202,1095,437,6,6,2,0,1036,1220,15,58,93,352
34017012800,2103,1007,811,249,8,3,3,0,537,1131,16,80,57,282
34017012900,1971,916,773,233,7,5,4,0,546,1079,15,53,37,241
34017013000,1569,727,612,182,8,11,9,0,320,942,11,38,63,195
