GEOID20,total_reg,party_npp,party_rep,party_dem,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
28153950102,1868,587,516,765,0,0,0,852,19,940,9,0,48
28153950200,3183,1246,646,1283,0,8,0,1152,30,1891,23,8,79
28153950301,1337,384,526,426,0,1,0,694,6,595,7,3,32
28153950302,2022,603,1030,385,0,4,0,1700,17,225,8,3,69
28153950401,1896,521,1018,354,0,3,0,1665,14,128,9,1,79
28153950402,1469,533,358,575,0,3,0,673,10,755,2,0,29
28129950100,2130,728,826,576,0,0,0,1137,19,907,4,3,60
28129950201,1787,677,901,209,0,0,0,1508,28,159,5,4,83
28129950202,1445,525,609,310,0,1,0,1165,8,188,1,7,76
28129950301,2490,862,838,789,0,1,0,1421,27,921,12,6,103
28129950302,571,191,275,105,0,0,0,368,2,165,2,1,33
28109950101,2070,765,1146,155,0,4,0,1791,57,43,8,8,163
28109950102,1705,686,882,135,0,2,0,1460,43,52,5,4,141
28109950201,1798,689,943,163,0,3,0,1510,60,74,7,5,142
28109950202,2044,800,871,370,0,3,0,1441,41,417,4,15,126
28109950300,1738,692,724,319,0,3,0,1264,36,310,16,13,99
28109950403,2427,1125,1018,282,0,2,0,1864,71,249,5,17,221
28109950404,2336,1086,1097,146,0,7,0,1957,92,42,9,14,222
28109950405,2426,1165,1036,219,0,6,0,1966,78,157,7,6,212
28109950406,1484,703,699,82,0,0,0,1251,55,33,6,2,137
28109950503,2577,1251,1173,150,0,3,0,2175,108,51,8,13,222
28109950504,2224,1096,992,136,0,0,0,1828,88,62,12,18,216
28109950505,2768,1332,1255,176,0,5,0,2180,103,164,13,17,291
28109950506,3279,1379,1653,244,0,3,0,2593,137,131,26,43,349
28109950600,2864,1466,1027,369,0,2,0,1946,101,555,20,32,210
28109950701,2592,1476,614,494,0,8,0,1373,98,916,13,9,183
28109950702,1567,954,216,393,0,4,0,607,54,816,15,11,64
28151000100,1334,673,244,417,0,0,0,619,25,604,7,9,70
28151000200,1220,637,119,464,0,0,0,407,13,743,7,5,45
28151000300,1996,1206,43,747,0,0,0,158,27,1776,7,1,27
28151000400,1516,1095,7,414,0,0,0,68,7,1417,9,1,14
28151000600,1739,1109,16,614,0,0,0,133,18,1529,15,3,41
28151000701,2313,1364,262,687,0,0,0,604,34,1590,15,9,61
28151000702,2081,922,587,572,0,0,0,1080,27,789,34,48,103
28151000800,2151,1020,421,710,0,0,0,804,26,1203,25,17,76
28151000900,1741,935,192,614,0,0,0,334,14,1342,12,6,33
28151001000,725,506,12,207,0,0,0,53,8,647,5,1,11
28151001100,859,549,1,309,0,0,0,30,15,794,1,3,16
28151001200,1835,1046,34,755,0,0,0,208,11,1567,7,4,38
28151001300,1180,715,4,461,0,0,0,48,9,1089,13,2,19
28151001400,2469,1494,142,833,0,0,0,271,26,2125,17,3,27
28151001500,2862,1595,781,485,0,1,0,1942,38,685,15,12,170
28151001600,1330,683,200,447,0,0,0,454,6,809,7,9,45
28151001700,2022,1098,224,700,0,0,0,522,28,1404,6,7,55
28151002000,756,415,89,252,0,0,0,124,5,604,2,0,21
28151002100,740,368,27,345,0,0,0,32,5,693,3,0,7
28091950100,4073,1292,2044,737,0,0,0,2795,41,984,16,17,220
28091950200,2348,869,956,522,0,1,0,1578,33,627,8,3,99
28091950300,1832,829,344,659,0,0,0,605,26,1127,12,3,59
28091950400,2410,875,1115,420,0,0,0,1754,26,488,16,8,118
28091950500,2951,1126,873,952,0,0,0,1280,41,1500,13,3,114
28091950600,3001,1037,1273,689,0,2,0,2115,36,706,6,7,131
28139950100,3519,1318,1272,928,0,1,0,2846,60,448,10,14,141
28139950201,2958,1115,1059,783,0,1,0,2127,53,626,7,7,138
28139950202,1244,452,475,317,0,0,0,1047,27,133,3,3,31
28139950300,1580,744,396,439,0,1,0,930,74,501,8,11,56
28139950401,3195,980,1521,693,0,1,0,2709,67,253,4,18,144
28139950402,1667,669,469,529,0,0,0,989,22,591,5,3,57
28007060100,1273,418,490,365,0,0,0,932,11,284,5,2,39
28007060200,466,162,198,106,0,0,0,318,8,120,1,2,17
28007060300,2061,755,354,952,0,0,0,1346,13,476,16,9,201
28007060400,2012,753,739,519,0,1,0,1522,37,341,2,5,105
28007060500,2817,1201,693,923,0,0,0,1259,31,1404,18,7,98
28007060600,2008,949,385,674,0,0,0,793,38,1093,6,7,71
