FULLCODE,total_reg,party_rep,party_dem,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
04013421701,2581,696,865,898,30,2,4,0,1576,582,79,43,62,239
04013421702,1589,474,494,536,17,6,1,0,977,435,15,15,22,125
04013421801,1301,319,474,437,19,1,1,0,634,552,10,18,17,70
04013421802,1939,483,633,699,30,3,1,0,950,780,19,20,37,133
04013421901,1599,367,627,536,13,2,0,0,662,772,10,23,28,104
04013421902,1808,385,623,712,17,0,0,0,630,989,13,31,32,113
04013422001,1298,211,509,520,3,0,0,0,410,765,10,18,12,83
04013422002,1541,297,535,604,28,2,2,0,647,720,14,21,22,117
04013422102,2138,495,809,718,18,0,1,0,1003,845,26,65,41,158
04013422103,2387,435,927,881,38,6,7,0,1421,468,129,53,65,251
04013422104,2835,687,1050,935,38,6,3,0,1635,587,116,118,94,285
04013422105,1595,362,591,564,18,4,0,0,766,568,38,49,36,138
04013422106,2050,390,767,780,30,6,0,0,1146,567,82,20,30,205
04013422107,1985,312,784,781,29,0,2,0,1130,437,124,54,63,177
04013422203,2693,601,965,964,42,5,5,0,1733,506,50,58,72,274
04013422209,4024,1074,1384,1344,48,8,3,0,2556,772,137,103,106,350
04013422210,3755,1222,1221,1072,53,4,0,0,2555,676,22,97,76,329
04013422211,2060,818,595,521,20,1,0,0,1527,229,6,76,34,188
04013422212,3268,1173,1131,749,33,8,2,0,2387,340,21,114,73,333
04013422213,1691,510,586,500,24,2,0,0,1165,284,19,31,26,166
04013422215,1330,392,469,388,26,2,2,0,890,256,15,39,25,105
04013422216,3779,1344,1211,1002,40,7,0,0,2527,585,25,154,69,419
04013422217,2265,695,764,655,22,4,0,0,1582,361,29,57,44,192
04013422218,2210,691,707,650,42,6,0,0,1493,366,26,67,39,219
04013422219,2000,594,700,578,28,2,0,0,1330,342,54,50,51,173
04013422220,1501,543,479,364,10,1,2,0,1078,191,10,51,20,151
04013422221,2600,768,905,774,30,6,1,0,1777,406,38,68,59,252
04013422222,1522,477,506,423,19,2,2,0,1073,231,6,37,31,144
04013422223,1921,476,725,597,27,5,2,0,1303,322,52,41,39,164
04013422224,1,1,0,0,0,0,0,0,1,0,0,0,0,0
04013422225,1,0,0,1,0,0,0,0,1,0,0,0,0,0
04013422226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04013422227,995,317,369,245,7,1,0,0,727,143,0,17,22,86
04013422301,3169,699,1105,1225,37,7,1,0,1502,1247,20,61,72,267
04013422302,2732,1015,767,789,42,6,1,0,1851,555,7,44,35,240
04013422304,1769,477,615,601,20,1,2,0,1058,334,91,64,48,174
04013422305,4066,1659,1182,1027,29,5,0,0,2769,444,48,250,139,416
04013422307,2791,959,846,866,28,2,1,0,1825,437,37,157,82,253
04013422308,3488,1284,997,1003,42,5,0,0,2336,542,19,176,90,325
04013422309,3622,1258,1072,1109,46,2,2,0,2313,492,48,293,140,336
04013422401,2181,696,664,707,30,3,0,0,1401,422,25,48,67,218
04013422402,3052,1185,816,888,35,5,3,0,2125,517,30,57,71,252
04013422403,3633,1480,1016,905,32,1,1,0,2485,537,33,130,113,335
04013422404,3266,1376,882,862,22,0,2,0,2366,386,22,85,74,333
04013422501,3667,1441,924,1063,44,2,3,0,2499,749,21,48,52,298
04013422502,3566,1458,945,953,35,4,0,0,2394,737,52,67,70,246
04013422503,3690,1194,1032,1236,56,4,3,0,2374,869,27,74,54,292
04013422504,3005,1299,704,808,49,1,2,0,2171,423,32,59,53,267
04013422506,3413,1492,853,884,27,2,2,0,2456,421,23,99,96,318
04013422507,2925,1419,643,698,36,4,1,0,2129,261,8,77,103,347
04013422508,2379,1086,555,585,34,0,0,0,1767,317,12,38,37,208
04013422509,3637,1393,1041,987,41,1,2,0,2525,499,20,105,95,393
04013422510,2444,1274,499,552,25,2,0,0,1809,286,4,71,44,230
04013422511,2891,1286,691,763,41,3,0,0,2049,397,13,85,61,286
04013422512,3394,1465,840,888,39,4,1,0,2397,448,17,104,124,304
04013422513,2872,1307,695,700,33,2,2,0,2165,328,26,37,58,258
04013422514,2996,1127,836,882,41,4,1,0,2071,491,36,53,63,282
04013422607,3101,1479,787,645,12,0,1,0,2515,205,21,28,34,298
04013422609,2768,1107,792,693,24,4,1,0,1936,482,14,33,46,257
04013422610,2108,1018,465,490,14,0,0,0,1708,101,3,26,30,240
04013422615,4285,1753,980,1330,52,5,1,0,3037,651,29,89,94,385
04013422617,3961,1698,929,1092,49,5,1,0,2825,575,20,69,109,363
04013422618,2026,1035,426,421,0,0,3,0,1674,59,0,22,26,245
04013422620,2209,1099,494,489,27,3,0,0,1599,249,13,52,56,240
04013422621,3036,1365,696,814,29,2,1,0,2133,390,21,113,82,297
04013422622,2791,1249,621,769,30,6,0,0,2082,344,19,74,56,216
04013422623,3682,1649,773,1107,38,0,2,0,2563,430,36,133,126,394
04013422624,1245,543,351,275,4,1,2,0,1028,63,2,8,23,121
04013422625,2256,864,616,639,23,1,2,0,1641,309,12,39,26,229
04013422626,1490,642,389,354,8,0,0,0,1159,143,4,6,14,164
04013422627,1809,668,458,570,26,3,3,0,1228,368,1,10,29,173
04013422628,2040,700,479,741,26,2,3,0,1462,330,30,27,24,167
04013422629,2013,758,531,611,22,2,0,0,1449,319,8,21,31,185
04013422630,2381,826,604,787,29,3,5,0,1689,427,4,25,15,221
04013422632,2539,979,711,692,22,4,2,0,1857,352,7,25,45,253
04013422633,1598,524,440,548,24,2,0,0,1079,265,23,34,28,169
04013422634,2892,946,809,970,29,4,1,0,1887,684,9,31,44,237
04013422636,1932,748,509,586,26,1,1,0,1341,311,30,57,33,160
04013422637,2395,1004,579,682,26,1,3,0,1713,324,28,34,34,262
04013422638,2483,971,643,759,27,3,1,0,1679,402,35,67,65,235
04013422639,2654,1278,636,555,8,2,0,0,2187,94,13,34,34,292
04013422640,3569,1475,928,972,25,1,1,0,2600,408,26,65,86,384
04013422642,3809,1673,845,1110,43,0,3,0,2830,470,25,72,79,333
04013422643,3828,1710,856,1059,50,2,1,0,2774,528,27,62,50,387
04013422647,6590,3001,1521,1819,78,3,4,0,4704,839,24,197,123,703
04013422648,3444,1605,700,949,40,7,1,0,2505,457,20,94,64,304
04013422649,3824,1809,765,1051,44,3,4,0,2709,533,59,92,77,354
04013422650,2011,964,448,502,14,2,0,0,1523,200,8,23,30,227
04013422651,2986,1395,691,781,32,3,0,0,2196,357,21,107,45,260
04013422652,1993,1049,440,377,7,0,2,0,1676,54,6,15,26,216
04013422653,2750,1063,714,798,30,2,1,0,1923,469,28,45,37,248
04013422654,3412,1545,790,939,31,1,0,0,2393,497,21,103,73,325
04013422655,1937,769,459,628,22,1,0,0,1319,332,24,35,56,171
04013422656,3327,1972,561,665,19,2,2,0,2550,222,6,146,106,297
04013422657,2889,1401,582,732,26,2,2,0,2166,307,5,94,60,257
04013422658,2132,1105,399,562,18,1,0,0,1499,215,5,128,48,237
04013422659,833,307,222,258,11,0,0,0,584,124,12,19,23,71
04013422660,2741,1095,685,798,40,0,1,0,1946,419,22,56,63,235
04013522801,1,0,0,1,0,0,0,0,1,0,0,0,0,0
04013522802,181,45,62,63,2,0,0,0,104,39,6,4,5,23
04013522901,3289,961,1097,1085,36,3,2,0,2065,588,72,147,75,342
04013522903,1709,281,736,617,24,2,1,0,566,923,53,28,33,106
04013522904,2418,512,939,872,33,5,1,0,1021,1017,52,115,56,157
04013523002,2977,724,1100,1005,35,4,1,0,1350,1294,24,73,51,185
04013523005,3335,1099,1141,899,35,5,1,0,2150,547,50,169,96,323
04013523006,3338,1056,1168,914,39,3,2,0,2034,713,49,134,85,323
04013523007,1791,516,645,547,15,2,1,0,1047,487,25,41,47,144
04013523008,1919,580,646,598,26,2,1,0,1179,415,16,101,44,164
04013523102,2570,518,979,953,23,1,4,0,1181,911,91,97,76,214
04013523103,3375,977,1147,1081,36,2,3,0,1955,602,115,194,135,374
04013523104,3165,764,1193,1059,38,6,0,0,1648,921,80,144,88,284
04013610001,1653,933,255,364,24,2,0,0,1349,96,0,11,26,171
04013610002,3511,1716,630,1015,32,1,0,0,2649,309,19,58,105,371
04013610100,577,288,116,138,10,2,0,0,465,53,1,4,9,45
04013610201,3136,1636,632,679,21,1,0,0,2439,200,2,41,69,385
04013610202,2815,1484,553,588,13,0,1,0,2245,130,1,69,41,329
04013610301,2152,987,426,607,29,5,3,0,1606,225,16,44,38,223
04013610302,3808,1815,842,960,34,2,1,0,2923,287,12,64,82,440
04013610400,3593,1708,735,962,54,3,2,0,2727,266,7,77,73,443
04013610500,5877,3445,853,1278,47,2,3,0,4705,367,6,50,110,639
04013610600,3815,1771,792,1040,41,2,2,0,2913,289,31,75,121,386
04013610700,5971,3376,905,1303,87,5,3,0,4888,325,5,50,109,594
04013610800,4232,2076,872,1099,30,3,1,0,3126,354,16,163,112,461
04013610901,3776,2202,608,812,26,0,0,0,2879,307,6,147,80,357
04013610902,3580,1843,675,943,35,1,2,0,2590,364,12,105,100,409
04013610903,2901,1553,572,653,29,1,0,0,2127,241,5,100,72,356
04013611000,2132,1055,444,543,15,1,0,0,1491,213,3,112,80,233
04013611100,2684,1341,525,693,20,2,1,0,1947,239,10,120,77,291
04013611200,4656,2308,987,1159,25,1,0,0,3329,460,25,192,162,488
04013611300,3853,1606,944,1136,45,5,2,0,2755,366,45,140,115,432
04013611400,4383,2125,981,1060,46,4,0,0,3218,363,16,199,146,441
04013611500,4695,2127,1127,1209,41,1,0,0,3232,374,30,379,190,490
04013611600,2340,1120,530,540,23,1,0,0,1703,199,3,117,57,261
04013611700,4842,2450,1056,1103,33,3,0,0,3588,362,28,196,146,522
04013611800,4463,1997,1005,1178,55,3,1,0,3369,424,10,53,114,493
04013611900,1946,903,424,520,18,0,0,0,1355,223,11,87,72,198
04013612000,2891,1435,539,767,26,1,1,0,2130,201,10,139,82,329
04013612200,4732,1938,1167,1361,57,1,5,0,3349,414,25,235,153,556
04013612301,2148,884,523,629,36,4,0,0,1532,195,29,68,74,250
04013612302,3141,1272,745,967,31,2,1,0,2077,250,11,259,207,337
04013612401,2905,1148,782,797,37,5,0,0,2081,251,12,93,98,370
04013612402,2411,1003,615,697,18,0,0,0,1700,185,12,101,84,329
04013612500,3238,1584,699,773,29,4,1,0,2539,162,4,55,61,417
04013612600,1705,744,414,460,8,3,0,0,1309,94,6,37,53,206
04013612700,1803,901,367,430,12,0,0,0,1368,83,2,32,56,262
04013612800,1640,806,344,396,14,1,0,0,1297,102,4,34,31,172
04013612900,2165,1060,460,548,18,3,1,0,1684,154,5,45,62,215
04013613000,4776,2378,959,1193,40,1,1,0,3762,189,4,121,125,575
04013613100,2269,1127,472,501,13,0,0,0,1813,69,1,36,39,311
04013613200,3021,1606,553,673,34,1,1,0,2408,141,5,47,73,347
04013613300,5055,2412,1145,1255,27,3,0,0,3880,278,5,105,187,600
04013613400,2906,1418,603,721,26,3,0,0,2266,217,17,34,67,305
04013613500,3008,1403,720,749,20,1,0,0,2166,319,34,74,79,336
04013613601,2578,1147,617,678,33,0,3,0,1906,247,12,71,83,259
04013613602,3041,1526,558,849,30,1,0,0,2187,283,7,179,68,317
04013613700,3680,1688,862,954,38,2,1,0,2716,326,22,104,129,383
04013613800,3025,1578,595,690,30,2,1,0,2310,272,6,65,85,287
04013613900,4357,2022,1053,1080,23,2,2,0,3168,403,20,151,173,442
04013614000,3171,1474,794,734,28,3,0,0,2345,298,4,102,123,299
04013614100,4141,1819,1098,1038,33,4,1,0,2870,405,20,244,169,433
04013614200,3569,1693,907,773,30,1,0,0,2638,242,13,144,142,390
04013614300,2386,1186,561,493,15,5,0,0,1652,175,8,199,123,229
04013614400,2390,925,578,758,33,9,2,0,1607,336,10,67,114,256
04013614500,2649,1027,634,823,34,1,1,0,1789,364,11,80,126,279
04013614601,2136,758,564,678,34,5,2,0,1526,274,15,43,76,202
04013614602,1762,568,534,574,24,2,1,0,1132,268,21,62,80,199
04013614700,1549,495,414,539,29,0,2,0,1131,183,26,17,33,159
04013614800,2460,963,606,716,41,4,1,0,1781,335,11,33,62,238
04013614900,2944,1156,775,836,45,1,0,0,2083,239,25,85,132,380
04013615001,3862,1642,988,1054,25,2,0,0,2591,196,11,359,199,506
04013615002,3373,1258,995,964,31,1,0,0,2276,204,29,197,155,512
04013615100,3067,1224,863,819,25,1,0,0,2124,175,2,179,130,457
04013615201,3348,1142,949,1106,40,2,3,0,2292,276,30,136,148,466
04013615202,2886,1295,705,724,23,0,2,0,2110,147,15,92,115,407
04013615300,1496,741,350,322,3,0,0,0,1217,99,0,13,16,151
04013615400,2220,1148,563,356,2,0,2,0,1894,61,2,18,23,222
04013615500,2390,1130,630,459,12,2,2,0,1948,86,2,25,44,285
04013615600,3005,1484,759,592,18,1,0,0,2393,166,18,42,54,332
04013615700,2119,859,603,528,12,3,1,0,1578,179,12,55,64,231
04013615800,3475,1541,933,822,23,2,1,0,2539,302,25,100,164,345
04013615900,2562,1082,730,623,24,5,0,0,1770,283,20,105,119,265
04013616000,1376,622,359,335,13,1,0,0,950,145,3,63,41,174
04013616100,2382,889,642,714,28,5,2,0,1728,262,17,62,72,241
04013616200,2159,788,573,645,32,2,0,0,1466,320,11,44,86,232
04013616300,1514,705,331,379,20,1,0,0,1065,187,5,37,63,157
04013616400,2978,1245,714,821,42,2,0,0,2264,309,21,39,59,286
04013616500,2276,727,653,760,32,8,0,0,1552,371,40,33,65,215
04013616600,3533,1286,986,1048,56,2,3,0,2452,542,18,50,115,356
04013616700,3332,1151,950,1011,47,3,0,0,2310,419,20,88,132,363
04013616800,3656,1321,989,1112,48,2,1,0,2594,479,6,54,154,369
04013616900,2845,1002,857,833,34,4,4,0,2000,306,39,62,107,331
04013617001,10,5,1,4,0,0,0,0,9,0,0,0,0,1
04013617002,3770,1378,1022,1161,45,3,1,0,2661,474,28,91,121,395
04013617100,1508,590,433,404,14,1,0,0,1100,90,8,36,60,214
04013617200,1819,747,497,477,19,1,1,0,1281,150,10,74,72,232
04013617300,1943,746,569,520,17,0,0,0,1440,181,12,44,86,180
04013617400,5226,2450,1303,1145,31,4,6,0,4129,348,33,54,121,541
04013617500,2803,1368,716,565,9,2,1,0,2207,166,12,30,76,312
04013617600,3858,1630,949,1079,37,1,3,0,2672,466,37,105,123,455
04013617700,1844,645,535,571,27,2,0,0,1235,275,38,41,50,205
04013617800,2026,1087,390,430,13,1,1,0,1563,195,0,40,49,179
04013617900,1958,919,435,481,20,0,0,0,1464,213,11,38,48,184
04013618000,3071,1276,753,894,28,1,0,0,2111,401,19,131,118,291
04013618100,3064,1296,750,818,49,1,1,0,2295,308,11,58,63,329
04013618200,2250,813,662,650,34,3,3,0,1628,326,21,29,46,200
04013618300,2167,888,577,574,20,5,0,0,1585,243,12,23,57,247
04013618400,2259,747,639,738,27,4,0,0,1467,426,19,45,83,219
04013618500,2093,635,621,723,31,2,1,0,1352,348,56,30,90,217
04013618600,2565,815,756,825,36,5,2,0,1704,489,20,41,69,242
04013618700,1653,551,471,543,19,0,0,0,962,398,7,41,95,150
04013618800,2330,536,745,899,35,5,2,0,1376,595,65,31,69,194
04013618900,3963,1388,1175,1168,44,4,2,0,2681,482,40,93,201,466
04013619000,2156,763,691,579,23,0,0,0,1564,202,12,42,112,224
04013619100,1257,288,405,505,16,2,0,0,791,213,75,15,31,132
04013619200,2260,585,773,785,35,3,0,0,1431,345,67,54,110,253
04013619300,2348,755,720,743,35,4,0,0,1593,385,33,45,67,225
04013619400,2387,686,796,794,37,3,2,0,1495,438,42,57,116,239
04013619500,3275,1128,961,976,47,4,3,0,2192,612,21,56,110,284
04013619601,1,0,0,0,0,0,0,0,1,0,0,0,0,0
04013619602,1224,451,347,353,12,0,0,0,888,155,5,15,44,117
04013619700,2105,764,620,591,26,5,0,0,1454,266,23,49,90,223
04013619800,2657,978,786,741,20,4,0,0,1818,237,23,109,146,324
04013619900,3877,1646,1102,900,36,7,2,0,2701,217,11,196,182,570
04013723304,3781,1557,946,1046,29,1,1,0,2499,876,13,24,45,324
04013723305,953,254,390,262,1,0,0,0,381,477,0,3,9,83
04013723306,42,26,6,8,0,0,0,0,31,7,0,0,0,4
04013723307,1707,703,461,439,12,2,1,0,1264,210,16,36,28,153
04013723309,2156,901,556,564,13,2,0,0,1561,343,35,23,31,163
04013723310,1903,862,455,491,8,3,0,0,1430,214,25,29,17,188
04013723311,3859,1617,922,1104,35,1,1,0,2704,579,62,51,54,409
04013810000,1367,447,481,364,17,1,0,0,861,132,11,173,68,122
04013810100,5024,1849,1775,1102,27,5,0,0,3533,364,16,366,195,550
04013810200,2161,694,773,582,26,0,3,0,1450,244,43,130,97,197
04013810300,3623,1157,1239,1000,40,4,2,0,2424,521,44,144,96,394
04013810400,3592,1152,1209,1027,28,4,1,0,2232,442,92,310,136,380
04013810500,3380,1069,1219,905,36,6,1,0,2190,396,27,280,146,341
04013810600,4488,1401,1566,1247,53,2,1,0,2954,490,23,322,178,521
04013810700,4379,1230,1540,1361,48,9,1,0,2777,671,89,211,183,448
04013810800,2764,966,868,776,30,4,0,0,1611,387,26,295,181,264
04013810900,3865,1221,1343,1064,41,3,1,0,2554,557,39,202,153,360
04013811000,2043,769,634,516,20,2,0,0,1460,274,4,74,45,186
04013811100,2449,628,901,787,25,1,0,0,1476,541,48,86,67,231
04013811200,1820,457,671,607,18,0,5,0,1080,380,63,65,52,180
04013811300,1913,643,626,537,20,1,0,0,1225,307,28,128,57,168
04013811400,3616,1321,1032,1034,48,4,0,0,2372,556,52,198,114,324
04013811500,1853,712,533,510,17,2,0,0,1151,261,35,168,85,153
04013811600,2932,1017,937,800,44,1,2,0,1955,449,29,153,84,262
04013811700,2906,1022,938,789,23,2,1,0,1794,654,31,84,62,281
04013811800,1259,477,387,350,6,0,0,0,715,103,12,262,66,101
04013811900,3840,1410,1190,1042,38,2,0,0,2515,505,47,250,112,411
04013812000,2513,734,867,796,26,0,0,0,1473,504,48,188,59,241
04013812100,3949,1279,1270,1187,41,6,0,0,2456,675,87,246,152,333
04013812200,4826,1583,1532,1450,62,4,2,0,3134,667,67,391,135,432
04013812300,2953,1069,823,917,30,0,1,0,1901,322,30,287,100,313
04013812400,5097,1856,1481,1531,53,5,3,0,3277,724,99,315,148,534
04013812500,1375,520,377,417,9,1,3,0,849,168,15,161,63,119
04013812600,3729,1512,1069,955,41,2,0,0,2609,365,22,191,116,426
04013812700,4044,1359,1246,1199,50,5,1,0,2568,426,77,408,127,438
04013812801,1512,630,348,464,17,2,0,0,978,156,5,182,65,126
04013812802,3370,1199,965,1056,18,1,0,0,1983,390,33,491,166,307
04013812900,2241,906,614,592,16,2,2,0,1494,189,19,237,69,233
04013813000,3888,1670,1010,986,25,3,0,0,2553,232,21,482,191,409
04013813100,2102,762,596,643,10,1,0,0,1251,189,27,320,120,195
04013813200,3040,1188,804,905,24,3,0,0,1809,309,55,390,160,317
04013813300,4266,1839,1050,1171,37,5,0,0,2742,399,41,475,159,450
04013813400,2911,1171,806,789,17,3,0,0,1953,354,36,189,90,289
04013813500,3212,1477,754,863,29,0,0,0,2085,317,28,326,113,343
04013813600,3120,1485,745,771,11,0,1,0,2071,310,35,275,118,311
04013813700,2010,1037,481,353,3,2,0,0,1647,64,6,12,24,257
04013813800,2193,953,621,453,6,0,0,0,1815,79,4,34,34,227
04013813900,3832,1513,1036,1067,39,0,2,0,2657,530,86,122,98,339
04013814000,2035,895,553,424,14,0,1,0,1589,107,30,40,33,236
04013814100,3841,1548,1068,1053,23,2,0,0,2533,569,71,175,106,387
04013814200,2039,807,597,518,16,1,0,0,1398,204,11,112,101,213
04013814300,2976,1158,775,860,37,3,2,0,1966,464,19,171,68,288
04013814400,3492,1320,928,1069,38,0,1,0,2370,481,31,153,95,362
04013814500,3347,1316,922,948,38,2,1,0,2338,435,48,114,93,319
04013814600,3933,1552,1049,1140,52,0,1,0,2676,647,44,98,74,394
04013814700,2804,1288,634,733,35,1,0,0,2006,335,17,86,75,285
04013814801,1960,796,531,549,27,0,1,0,1391,241,19,56,51,202
04013814802,3403,1193,990,1062,51,3,1,0,2273,503,59,119,85,364
04013814900,2234,967,573,566,40,2,1,0,1584,296,13,72,41,228
04013815000,2858,1391,628,725,20,1,0,0,2114,287,9,119,57,272
04013815100,3549,1411,924,1042,59,1,1,0,2349,576,40,121,100,363
04013815201,2907,1038,754,967,46,1,0,0,1922,474,40,100,75,296
04013815202,1852,690,518,564,18,3,2,0,1189,296,28,69,72,198
04013815203,2384,969,601,683,33,1,2,0,1613,280,32,142,63,254
04013815300,2771,1347,580,710,26,2,3,0,2019,224,13,181,98,236
04013815401,2615,1534,424,548,19,1,1,0,1988,178,16,125,70,238
04013815402,3817,1464,1041,1143,39,1,0,0,2498,529,46,218,142,384
04013815501,2812,1245,612,845,30,0,0,0,1984,339,29,147,70,243
04013815502,1399,487,380,469,16,2,0,0,953,180,17,32,43,174
04013815601,701,300,167,204,9,1,1,0,481,67,1,36,25,91
04013815602,3295,1395,771,969,31,2,1,0,2222,448,45,153,88,339
04013815700,3506,1499,854,970,42,2,0,0,2426,564,25,107,62,322
04013815800,3405,1336,857,1032,36,1,2,0,2428,429,43,87,71,347
04013815901,3573,1460,882,1060,41,1,1,0,2260,426,34,330,140,383
04013815902,2836,1337,608,727,39,4,0,0,1990,320,39,142,86,259
04013816001,2850,1465,582,665,20,2,2,0,2030,317,20,166,79,238
04013816002,2539,1192,568,668,17,0,1,0,1817,263,21,128,73,237
04013816003,1337,697,282,303,16,0,0,0,885,111,9,130,65,137
04013816004,3517,1554,828,991,21,1,1,0,2323,455,56,170,112,401
04013816005,3077,1451,665,844,25,2,1,0,2095,392,31,122,98,339
04013816100,4267,1881,965,1242,41,1,3,0,3080,607,35,91,99,355
04013816200,2183,938,527,604,22,2,0,0,1559,307,27,57,68,165
04013816301,2401,1237,529,464,4,0,2,0,2030,58,5,25,37,246
04013816302,2630,1160,650,684,28,3,1,0,1803,293,7,160,82,285
04013816401,2581,1120,630,703,30,1,0,0,1805,305,31,109,58,273
04013816402,3011,1471,642,760,26,1,0,0,2215,304,39,96,73,284
04013816501,1467,764,256,371,13,1,1,0,1081,125,3,45,33,180
04013816502,1567,880,242,366,19,3,0,0,1158,215,3,24,28,139
04013816600,2993,1502,591,773,37,1,0,0,2139,358,33,103,60,300
04013816700,1663,848,336,420,18,3,0,0,1266,185,10,34,27,141
04013816800,4703,2382,863,1250,36,2,5,0,3455,549,18,91,82,508
04013816901,3269,1623,646,887,37,0,0,0,2415,402,30,67,46,309
04013816902,1680,1014,229,371,16,1,0,0,1321,142,10,16,25,166
04013816903,2090,1051,405,555,27,1,2,0,1539,279,16,38,22,196
04013816904,2567,1339,480,649,25,1,0,0,1844,357,5,67,34,260
04013817000,2939,1686,460,655,27,1,3,0,2289,249,11,53,49,288
04013817101,3244,1667,629,818,40,1,2,0,2330,448,4,50,59,353
04013817102,1917,718,488,629,23,2,3,0,1294,345,37,21,19,201
04013817103,3150,1414,663,928,27,1,1,0,2300,493,17,51,53,236
04013817200,5916,3387,935,1353,56,3,11,0,4354,822,15,60,96,569
04013817300,4713,2521,1115,754,4,1,0,0,3929,112,16,62,64,530
04013817400,2404,1093,616,521,3,3,0,0,1971,110,7,14,32,270
04013817500,2371,1120,602,455,4,2,2,0,1956,91,6,19,35,264
04013817600,4884,2293,1152,1247,51,2,0,0,3546,531,13,152,94,548
04013940700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04013941000,1020,50,513,402,6,0,0,0,479,286,3,5,45,202
04013941100,20,2,6,7,1,0,0,0,13,5,0,0,1,1
04013941200,589,64,228,267,1,1,0,0,320,147,4,3,19,96
04013941300,3692,517,1266,1687,31,4,2,0,1984,967,7,49,108,577
04013980100,1,0,0,1,0,0,0,0,0,1,0,0,0,0
04013980400,23,9,8,5,1,0,0,0,21,1,0,0,0,1
04013980500,3,1,0,1,0,0,0,0,0,0,0,2,0,1
04013980700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04013980900,21,9,3,9,0,0,0,0,15,4,0,0,0,2
04013981000,34,10,13,7,0,0,0,0,31,1,0,0,0,2
04007000100,2377,1378,454,286,15,0,51,0,1950,117,0,17,23,270
04007000200,1707,976,275,236,22,1,44,0,1411,114,0,19,14,149
04007000301,4183,2374,680,634,23,2,85,0,3428,266,1,45,54,389
04007000302,2082,1189,330,319,14,0,48,0,1738,127,0,8,23,186
04007000400,4019,2422,661,497,21,1,78,0,3355,229,1,19,38,377
04007000500,3862,2209,616,582,30,1,75,0,3175,245,2,37,47,356
04007000600,1094,668,137,165,6,0,20,0,965,40,0,6,4,79
04007000700,1269,779,172,165,8,0,34,0,1125,37,1,2,17,87
04007000800,703,311,216,117,6,0,7,0,458,193,3,3,1,45
04007000900,1278,361,540,272,7,1,24,0,658,491,5,10,19,95
04007001000,2237,831,697,488,13,1,42,0,1546,506,8,8,13,156
04007001100,2631,897,970,533,18,0,49,0,1632,764,5,35,31,164
04007001200,2572,1054,836,433,8,0,47,0,1726,592,0,40,43,171
04007001300,589,109,375,74,1,0,9,0,200,366,1,3,0,19
04007940200,213,16,145,34,2,0,11,0,126,9,2,2,19,55
04007940400,955,68,592,251,3,0,27,0,653,68,8,7,44,175
04017940008,2,1,1,0,0,0,0,0,1,1,0,0,0,0
04017940010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04017940011,4706,290,3173,897,15,3,240,0,2070,145,43,110,664,1674
04017940012,50,4,25,14,0,0,7,0,12,3,1,0,14,20
04017940013,3791,313,2098,878,30,7,273,0,1385,181,17,70,853,1285
04017940014,68,10,46,9,0,0,3,0,28,2,0,0,16,22
04017940015,596,51,449,47,5,0,21,0,332,11,5,13,91,144
04017940100,1206,81,759,257,2,0,78,0,775,96,8,13,74,240
04017940301,2059,135,1362,411,6,1,103,0,1210,175,13,24,190,447
04017940302,2808,194,1789,651,2,1,100,0,1686,245,37,22,268,550
04017942300,634,97,377,102,5,0,32,0,352,13,7,10,109,143
04017942400,250,12,121,79,3,0,21,0,72,11,0,2,58,107
04017942500,3180,409,1887,602,8,2,153,0,1892,132,39,42,500,575
04017960100,1080,314,439,187,11,0,40,0,716,166,3,16,40,139
04017960200,2111,624,809,377,12,1,109,0,1370,322,25,26,139,229
04017960400,2024,580,879,355,15,0,107,0,1341,366,36,14,62,205
04017960500,1510,730,406,220,1,0,48,0,1053,231,6,6,38,176
04017960600,4988,798,2803,885,29,7,263,0,3029,521,43,95,396,904
04017961300,2466,1265,527,402,16,3,111,0,1916,236,7,25,25,257
04017961701,4258,2250,782,648,33,3,217,0,3385,356,7,32,47,431
04017961702,2529,1331,478,456,23,2,99,0,2076,169,2,16,30,236
04017962501,1292,555,372,227,9,2,37,0,943,138,6,7,49,149
04017962502,1353,632,364,214,8,1,58,0,1053,105,0,13,37,145
04017963300,2697,1898,264,321,11,1,92,0,2264,173,2,16,35,207
04017963400,2413,1486,293,331,33,1,110,0,1964,145,0,18,42,244
04017963700,1347,736,269,197,11,0,54,0,1067,86,4,9,35,146
04017963800,3259,2189,327,413,27,2,130,0,2626,222,11,23,71,306
04017964201,1501,849,318,190,6,1,56,0,1169,122,3,15,27,165
04017964202,1390,881,188,179,15,1,38,0,1189,67,3,7,18,106
04017964801,2176,1362,276,288,10,0,97,0,1776,104,6,18,43,229
04017964802,1319,744,249,198,11,2,45,0,1077,90,4,10,10,128
04017964901,876,333,274,168,7,0,44,0,660,74,2,7,20,113
04017964902,895,507,194,112,6,1,20,0,740,44,1,5,15,90
04017965201,1771,1004,302,246,14,1,87,0,1473,112,2,20,13,151
04017965202,1869,1035,285,356,15,3,70,0,1460,203,3,13,23,167
04017965301,1763,994,289,285,11,3,81,0,1414,149,0,9,21,170
