FULLCODE,total_reg,party_rep,party_dem,party_npp,party_lib,party_grn,party_oth,party_unk,eth1_eur,eth1_hisp,eth1_aa,eth1_esa,eth1_oth,eth1_unk
04021001307,3142,1158,855,801,27,1,140,0,2054,706,49,26,38,269
04021001308,1082,268,373,321,8,0,65,0,499,494,10,5,9,65
04021001309,3144,1079,937,844,27,3,115,0,1806,964,60,62,43,209
04021001310,3278,1249,902,841,32,1,110,0,2036,886,44,40,49,223
04021001403,2667,717,930,736,17,1,164,0,1392,1013,49,22,25,166
04021001404,2261,744,723,561,20,1,96,0,1288,747,22,28,27,149
04021001405,2143,765,622,496,9,2,101,0,1471,430,20,22,17,183
04021001406,2517,555,979,746,19,4,145,0,1029,1210,98,23,15,142
04021001407,1116,327,361,313,2,0,58,0,641,371,6,8,4,86
04021001408,1915,825,454,412,7,0,94,0,1392,227,8,25,24,239
04021001500,1562,293,584,514,6,0,125,0,602,818,39,9,10,84
04021001600,2927,1052,827,758,22,3,130,0,1742,935,20,22,35,173
04021001701,601,245,135,160,6,1,31,0,400,128,8,3,4,58
04021001704,4387,1201,1462,1377,32,6,154,0,2562,1016,281,76,82,370
04021001705,4652,1499,1422,1370,41,6,136,0,3006,860,169,93,105,419
04021001706,3200,1097,911,921,30,2,118,0,2005,589,154,81,52,319
04021001707,2375,688,773,739,24,0,76,0,1370,557,155,57,50,186
04021001709,4557,1441,1388,1364,46,6,146,0,2845,982,189,73,68,400
04021001712,2968,888,927,916,30,3,97,0,1797,665,173,23,45,265
04021001713,1932,625,573,584,16,1,74,0,1210,437,69,16,32,168
04021001714,2616,797,807,825,26,2,74,0,1591,595,126,34,54,216
04021001715,2882,958,882,802,32,5,84,0,1818,578,102,56,77,251
04021001716,3257,1057,991,938,39,6,88,0,2055,639,176,53,44,290
04021001717,2045,926,522,412,6,0,66,0,1604,114,36,30,32,229
04021001900,1541,384,572,418,6,0,85,0,674,641,92,8,18,108
04021002001,2939,1075,873,642,19,2,172,0,1886,722,10,26,32,263
04021002004,1836,208,984,494,3,2,106,0,406,1312,48,6,14,50
04021002005,269,104,72,62,1,0,16,0,153,87,5,2,4,18
04021002104,2391,935,606,551,24,3,137,0,1568,504,17,11,37,254
04021002105,3068,1139,773,817,22,2,164,0,1913,829,29,25,19,253
04021002106,515,188,131,139,5,1,32,0,325,134,0,2,6,48
04021002107,1750,729,419,441,24,0,58,0,1197,357,16,16,23,141
04021002200,5541,1138,2363,1499,26,5,233,0,3081,1596,30,43,79,712
04021002300,1460,483,620,226,13,0,39,0,878,489,0,5,3,85
04021002400,1082,169,622,216,1,0,30,0,406,623,0,6,6,41
04021941200,1104,92,532,370,10,0,59,0,609,288,8,2,18,179
04021941300,21,6,1,13,0,0,1,0,14,3,0,0,0,4
04021941401,2961,1080,801,775,33,3,125,0,1837,803,4,15,36,266
04021941402,800,255,246,225,5,0,34,0,359,377,7,5,13,39
04027000100,910,181,368,294,9,1,30,0,301,553,2,2,8,44
04027000200,1603,326,615,542,11,0,58,0,447,1056,10,9,12,69
04027000301,1300,230,519,466,0,1,52,0,297,924,19,9,12,39
04027000302,1660,223,696,615,13,2,64,0,295,1277,14,6,13,55
04027000402,1834,275,812,618,15,2,70,0,282,1509,0,14,7,22
04027000403,533,131,212,152,6,1,18,0,156,331,8,8,10,20
04027000404,1453,294,546,503,9,1,59,0,378,1009,1,6,7,52
04027000501,1577,584,423,437,23,1,58,0,804,621,16,22,25,89
04027000502,1446,492,457,387,8,0,47,0,746,584,7,16,12,81
04027000600,2658,744,925,786,22,0,91,0,1074,1397,10,17,31,129
04027000700,1726,344,728,543,8,2,60,0,428,1211,2,9,13,63
04027000800,2616,786,861,758,24,1,88,0,1169,1192,11,43,41,160
04027000901,2007,630,650,576,10,1,68,0,874,1003,8,24,14,84
04027000902,1444,457,453,426,14,0,46,0,631,701,4,21,17,70
04027000903,1990,714,614,490,20,1,57,0,854,975,3,27,25,106
04027000907,3276,841,1136,1092,28,0,106,0,889,2176,9,53,40,109
04027000908,2499,1061,636,635,23,2,68,0,1056,1179,9,72,30,153
04027000909,2648,550,1022,893,26,1,98,0,557,1930,7,40,38,76
04027000910,1414,483,453,399,5,2,34,0,488,835,6,25,21,39
04027001001,1565,671,421,342,10,2,45,0,917,493,4,19,18,114
04027001003,743,213,256,211,12,0,24,0,355,328,3,9,6,42
04027001004,1030,283,364,308,10,2,38,0,419,533,10,18,5,45
04027001100,2721,917,814,775,22,1,94,0,1332,1176,14,23,13,163
04027001200,2428,851,680,682,31,1,90,0,1207,1014,3,26,27,151
04027010907,3377,1788,564,756,35,0,88,0,2253,766,5,48,27,278
04027010910,814,387,171,184,2,0,29,0,620,96,0,6,6,86
04027010911,3755,1628,899,983,30,1,92,0,1881,1538,12,64,38,222
04027010913,879,265,227,320,12,0,36,0,337,478,3,6,10,45
04027010914,392,211,59,92,0,0,10,0,258,98,0,8,1,27
04027010915,1087,448,232,321,7,1,35,0,660,313,4,9,8,93
04027010916,372,129,112,106,3,1,15,0,203,141,3,4,0,21
04027011000,1000,313,325,268,13,2,44,0,454,486,2,6,12,40
04027011107,1987,1127,309,409,24,0,46,0,1223,560,1,33,24,146
04027011108,2180,974,458,593,17,0,59,0,1257,739,4,17,20,143
04027011112,1526,801,269,321,6,0,59,0,1173,183,1,5,7,157
04027011114,903,457,167,210,3,0,29,0,675,112,0,3,12,101
04027011116,846,298,217,258,4,1,35,0,470,313,0,6,6,51
04027011117,1661,562,440,526,14,2,65,0,686,851,3,20,8,93
04027011118,793,416,179,134,0,0,27,0,617,85,0,4,6,81
04027011119,1000,449,204,252,6,0,42,0,706,161,0,17,8,108
04027011120,1582,712,312,442,12,0,39,0,966,444,4,13,14,141
04027011121,3190,1303,695,962,36,2,97,0,1577,1320,18,33,34,208
04027011122,910,412,196,219,2,0,35,0,652,163,0,11,9,75
04027011123,873,385,168,249,7,1,36,0,560,238,2,8,4,61
04027011124,911,490,163,157,7,0,43,0,708,112,0,11,3,77
04027011125,1020,571,164,190,5,1,38,0,828,105,1,4,9,73
04027011202,669,319,143,162,6,0,18,0,374,236,2,2,2,53
04027011203,837,364,208,203,3,0,30,0,476,306,0,5,2,48
04027011204,1124,587,215,225,9,0,30,0,784,242,2,6,1,89
04027011403,1894,127,1125,541,1,0,85,0,72,1776,0,6,10,30
04027011405,2563,168,1453,762,11,2,135,0,99,2423,0,8,15,18
04027011407,2733,205,1476,890,2,0,134,0,101,2581,0,10,12,29
04027011408,1570,165,794,509,2,2,86,0,82,1455,0,8,7,18
04027011501,1401,292,579,427,14,0,57,0,375,960,2,8,10,46
04027011503,2249,266,1124,715,7,4,105,0,169,2028,2,3,7,40
04027011505,1824,190,979,564,9,2,55,0,105,1692,0,4,6,17
04027011506,1507,153,758,509,10,2,57,0,81,1393,0,3,8,22
04027011601,2071,152,1075,687,5,3,131,0,68,1982,0,2,1,18
04027011602,2346,155,1358,700,6,0,114,0,85,2225,0,6,7,23
04027011700,722,294,170,188,4,0,33,0,456,206,0,5,6,49
04027011801,2129,762,655,560,17,0,88,0,817,1163,2,14,25,108
04027011802,1513,304,666,454,12,0,47,0,256,1211,0,8,7,31
04027012100,264,98,65,74,2,0,9,0,139,103,4,3,2,13
04027980003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04027980004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04027980005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04027980006,374,157,41,149,4,0,17,0,207,106,7,11,9,34
04003000101,523,210,146,100,2,0,17,0,333,139,0,4,3,44
04003000102,591,283,146,88,3,1,7,0,479,50,2,2,8,50
04003000201,1792,969,344,287,11,2,35,0,1245,436,1,8,10,92
04003000202,1655,685,447,312,9,0,31,0,918,621,1,19,7,89
04003000203,1746,868,372,260,11,2,53,0,1426,119,6,7,18,170
04003000301,2584,1157,634,481,15,0,75,0,1945,402,3,22,20,192
04003000303,2412,1295,403,419,23,5,61,0,1973,209,2,11,16,201
04003000304,1656,886,272,291,18,2,26,0,1346,171,4,3,7,125
04003000305,1676,951,288,271,12,2,30,0,1349,127,2,13,21,164
04003000400,1684,819,322,321,19,0,47,0,1323,185,6,11,13,146
04003000501,1391,669,297,264,11,3,32,0,1041,214,0,8,19,109
04003000502,760,317,165,156,9,0,39,0,604,94,0,2,6,54
04003000503,57,15,16,16,1,0,1,0,42,6,0,0,0,9
04003000600,1504,240,689,416,9,1,72,0,376,1068,1,7,11,41
04003000700,2593,388,1299,689,12,1,86,0,445,2064,1,8,13,62
04003000800,2701,365,1342,749,13,1,121,0,394,2218,0,19,19,51
04003000901,1881,167,1008,514,3,2,104,0,234,1578,0,5,10,54
04003000902,1527,155,763,476,8,0,75,0,204,1266,1,5,10,41
04003001000,1015,126,573,169,9,5,51,0,780,105,2,8,14,106
04003001100,2217,421,1077,455,14,9,99,0,1361,673,5,11,20,147
04003001200,1799,447,766,365,11,3,65,0,1054,609,3,9,24,100
04003001301,1660,832,252,360,18,2,73,0,1324,170,3,15,18,130
04003001302,1749,768,355,399,14,3,75,0,1324,222,27,12,13,151
04003001401,557,157,132,208,9,0,31,0,308,124,32,16,8,69
04003001402,221,84,47,65,4,0,9,0,149,22,8,3,5,34
04003001501,1875,658,486,523,18,0,77,0,1233,363,61,40,32,146
04003001502,2134,676,647,551,22,3,93,0,1372,477,51,38,27,169
04003001601,3094,1201,767,798,36,4,111,0,2101,577,74,63,40,239
04003001602,1692,638,415,452,11,1,78,0,1138,311,44,40,22,137
04003001701,2638,1023,613,681,35,5,109,0,1866,434,75,44,33,186
04003001702,2241,835,516,605,23,4,92,0,1482,432,46,39,41,201
04003001703,3113,1331,698,717,33,4,110,0,2218,482,58,84,33,238
04003001801,4095,2007,803,799,26,5,143,0,3067,445,56,130,44,353
04003001802,2518,1248,492,488,28,2,73,0,1859,322,38,69,36,194
04003001900,5290,2641,1032,1044,46,1,135,0,3922,612,76,153,68,459
04003002001,3492,1578,696,810,49,3,126,0,2622,497,4,36,38,295
04003002002,3056,1544,498,650,23,3,110,0,2316,416,4,15,24,281
04003002100,3672,1768,719,731,29,3,121,0,2822,428,11,46,26,339
04015940400,592,57,258,247,4,0,3,0,284,56,0,4,34,214
04015940501,1898,960,326,477,8,1,12,0,1504,185,1,20,18,170
04015950101,2079,766,325,767,12,0,24,0,1537,339,1,13,14,175
04015950102,1564,959,28,508,14,0,6,0,1419,11,0,6,7,121
04015950103,966,639,23,253,18,0,5,0,781,10,0,3,5,167
04015950401,1170,463,230,363,10,1,6,0,914,135,5,8,6,102
04015950403,1176,571,208,302,5,0,6,0,985,55,4,9,12,111
04015950404,1730,1028,222,346,12,2,8,0,1442,80,1,19,9,179
04015950500,856,450,135,197,5,0,4,0,703,52,5,6,12,78
04015950601,2426,1289,356,580,13,4,16,0,1982,191,3,15,20,215
04015950602,2069,1079,305,548,14,0,13,0,1648,212,5,14,19,171
04015950603,1988,1023,262,514,17,1,20,0,1638,163,0,10,25,152
04015950703,2314,1029,418,699,13,2,19,0,1861,239,6,17,25,166
04015950705,2416,1140,386,698,17,2,17,0,1955,245,2,13,22,179
04015950706,1932,777,339,641,17,3,19,0,1534,187,5,9,20,177
04015950707,1732,910,250,435,18,1,13,0,1367,152,1,19,21,172
04015950708,2994,1585,444,696,33,2,25,0,2462,221,2,20,24,265
04015951401,2845,1462,525,670,12,1,8,0,2146,364,9,29,51,246
04015951403,1575,953,215,323,3,0,9,0,1158,172,6,24,38,177
04015951404,1245,515,238,407,7,0,8,0,939,169,4,12,13,108
04015951501,2460,1031,484,749,15,1,13,0,1837,345,5,20,14,239
04015951503,1510,775,298,325,5,0,5,0,1177,138,2,11,20,162
04015951504,2441,1229,471,571,13,3,7,0,1829,314,12,27,30,229
04015951601,2046,846,390,654,15,1,15,0,1396,437,1,14,19,179
04015951602,2332,986,489,705,22,2,23,0,1577,532,5,19,27,172
04015951701,1397,448,335,509,5,3,6,0,856,419,2,12,17,91
04015951702,1241,506,251,394,2,0,8,0,816,289,2,5,19,110
04015951800,1743,638,362,599,12,2,15,0,1134,451,1,9,17,131
04015951900,2467,1088,501,718,18,3,12,0,1726,438,1,27,46,229
04015952001,1229,650,207,300,10,0,6,0,888,169,2,16,29,125
04015952003,2784,1259,503,823,13,1,10,0,2053,431,0,21,34,245
04015952004,2589,1245,454,710,17,7,14,0,1947,353,10,28,22,229
04015952005,880,465,125,221,4,1,6,0,723,57,4,6,8,82
04015952006,2006,973,332,552,14,2,10,0,1500,273,2,15,35,181
04015952007,2693,1530,422,573,5,2,11,0,2055,314,3,37,25,259
04015952400,2006,1161,301,411,12,1,10,0,1627,149,1,11,19,199
04015952501,2379,1451,301,445,21,2,8,0,1936,154,1,35,19,234
04015952502,1814,1116,257,315,8,0,2,0,1471,140,0,11,25,167
04015952600,2087,1139,345,463,12,0,14,0,1549,250,3,28,38,219
04015952701,1551,802,261,376,12,0,10,0,1146,212,0,14,29,150
04015952702,1708,954,240,388,16,0,10,0,1316,191,5,22,13,161
04015952801,2506,1609,293,432,6,2,13,0,2022,193,0,13,34,244
04015952802,2599,1598,329,508,10,0,8,0,2106,200,2,13,28,250
04015952901,1394,759,203,339,5,0,6,0,1059,158,7,16,27,127
04015952902,2309,1323,370,462,16,0,14,0,1854,234,2,14,20,185
04015953001,1430,720,251,325,8,0,8,0,1110,140,1,19,24,136
04015953002,2284,1249,337,533,17,2,12,0,1757,232,5,21,31,238
04015953100,1845,926,323,445,19,4,10,0,1439,193,3,23,19,168
04015953200,2285,1512,255,365,6,3,6,0,1879,127,2,27,34,216
04015953301,2200,1346,267,419,9,0,7,0,1744,188,3,15,28,222
04015953302,2381,1377,357,478,18,1,10,0,1940,210,0,19,28,184
04015953403,1753,1070,236,324,9,1,11,0,1408,132,2,21,21,169
04015953404,1900,1067,278,416,11,1,10,0,1471,192,2,10,39,186
04015953405,2373,1433,313,459,8,1,9,0,1892,192,2,19,23,245
04015953406,1695,994,214,373,8,3,4,0,1392,133,0,17,13,140
04015953602,1359,557,276,389,18,6,15,0,1095,119,3,18,11,113
04015953603,2428,1248,370,617,27,2,19,0,1884,256,3,23,29,233
04015953604,4801,2963,598,938,37,2,15,0,3846,395,11,62,70,417
04015953800,3787,1767,692,987,41,3,23,0,2970,406,3,43,49,316
04015953901,2587,1309,406,662,20,0,27,0,1996,277,1,29,48,236
04015953902,2727,1346,417,739,29,2,22,0,2133,276,6,30,35,247
04015954801,2060,1236,236,421,16,2,15,0,1683,132,10,16,16,203
04015954802,2197,1194,259,542,13,2,17,0,1784,129,6,10,25,243
04015954900,2572,1367,438,566,24,1,20,0,2052,204,5,25,50,236
04015955001,1591,736,246,507,14,2,3,0,1211,230,2,18,19,111
04015955002,1775,837,287,514,14,2,10,0,1331,243,1,8,34,158
